,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url
216,BWQzn3QFnf-,1.55397E+18,"[""parcnationalcanadadesglaciers"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dea27fe6cf242f38134fe3808f54d632/5AF5C632/t51.2885-15/e35/19931758_501918676813034_2375240974818344960_n.jpg,"[""ahealthyhop""]",1,"Le parc national des Glaciers est un paradis en toutes saisons. Admirez ses hautes montagnes et ses profondes vallées remplies d'anciennes forêts. Avec des scènes de la couleur de la barbe à papa comme ça, vous devez vous demander... Pourquoi n'ai-je pas encore visité? de ",174,[],2017-07-07T15:45:51,FALSE,2017-07-07_15-45-51,parcs.canada,4141034395,
217,BWTVZZWF8wF,1.55468E+18,"[""pnriding"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/10620715b0b038c791521f354c9b49bf/5AEA061E/t51.2885-15/e35/19765048_481905868824155_7690235855130066944_n.jpg,"[""redphotoco_becks""]",2,"Vous vous demandez ce qui vous attend au parc national du Mont-Riding? Admirez les vastes prairies et observez un orignal qui se rafraîchit dans les eaux vivifiantes. Soyez à l’affût des chatoyantes aurores boréales. Au cours d’une randonnée, plongez votre regard dans une gorge taillée par des milliers d’années d’érosion. Profitez du calme de la forêt boréale, là où les forêts-parcs à trembles et la prairie de fétuques se rencontrent. de ",163,[],2017-07-08T15:19:27,FALSE,2017-07-08_15-19-27,parcs.canada,4141034395,
218,BWV6X3TloOW,1.55541E+18,"[""capspear"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5fb597cbd06ba46d714bdb040ab2c7f4/5AE937F1/t51.2885-15/e35/19931809_625633967628706_8160411787653545984_n.jpg,"[""chelseylawrencephotography""]",0,"Avez-vous déjà voulu être la première personne au Canada à voir le lever du jour? Situé au point le plus à l’est du Canada, le cap Spear a non seulement une valeur historique, mais également géographique. Chaque année, des milliers de visiteurs viennent sur cette pointe de terre pour observer les oiseaux de mer, les baleines ou les icebergs. by ",134,[],2017-07-09T15:21:02,FALSE,2017-07-09_15-21-02,parcs.canada,4141034395,
219,BWYiNgvFYQn,1.55614E+18,"[""rpnpacificrim"",""pacificrim"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/860cd3b1de451127f081d35eb6932049/5AF108EB/t51.2885-15/e35/19955483_114860462474437_6341346318635499520_n.jpg,"[""weekend_sherpa""]",1,"Imaginez-vous sur la plage, le sable glissant entre vos orteils, les aigles fendant le ciel au-dessus de votre tête, et l'océan qui s'étend à perte de vue. Reflet de la culture nuu-chah-nulth remontant à plusieurs milliers d'années, la réserve de parc national Pacific Rim est le moyen idéal de découvrir la côte ouest escarpée de l'île de Vancouver. by ",156,[],2017-07-10T15:47:38,FALSE,2017-07-10_15-47-38,parcs.canada,4141034395,
220,BWatl7KlNwk,1.55676E+18,"[""hautesterresducapbreton"",""htcb"",""pnhtcb"",""capbreton"",""nouvelleecosse"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c5d563576e3d726c48120b80c99e346/5AD8BADD/t51.2885-15/e35/19955059_120500095234074_4203646391387422720_n.jpg,"[""annemariewoodgate""]",3,"Profitez de la vue panoramique des canyons, des hauts plateaux et des côtes. Le parc national des Hautes-Terres-du-Cap-Breton est un paradis fleuri!: .....",159,[],2017-07-11T12:05:34,FALSE,2017-07-11_12-05-34,parcs.canada,4141034395,
221,BWdaS2WlYXZ,1.55752E+18,"[""yoho"",""pnyoho"",""parcscanada"",""montagne"",""colombiebritannique"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""canada"",""conservation"",""vieactive"",""fleur"",""fleurs""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5b4fb74d3e30263b3edb1033133ed45/5ADA39B6/t51.2885-15/e35/19933086_1974510276116407_8521065027631841280_n.jpg,"[""soloinnature""]",0,Le mot cri « Yoho » erime l'émerveillement et nous savons pourquoi! : ..... ,136,[],2017-07-12T13:14:39,FALSE,2017-07-12_13-14-39,parcs.canada,4141034395,
222,BWgAPvsFR04,1.55825E+18,"[""colombiebritannique"",""parcscanada"",""kootenay"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""canada"",""explorecanada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7faf192e6d89d47c2d6aee74d2d4a05a/5ADD4CF6/t51.2885-15/e35/20066718_180809989124966_1050177885362454528_n.jpg,"[""kasiaophotos""]",0,Aimeriez-vous faire un pique-nique au parc national Kootenay? Imaginez cette vue comme toile de fond. : .....,152,[],2017-07-13T13:24:46,FALSE,2017-07-13_13-24-46,parcs.canada,4141034395,
223,BWiiuXBF23v,1.55896E+18,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""saskatchewan"",""exploresask""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6d5aa614ec8dc264b2e5724e77c4c64c/5AF025AA/t51.2885-15/e35/19985646_314374065655124_8909587490055127040_n.jpg,"[""steph.outside""]",1,"S'il y a quelque chose de plus beau que le ciel des prairies, ce sont probablement leurs fleurs sauvages. Parc national des Prairies : .outside.....",94,[],2017-07-14T13:04:31,FALSE,2017-07-14_13-04-31,parcs.canada,4141034395,
224,BWktOypl5AJ,1.55957E+18,"[""parcscanada"",""kluane"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""canada"",""explorecanada"",""conservation"",""fleur"",""fleurs"",""exploreyukon"",""parksday""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f1edc7aefec5a6d8c36e2bfec60e15a/5AEE3CFF/t51.2885-15/e35/19985207_1256377354473487_7047795806635556864_n.jpg,"[""klondikesue""]",1,"Joyeuse Journée des parcs du Canada! Profitez de cette journée spéciale en découvrant la flore et la faune uniques des parcs nationaux, comme celui-ci, au Nord! Réserve de parc national Kluane: .....",135,[],2017-07-15T09:14:49,FALSE,2017-07-15_09-14-49,parcs.canada,4141034395,
225,BWoG24OlA41,1.56053E+18,"[""explorealberta"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fcd14063fbe00529ba71fc2cfae70ff6/5AF0E1BB/t51.2885-15/e35/20065401_286418318433974_5824612837544165376_n.jpg,"[""matt.snell""]",0,Prenez le temps de humer les fleurs du parc national des Lacs-Waterton. Vous vous imaginez dans ce bel endroit? : .snell.....,163,[],2017-07-16T16:56:28,FALSE,2017-07-16_16-56-28,parcs.canada,4141034395,
226,BWqN70XlaRH,1.56112E+18,"[""parcnationalipe"",""ipe"",""tourisme"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""maritimes""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9b7d3dcca5e4e8a2d2a6980a226a6a75/5AFA3F51/t51.2885-15/e35/20066730_1524280004260257_720287971412017152_n.jpg,"[""peigal1""]",4,Des vues spectaculaires vous attendent au parc national de l'Île-du-Prince-Édouard. Assoyez-vous parmi les fleurs sauvages et regardez le soleil se coucher sur l'océan scintillant. : .....,176,[],2017-07-17T12:36:47,FALSE,2017-07-17_12-36-47,parcs.canada,4141034395,
227,BWtSaimFycg,1.56199E+18,"[""pnîlesdelabaiegeorgienne"",""ontario"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""canada"",""conservation"",""maritimes"",""vieactive"",""parc"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3415de2ce2ebb0899317e9be9b40ead7/5AF384D6/t51.2885-15/e35/20225179_501730000165440_9105627239306756096_n.jpg,"[""barbora_277""]",1,Vues sur la baie et couchers de soleil aux teintes dorées... assurez-vous d'ajouter le magnifique parc national des Îles-de-la-Baie-Georgienne à vos plans de voyage d'été!  : .....ÎlesdelaBaieGeorgienne,197,[],2017-07-18T17:13:39,FALSE,2017-07-18_17-13-39,parcs.canada,4141034395,
228,BWv1A4TFKcV,1.5627E+18,"[""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada"",""explorecanada"",""conservation"",""haidagwaii"",""colombiebritannique"",""gwaiihaanas"",""haida""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28ebe4e99d30745b8b6f658c9b4e9151/5AD8F33B/t51.2885-15/e35/20184064_1376712972405610_6532036720479698944_n.jpg,"[""everythingeverywhere""]",2,Vivez votre moment de paix: réfléchissez à la splendeur et la sérénité des « Îles de splendeur » que la réserve de parc national Gwaii Haanas vous offre! : .....,268,[],2017-07-19T16:54:28,FALSE,2017-07-19_16-54-28,parcs.canada,4141034395,
229,BWyX_ovlsfk,1.56342E+18,"[""terreneuve"",""terreneuveetlabrador"",""maritimes"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""grosmorne"",""parcsnationaux"",""canada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/150a1bf27cef9189478bd2124a30f9b3/5AFD0F6A/t51.2885-15/e35/20180502_330477044042989_2241647460185276416_n.jpg,"[""flexlexa""]",4,Une visite au parc national du Gros-Morne se compare à la découverte d’un nouveau monde! C'est ici où vous pouvez vous promener parmi des paysages anciens et profiter des cadeaux de la nature! : ..... ,172,[],2017-07-20T16:38:36,FALSE,2017-07-20_16-38-36,parcs.canada,4141034395,
230,BW0588lFiCv,1.56413E+18,"[""quebecoriginal"",""quebec"",""quebecregion"",""explorequebec"",""explorecanada"",""happycanadaday"",""ohcanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation"",""vieactive""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/890167de4de90c132985325d3f0bcc5f/5ADBCE9D/t51.2885-15/e35/20181141_794867914018910_2724109185313669120_n.jpg,"[""nicktweel""]",3,"Quoi de plus exaltant que cette vue imprenable? Avec ses eaux bleues et ses forêts luxuriantes, le parc national Forillon est un joyau canadien à ne pas manquer! : .....",310,[],2017-07-21T16:13:49,FALSE,2017-07-21_16-13-49,parcs.canada,4141034395,
231,BW3WtKGlz8J,1.56482E+18,"[""rpnpacificrim"",""pacificrim"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""maritimes""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2023671f433ec36d398992e7ebf392e2/5AE5C999/t51.2885-15/e35/20184752_1150454558390905_6844596802168029184_n.jpg,[],1,"Le paradis tropical au Canada? Ne cherchez pas plus loin que ce que la beauté de la côte ouest vous promet, réserve de parc national Pacific Rim! : troubleandsqueak.....",216,[],2017-07-22T15:03:33,FALSE,2017-07-22_15-03-33,parcs.canada,4141034395,
232,BW6J-4AFND3,1.56561E+18,"[""parcnationalcanadadesglaciers"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/92dba951bdeffda53ca92e0b050f47c3/5AF381B6/t51.2885-15/e35/20214272_172468963295395_3588349775994421248_n.jpg,"[""shawnafer""]",1,"Ce paradis alpin est le rêve des passionnés d’aventures! Qu'il s'agisse de faire de la randonnée dans ses vallées profondes ou de grimper ses sommets anciens, vous adorerez ce que vous découvrirez ici! : Parc national des Glaciers : .....",202,[],2017-07-23T17:10:06,FALSE,2017-07-23_17-10-06,parcs.canada,4141034395,
233,BW8rsUnlj6c,1.56632E+18,"[""nahanni"",""pnnahanni"",""territoiresdunordouest"",""tno"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""mountain""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8739420a302b1ec9551228312013662a/5AEBCDC7/t51.2885-15/e35/20225268_456021918097390_6358810999985799168_n.jpg,"[""sortahamah""]",0,"Considéré comme paradis d’aventures pour plusieurs, la réserve de parc national Nahanni offre tout ce que l'amant de la nature pourrait désirer et plus encore! Faites le parcours ici et vos rêves d'eédition se réaliseront. ️ : .....",277,[],2017-07-24T16:43:08,FALSE,2017-07-24_16-43-08,parcs.canada,4141034395,
234,BW_KyMplPBF,1.56702E+18,"[""pukaskwa"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""conservation"",""ontario""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5358c418cfcb53f9a5e44c41fcef6a2/5AE3ADF1/t51.2885-15/e35/20393663_1912414409025814_6078982103851073536_n.jpg,"[""gabesimages""]",0,"Découvrez ces paysages sublimes en toute quiétude : le parc national Pukaskwa. Elorez les anses de galets, admirez les chutes dévalant les falaises de granit, campez sur des plages de sable fin et naviguez sur des eaux cristallines dans ce trésor ontarien. : .....",147,[],2017-07-25T15:53:18,FALSE,2017-07-25_15-53-18,parcs.canada,4141034395,
235,BXB2N83lqzr,1.56777E+18,"[""colrogers"",""parcnationalcanadadesglaciers"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/76dd02dbb6802122534169e2a78ee34f/5AF8DB9E/t51.2885-15/e35/20478883_156984524875973_4654042947245834240_n.jpg,"[""brycebrownimages""]",1,Le lieu historique national du Col-Rogers allie le patrimoine culturel romantique du chemin de fer de l'ère victorienne à la beauté du paysage alpin des Rocheuses. Elorez le passé du Canada dans toute son ampleur en visitant le cœur du parc national des Glaciers.: .....,201,[],2017-07-26T16:51:19,FALSE,2017-07-26_16-51-19,parcs.canada,4141034395,
236,BXEQQSNFE5E,1.56845E+18,"[""parcscanada"",""kluane"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""canada150"",""canada"",""explorecanada"",""conservation"",""fleur"",""fleurs"",""exploreyukon""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/84ce8f1dd47716d63838962549def9e7/5AEF438C/t51.2885-15/e35/20394213_1605876226103117_5845980484525359104_n.jpg,"[""kaitlabbate""]",0,Un incontournable pour les aventuriers? La réserve de parc national Kluane qui abrite des plus hauts sommets du Canada. : .....,152,[],2017-07-27T15:17:18,FALSE,2017-07-27_15-17-18,parcs.canada,4141034395,
237,BXG86niFY8s,1.56921E+18,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""saskatchewan"",""exploresask""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/77de08f6d658b5a019db2357efb6edf7/5AE15392/t51.2885-15/e35/20393521_1706740609622768_167268489185198080_n.jpg,"[""katienieminen""]",1,"Réalisez vos rêves d’aventure ou de détente dans les prairies, la forêt boréale, la forêt-parc vallonné de trembles et les lacs vierges du parc national de Prince Albert. : .....",190,[],2017-07-28T16:26:03,FALSE,2017-07-28_16-26-03,parcs.canada,4141034395,
238,BXIg3IhFi4j,1.56965E+18,"[""signalhill"",""terreneuve"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""maritimes""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/634b9596a54254ddf22dabb128a708f4/5ADE524E/t51.2885-15/e35/20482147_236652353522911_453807082013982720_n.jpg,"[""marjolego""]",0,"Surplombant le port de St. John’s et l’océan Atlantique, le lieu historique national de Signal Hill vous fera plonger dans l’histoire et découvrir des paysages incroyables. : .....",127,[],2017-07-29T06:59:23,FALSE,2017-07-29_06-59-23,parcs.canada,4141034395,
239,BXMGCoyFu8H,1.57066E+18,"[""parcscanada"",""caveandbasin"",""banff"",""parcnationalbanff"",""cave"",""nationalhistoricsite"",""alberta"",""conservation"",""parcnational"",""canada"",""canada150"",""explorealberta"",""explorebanff"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/84f38251818b3f08705a380a86bf26fc/5AF2249A/t51.2885-15/e35/20482243_508804716128034_463512011590860800_n.jpg,"[""natasha_hirt_photography""]",2,"En , lorsque trois cheminots tombèrent sur une caverne remplie d’eau chaude provenant de sources minérales, ils contribuèrent sans même le savoir à la création du premier parc national du Canada : Banff! Elorez le lieu historique national Cave and Basin où tout a commencé. : .....",153,[],2017-07-30T16:21:59,FALSE,2017-07-30_16-21-59,parcs.canada,4141034395,
240,BXOV3Y5lh-Q,1.57129E+18,"[""travelyukon"",""exploreyukon"",""parcscanada"",""canada"",""canada150"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2cea68d79c6147f88d3eb6a88eeed4d4/5AFDFB37/t51.2885-15/e35/20582481_1665939493419281_1353646324444037120_n.jpg,"[""hikebiketravel""]",2,Voulez-vous vous joindre aux quelque visiteurs qui viennent chaque année elorer l’étendue de toundra de km carrés au parc national Ivvavik? : .....,162,[],2017-07-31T13:18:44,FALSE,2017-07-31_13-18-44,parcs.canada,4141034395,
241,BXRE31bFt_f,1.57206E+18,"[""colombiebritannique"",""glaciers"",""pndesglaciers"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3239312856fcbf53e36116392bb3b5c9/5AEF8DC4/t51.2885-15/e35/20482185_332234597199123_6393883251953369088_n.jpg,"[""npalm""]",0,"Êtes-vous amoureux de ce ciel de barbe à papa comme nous le sommes? Le parc national des Glaciers abrite cette scène magnifique! Trouvez votre propre endroit spécial dans le deuxième parc national le plus ancien du Canada, où vous pouvez faire des promenades d'une heure, des randonnées d'une journée et ou encore des excursions pendant tout un week-end dans la belle Colombie-Britannique! de ",142,[],2017-08-01T14:47:58,FALSE,2017-08-01_14-47-58,parcs.canada,4141034395,
242,BXT0YYsleGj,1.57283E+18,"[""terreneuve"",""terranova"",""tnl"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/83b6f22cc6fe822887292f81391a3003/5ADA745D/t51.2885-15/e35/20589673_503296306677033_5945154466255732736_n.jpg,"[""voyage_with_us""]",3,"Vous cherchez un coucher de soleil dramatique et un lever de soleil magique? Faites vos valises et prévoyez un voyage au parc national Terra-Nova à Terre-Neuve-et-Labrador! Dans cet endroit magique, la terre et la mer étalent leurs attraits sous vos yeux. Percez les secrets de la forêt boréale insulaire en parcourant des sentiers riches de trésors naturels et culturels. Terminez la journée en beauté par une agréable soirée de théâtre sous les étoiles. Tout est en place pour que vous puissiez créer votre propre aventure! de ",252,[],2017-08-02T16:21:36,FALSE,2017-08-02_16-21-36,parcs.canada,4141034395,
243,BXWbFVoFY2_,1.57356E+18,"[""yoho"",""pnyoho"",""montagne"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c3eb6e03e06bdfa345c2fdb9f10b5e96/5AF777E2/t51.2885-15/e35/20583189_476233909428691_7196410977976320000_n.jpg,"[""jeremyklager""]",1,"Vous souhaitez vous laisser charmer par les Rocheuses canadiennes, mais sans toute l’agitation? Voici un petit secret : le parc national Yoho! [Hush emoji] Avec ses sommets qui s’élèvent à plus de mètres, ses nombreuses cascades et ses dépôts de fossiles de renommée mondiale, il n’est pas surprenant que le parc porte le nom Yoho, une eression crie qui marque l'émerveillement. de ",213,[],2017-08-03T16:38:16,FALSE,2017-08-03_16-38-16,parcs.canada,4141034395,
244,BXY_YUUFIuN,1.57429E+18,"[""keji"",""nouvelleecosse"",""kejimkujik"",""cieletoile"",""etoiles"",""astronomie"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/46edc9a6a56406517679dce7e2eb7d11/5AFAED6E/t51.2885-15/e35/20634003_1974014989548516_9149286062906933248_n.jpg,"[""natasha_hirt_photography""]",0,"Si une image vaut mots, voir ce magnifique ciel nocturne en personne vous laissera sans voix! Désigné une réserve de ciel étoilé en , le parc national et lieu historique national Kejimkujik offre l’un des meilleurs endroits en Nouvelle-Écosse où s’émerveiller des merveilles célestes. de ",153,[],2017-08-04T16:33:54,FALSE,2017-08-04_16-33-54,parcs.canada,4141034395,
245,BXbbLNUFUC7,1.57497E+18,"[""kootenay"",""pnkootenay"",""fleurs"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/af5f26e750ba18a306014af5859f8151/5AF21385/t51.2885-15/e35/20583182_482137132146142_2760282538046914560_n.jpg,"[""focused_on_canada""]",0,"Vous cherchez à capturer la meilleure photo d’un coucher de soleil de l’été? Cette photo prise par dans le magnifique parc national Kootenay met la barre haute. Allant des prairies aux glaciers, de vues panoramiques sur les montagnes à des canyons étroits, ce parc est une terre de contrastes uniques. Venez pour la journée ou restez pour un week-end – vous ne le regretterez pas!",119,[],2017-08-05T15:15:16,FALSE,2017-08-05_15-15-16,parcs.canada,4141034395,
246,BXd8kQBFJcJ,1.57568E+18,"[""grosmorne"",""tnl"",""terreneuve"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/43fbe3a8737e5feaaf90947ae2a5db96/5ADABA79/t51.2885-15/e35/20633334_101017900615483_2819812644490313728_n.jpg,"[""tomcochrane""]",1,"Si vous cherchez un endroit magique où admirer un coucher de soleil, cette promenade dans le parc national du Gros-Morne est l'endroit rêvé! Que ce soit pour observer un coucher de soleil romantique ou pratiquer une activité vivifiante en plein air, un voyage à Gros Morne saura combler vos attentes! de ",252,[],2017-08-06T14:45:31,FALSE,2017-08-06_14-45-31,parcs.canada,4141034395,
247,BXgu3WKlKI2,1.57647E+18,"[""canada150"",""ontario"",""pnpointpelee"",""parcscanada"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f4d2cac59457c8b5534be6cd147a3b8f/5AEAAE8B/t51.2885-15/e35/20633250_1384054104997138_5963592060777791488_n.jpg,"[""k_wicksy""]",1,"Peu de scènes évoquent la magie de l’été aussi parfaitement qu’un coucher de soleil rose doré sur l’eau! Il est encore temps de tirer le meilleur parti de cet été , alors n’hésitez pas! Ce magnifique spectacle de dame nature est présenté tous les soirs au parc national de la Pointe-Pelée! de ",165,[],2017-08-07T16:43:31,FALSE,2017-08-07_16-43-31,parcs.canada,4141034395,
248,BXjO-1SFW7D,1.57717E+18,"[""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation"",""saskatchewan"",""exploresask""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ce40532138bfe2ac7cc165da3bcd5ed/5ADDCC4D/t51.2885-15/e35/20635356_470772403277956_8111841943828299776_n.jpg,"[""ryanweild""]",1,"Avec ses grandes plaines et un ciel des plus bleus, voyez le plus beau paysage que vous offre le Canada, ici au parc national des Praires! ️ : .....",179,[],2017-08-08T16:02:38,FALSE,2017-08-08_16-02-38,parcs.canada,4141034395,
249,BXlo1J8Fbpd,1.57785E+18,"[""hautesterresducapbreton"",""htcb"",""pnhtcb"",""capbreton"",""nouvelleecosse"",""nature"",""photographie"",""fleur"",""fleurs"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""explorecanada"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8c50ba8fa212b142ab471fc9033573ab/5AEFBC89/t51.2885-15/e35/20687952_133243087283373_5856894404446388224_n.jpg,"[""sweednora""]",3,Montez là où l’horizon amalgame les montagnes et la mer et contemplez ces magnifiques paysages de la côte est! : Parc national des Hautes-Terres-du-Cap-Breton : .....,188,[],2017-08-09T14:27:00,FALSE,2017-08-09_14-27-00,parcs.canada,4141034395,
250,BXoffVclhcB,1.57865E+18,"[""pnqausuittuq"",""arctique"",""nunavut"",""bathurstisland"",""parcscanada"",""canada150"",""canada150"",""canada"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""conservation""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d924a124709641904035b6a3c3a42dbb/5AF96724/t51.2885-15/e35/20688169_706819429501330_4783746608783163392_n.jpg,[],1,"Le parc national Qausuittuq est officiellement ouvert! Imaginez un groupe d’îles dans une mer figée par la glace, un milieu qui sert d’habitat au caribou de Peary, espèce en voie de disparition, une terre de chasse et de pêche traditionnelle qui a supporté les Inuit de Resolute Bay depuis leurs réinstallation dans les années : le est tous cela et plus!.....",177,[],2017-08-10T17:03:06,FALSE,2017-08-10_17-03-06,parcs.canada,4141034395,
