,likes,mediaid,video_url,typename,url,shortcode,comments,id,caption,owner_username,tagged_users,date,caption_mentions,is_video,caption_hashtags,owner_id
141,13,1.51E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c29f282def5035a7e10489ca20c48951/5AF37C4A/t51.2885-15/s1080x1080/e35/25011216_539766259709523_1954247846672728064_n.jpg,BTmVsIBgNNZ,0,2017-05-02_10-53-24,"Un peu à l’extérieur de la ville d’Edmonton se trouve un trésor caché appelé Bunchberry Meadows. Cette forêt offre un habitat à toutes sortes de créatures fantastiques, comme l’orignal, les chouettes et les salamandres. Nous sommes fiers d’annoncer que cette forêt sera conservée dans le cadre de notre Programme des dons écologiques et le Programme de conservation des zones naturelles.En protégeant ces terres, nous offrons aux Edmontoniens la possibilité de partager cet espace avec leur famille pour les générations à venir. : / Kyle Marquardt : / Karol Dabbs : / Karol Dabbs..... égée",environnementcan,[],2017-05-02T10:53:24,"[""ncc_cnc"",""ncc_cnc"",""ncc_cnc""]",FALSE,"[""canada"",""albertacanada"",""conservation"",""aireprotégée"",""zonenaturelle"",""fauneetflore"",""faunecanadienne"",""environnementcanada"",""conservationdelanature""]",3913646610
142,7,1.51E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/cbd5fc6ba855dc5acd0faade28765e32/5ADEE87A/t51.2885-15/e35/25008193_151933708764394_7193053743774957568_n.jpg,BTpP2PsgN1i,0,2017-05-03_14-00-04,"Saviez-vous que nous sommes responsables de gérer les habitats des espèces sauvages dans réserves naturelles de faune à l’échelle du pays? Dans les provinces des prairies, la gestion de l’habitat comprend parfois le brûlage dirigé et planifié de manière prudente afin de restaurer ou de recréer des conditions d’habitat naturel et d’éradiquer des espèces envahissantes. Dans de nombreux écosystèmes de prairie, le feu est un processus naturel – comme le broutage – et il est important dans la conservation des habitats naturels pour les espèces sauvages......égée égées",environnementcan,[],2017-05-03T14:00:04,[],FALSE,"[""aireprotégée"",""airesprotégées"",""travaildeterrain"",""fauneetflore"",""incendie"",""servicecanadiendelafaune"",""environnementcanada""]",3913646610
143,15,1.51E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9cf557e6d7064abc3e32365195123567/5AF1CC15/t51.2885-15/e35/24327315_370514853413430_5615103465261891584_n.jpg,BTrg5uhgP0M,0,2017-05-04_11-07-35,"Quel beau souvenir! Un biologiste du Service canadien de la faune, Ron Mackay, examine un Cygne trompette dans les années ‘50. En , il ne restait plus que cygnes trompettes au Canada et aux États-Unis. Aujourd’hui, grâce à un effort intensif de conservation à l’échelle internationale, on compte environ Cygnes trompettes à l’état sauvage, et l’espèce n’est plus considérée en péril...... étro",environnementcan,[],2017-05-04T11:07:35,[],FALSE,"[""canada150"",""environnementcanada"",""environnementcan"",""servicecanadiendelafaune"",""faune"",""canada"",""biologiste"",""jeudirétro"",""noiretblanc"",""cygnes"",""biologistes""]",3913646610
144,15,1.51E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e0178c1c474c7efc5b4dbfbcc2d8956d/5A64663A/t50.2886-16/24382756_137036103672325_5220476548640931840_n.mp4,GraphVideo,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee6d0630165df05affa98c927d690c5/5A6450B8/t51.2885-15/e15/24838361_132494197418475_1608602326233251840_n.jpg,BT32waPAiO3,0,2017-05-09_06-09-26,"Viens te joindre à nous pour la Journée mondiale de l’environnement!! Participes à notre Grand concours canadien pour la Journée mondiale de l’environnement et tu pourrais gagner ton transport et ton hébergement pour assister aux festivités! Participer est aussi simple que de compter jusqu’à ! L’objectif de la Journée mondiale de l’environnement de est de rapprocher les gens de la nature. Peu importe où vous vivez, vous êtes entourés d’un incroyable environnement naturel. Si vous êtes âgés entre et ans, nous vous invitons à nous montrer votre coin de pays et nous dire pourquoi il est important de continuer à protéger notre patrimoine naturel selon vous. Attrapez votre bâton à « selfie » ou votre trépied et allez vous promener dans la nature! Quand vous êtes satisfaits, envoyez-nous votre vidéo sur Twitter en utilisant le mot-clic , et allez compléter notre formulaire en ligne! Taper le lien dans notre bio pour plus d’info!........éeMondialeDelEnvironnement",environnementcan,[],2017-05-09T06:09:26,[],TRUE,"[""jmecan"",""journéemondialedelenvironnemen"",""servicecanadiendelafaune"",""nature"",""jouerdehors"",""jesuispourlanature"",""concours"",""explorecanada"",""canadiens"",""jeunessecanadienne"",""aventures"",""environnementcanada"",""environnementcan""]",3913646610
145,10,1.51E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ce42aca4a952e4737d1f579b5126b442/5AF38299/t51.2885-15/s1080x1080/e35/25007076_1884535358526912_1669230995116654592_n.jpg,BT62oCyAkWO,0,2017-05-10_10-06-01,"Ça peut avoir l’air de rien, mais au cours de la dernière année, les scientifiques ont utilisé ces nouveaux émetteurs satellitaires à énergie solaire pour marquer et suivre les goélands de Thayer depuis l'Arctique jusqu'à la Colombie-Britannique. Ces données aident les scientifiques à connaître les comportements de migration de cette espèce et plus encore!Récemment, un oiseau avec un émetteur a cessé de bouger. Le signal est resté fort, et les coordonnées indiquaient qu'il était situé dans une région éloignée de l'Alaska. Les scientifiques ont présumé l'appareil perdu jusqu'à ce qu'un résident local ait offert de l'aider pour la recherche. Équipé de son bateau, d’un GPS et des coordonnées qu’on lui avaient fournies, il a trouvé l'émetteur sur une plage éloignée de la baie d'Iyoukeen - à km de ! Merci monsieur Chew!..... écuritéMaritime",environnementcan,[],2017-05-10T10:06:01,[],FALSE,"[""juneau"",""oiseauxmigrateurs"",""oiseauxducanada"",""environnementcanada"",""environnementcan"",""sécuritémaritime"",""conservation"",""faune"",""servicecanadiendelafaune""]",3913646610
146,27,1.52E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/64083430f03f23b01b253b70672a2768/5AF30592/t51.2885-15/e35/24845497_198548264026685_8869742713377914880_n.jpg,BUHlPsWAMvI,2,2017-05-15_08-44-16,"Reconnaissez-vous ce dôme géodésique qui est devenu un icône dans le paysage montréalais en ? Savez-vous ce qu’il héberge actuellement? La Biosphère de Montréal, c’est le seul musée de l’environnement en Amérique du Nord! Si vous êtes de passage à Montréal cet été, profitez-en pour visiter le musée! Nous avons préparé plusieurs nouvelles eitions pour célébrer le e de Montréal, le e du Canada et le e de l’E ....ère éal ébec éal Été2017 éal",environnementcan,[],2017-05-15T08:44:16,[],FALSE,"[""biosphère"",""biospheremtl"",""mtlmoments"",""montréal"",""québec"",""canada"",""explorecanada"",""exploremontréal"",""vacances2017"",""été2017"",""environnementcanada"",""museesmontréal"",""375mtl"",""expo67"",""canada150""]",3913646610
147,6,1.52E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/edaef3426e1184106354c5597bb0b8c6/5AF27DC6/t51.2885-15/s1080x1080/e35/24838637_258183208043887_4813289713127391232_n.jpg,BUICOFSAzQg,0,2017-05-15_12-57-27,"Voici Darin, Paul et Tracy!Ces météorologues dévoilent les mystères de la météorologie et de la science des ouragans aux élèves en visite au Centre de prévisions des ouragans et au Centre de prévisions des intempéries de la région de l’Atlantique, à Dartmouth, en Nouvelle-Écosse, dans le cadre de l’Odyssée des sciences. L’Odyssée des sciences est la plus grande célébration au Canada des sciences, des technologies, du génie et des mathématiques, que ce soit dans les centres de recherche, les laboratoires et les salles de classe, et ce, partout au pays..... étéo étéorologues",environnementcan,[],2017-05-15T12:57:27,[],FALSE,"[""odysci"",""stgm"",""météo"",""ouragans"",""météorologues"",""science""]",3913646610
148,12,1.52E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5d000af1a938141c98dfdc57c7b14b64/5ADF5FED/t51.2885-15/s1080x1080/e35/25005862_135599700484803_822026327790977024_n.jpg,BUJ2qc9gDf-,0,2017-05-16_05-54-57,"Voici un aperçu de l’eition « Ceci n’est pas un parapluie : Science et art du temps qu’il fait » à la Biosphère, située à Montréal. Vous y découvrirez les différents aspects de la météo, notamment les causes, ainsi que les conséquences et les outils qu’utilisent les chercheurs pour prédire les changements dans la météo et les dangers...... éal ère étéorologie étéo ébec",environnementcan,[],2017-05-16T05:54:57,[],FALSE,"[""375mtl"",""museesmontréal"",""environnementcanada"",""biosphère"",""biospheremtl"",""mtlmoments"",""météorologie"",""météo"",""odysci"",""canada"",""québec""]",3913646610
149,19,1.52E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/23ef897ed42e806bd8a7cc754109a43d/5AF9E93F/t51.2885-15/e35/25017995_1464790410302482_3011976748398018560_n.jpg,BUPedEbAOAm,0,2017-05-18_10-18-51,"Voici Isabel, une animatrice à la Biosphère située à Montréal au Québec. Sur cette photo, elle elique comment un degré de variation dans la température peut faire toute la différence dans la lutte contre les changements climatiques......ère éal ébec",environnementcan,[],2017-05-18T10:18:51,[],FALSE,"[""biosphère"",""biospheremtl"",""mtlmoments"",""mtl"",""odysci"",""montréal"",""québec"",""environnementcanada""]",3913646610
150,5,1.52E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/815148835064ff024dac8aab110bb76c/5AE678D4/t51.2885-15/e35/25009083_1085482874926996_4676536180601257984_n.jpg,BUP4BylgO6E,0,2017-05-18_14-02-19,"Avez-vous entendu parler du projet Action climatique ? C'est un projet financé par un accord de contribution que nous avons avec GreenLearning Canada. Pour célébrer le e anniversaire du Canada, des jeunes CanadienNEs d’un bout à l’autre du pays se chargent d’investiguer les impacts du changement climatique dans leurs communautés. Ceux-ci s’engagent à prendre action pour construire des communautés résilientes pour le futur de notre pays. Aujourd’hui, notre ministre Catherine McKenna , a participé à la discussion ouverte virtuelle d’Action Climatique avec plus de élèves de partout au Canada en compagnie de Mary McGrath, GreenLearning et Terry Godwaldt, Centre for Global Education . Les étudiants ont présenté des plans d'action sur trois sujets: l'écologisation de notre approvisionnement en énergie, le transport durable et la réduction des déchets. Les élèves continueront à agir - dans leur vie quotidienne, à l'école et dans leur communauté tout en invitant les autres à agir.Et VOUS, quelle-est votre ?....",environnementcan,[],2017-05-18T14:02:19,[],FALSE,"[""actionclimat"",""actionclimatique150"",""canada150"",""jmecan"",""environnementcanada"",""jeunessecanadienne"",""actionclimatjeunesse"",""agirmaintenant"",""actionclimatcan""]",3913646610
151,11,1.52E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dec52fc2b70e057fdaeb170b83f4f484/5AFCBA89/t51.2885-15/e35/24327315_1534902219926069_8318403439537160192_n.jpg,BUaA-IPAeJe,0,2017-05-22_12-32-52,"Voici une mosaïque créée par un de nos employés qui montre environ photos de chutes d’eau prises lors d’un voyage à l’automne dernier (dans le cadre du travail) aux chutes de Garden of Eden, à Five Islands, en Nouvelle-Écosse. Intéressant, non?",environnementcan,[],2017-05-22T12:32:52,[],FALSE,[],3913646610
152,14,1.52E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a467b7e2654bde5017d3867b2b883134/5AF24622/t51.2885-15/e35/25014373_361712660957843_4305619085477019648_n.jpg,BUhoRIRAChc,0,2017-05-25_11-30-56,"« L’été dernier, j’ai voyagé avec Adventure Canada jusqu’au refuge d’oiseaux migrateurs de l’île Prince Leopold, à Lancaster Sound, au Nunavut. En raison de l’horaire chargé du navire, notre seule possibilité d’aller en zodiac au pied des falaises d’oiseaux marins était à h , avant le déjeuner. Malgré l’heure et un vent glacial, près de passagers ont participé avec ravissement à cette eérience! – Garry, Service canadien de la faune.... éditionArctique : Garry Donaldson",environnementcan,[],2017-05-25T11:30:56,[],FALSE,"[""aventures"",""explorecanada"",""nordcanadien"",""servicecanadiendelafaune"",""expéditionarctique"",""sciencearctique"",""environnementcanada""]",3913646610
153,6,1.52E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1a8707a61004269073fe6358057938e4/5AF40984/t51.2885-15/s1080x1080/e35/24331982_1770319543270101_2391230240413188096_n.jpg,BUkgARKgqeL,0,2017-05-26_14-16-27,"Vous vous demandez à quoi ressemble un bureau météorologique? Entrez et faites la connaissance de Bob, notre météorologue aux alertes! Il analyse présentement des données météorologiques afin de se préparer à la saison des ouragans qui pourrait être très active!N’oubliez pas que la saison des ouragans se déroulera du er juin jusqu’à la fin d’octobre. N’ayez pas peur, soyez prêt!....  êtes étéorologie",environnementcan,[],2017-05-26T14:16:27,[],FALSE,"[""ouragan"",""ouragans"",""tempêtes"",""atlantique"",""météorologie""]",3913646610
154,10,1.53E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f49e4e7d3e9e296bdb4bbf884643dc02/5ADB00B4/t51.2885-15/e35/25013689_1535437133216017_3396009440988626944_n.jpg,BUt7Xreg1e2,0,2017-05-30_06-08-44,"La nature est présente partout, y compris dans votre cour d’école, dans votre arrière-cour et autour de votre centre communautaire. Un de nos employés a pris cette photo pendant sa pause repas… La beauté nous entoure, il suffit d’observer! En cette Journée mondiale de l’environnement (le lundi juin), ou tout autre jour de juin, les enseignants, directeurs des programmes pour les jeunes et parents peuvent aider les jeunes à découvrir la nature qui les entoure en les amenant dehors pour un mini-Bioblitz! Tapez le lien dans notre bio pour vous inscrire!....éeMondialeDelEnvironnement é",environnementcan,[],2017-05-30T06:08:44,[],FALSE,"[""journéemondialedelenvironnemen"",""jouerdehors"",""aventures"",""insectes"",""canada150"",""canada"",""sciencecitoyenne"",""biodiversité"",""pourlanature"",""bioblitz"",""bioblitz150"",""jmecan""]",3913646610
155,10,1.53E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9bc4988c16edc8178065379872ccd7d4/5AE312E6/t51.2885-15/s1080x1080/e35/25006680_162210977726255_3838788326886735872_n.jpg,BUxSOnGAOZ3,1,2017-05-31_13-26-12,"« Une Buse de Swainson était perchée sur un piquet de clôture et mangeait sa proie (un gaufre gris) et je me suis arrêtée à bonne distance pour l’observer. Malgré mes efforts pour ne pas la déranger en utilisant un téléobjectif, la buse a arraché et avalé quelques lanières de viande de sa proie décapitée, puis elle a décidé de finir son repas à l’abri des regards et de repartir (dans un envol spectaculaire) pour trouver un endroit tranquille. Les Buses de Swainson viennent durant nos brûlages dirigés, car lorsque la fumée commence à se répandre, elles sont attirées par les souris, les campagnols et les musaraignes qui ne peuvent plus se dissimuler sous le couvert herbacé. Nous avons vu jusqu’à ou buses dans un endroit récemment brûlé. » – Kerry, équipe du Service canadien de la faune Plus de espèces (301 au dernier recensement) utilisent la Réserve nationale de faune et refuge d’oiseaux migrateurs du lac de la Dernière-Montagne pour se reproduire (180 espèces) et s’arrêter lors de la migration. Des personnes comme Kerry surveillent la production des nids de ces grandes buses dans la Réserve nationale de faune du lac de la Dernière-Montagne. Venez voir par vous-mêmes lors de nos portes ouvertes du juin , de h à h... égées égée",environnementcan,[],2017-05-31T13:26:12,[],FALSE,"[""lastmountainlake"",""saskatchewan"",""environnementcanada"",""servicecanadiendelafaune"",""airesprotégées"",""aireprotégée"",""oiseauxducanada"",""oiseauxmigrateurs"",""buse"",""oiseaudeproie"",""canada"",""faunecanadienne"",""ouestcanadien""]",3913646610
156,12,1.53E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eb032b067b29e2d8e91b94a66c481fce/5A646D7C/t50.2886-16/25026471_158970891386353_6444790623139528704_n.mp4,GraphVideo,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e642cdeaf906711d89ab10ad618af308/5A640B64/t51.2885-15/e15/25010608_135324870517332_1109106859593170944_n.jpg,BU2f-L2gY2d,0,2017-06-02_14-02-29,Êtes-vous prêts à connaître les dessous de la Journée mondiale de l’environnement? Nous vous tiendrons au courant de tout ce qui s’y passe. Surveillez nos histoires Instagram le et jun!...éeMondialeDelEnvironnement,environnementcan,[],2017-06-02T14:02:29,[],TRUE,"[""journéemondialedelenvironnemen"",""pourlanature"",""canada"",""canada150"",""environnementcanada""]",3913646610
157,7,1.53E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f16511a9759455a04d0353bc5a4b157f/5AF28C27/t51.2885-15/e35/25009552_220500845158009_3843910779761852416_n.jpg,BU9fYyWg2aw,0,2017-06-05_07-12-04,"Aujourd’hui, nous rapprochons les gens de la nature! La nature nous entoure et la Journée mondiale de l’environnement nous rappelle d’agir pour conserver et protéger notre environnement naturel. Respirons la beauté et n’oublions pas qu’en gardant notre planète en santé, nous protégeons notre propre santé.Bien que nos scientifiques découvrent encore de nouvelles espèces (on estime que des millions d’espèces sont toujours inconnues), il ne fait aucun doute que notre biodiversité est menacée – par la concurrence dans l’utilisation du territoire, la pollution, la croissance des populations et les activités humaines.Nous travaillons avec des partenaires pour conserver notre biodiversité. ...éeMondialeDelEnvironnement é",environnementcan,[],2017-06-05T07:12:04,[],FALSE,"[""journéemondialedelenvironnemen"",""pourlanature"",""canada"",""environnementcanada"",""conservationdelafaune"",""canada150"",""jmecan"",""biodiversité""]",3913646610
158,3,1.53E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3bc46bafade62b703012c6ccd63ec1f5/5AD98AFA/t51.2885-15/e35/24845971_309226346245239_8543260795847311360_n.jpg,BVFO0U9g7Ns,0,2017-06-08_07-21-12,"Il y a trente ans aujourd’hui, son Altesse Royale le prince Philip célébrait le centenaire du refuge d'oiseaux migrateurs du lac de la Dernière-Montagne. En , le lac de la Dernière-Montagne fut désigné comme aire protégée pour la conservation des oiseaux. À l'époque, c'était une décision historique et une première en Amérique du Nord. Venez nous rendre visite et constater pourquoi l'endroit fascine tant les membres de la royauté!.... égée étro",environnementcan,[],2017-06-08T07:21:12,[],FALSE,"[""conservationdelafaune"",""oiseauxmigrateurs"",""aireprotégée"",""saskatchewan"",""semaineenviro"",""princephilip"",""jeudirétro""]",3913646610
159,7,1.53E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d23d1278ac6f584b6b662075a2767e0a/5AE8CD69/t51.2885-15/e35/25012355_1017637871709389_6063122546268569600_n.jpg,BVIZ1wFADS0,0,2017-06-09_12-55-14,"Faites la connaissance de Karen et de Julie, biologistes de la conservation, et de Ryan, agent de l’autorité de la faune, à Environnement et Changement climatique Canada. Ils sont à l’île McNabs d’Halifax qui abrite l’une de plus grandes colonies d’Hirondelles rustiques de la Nouvelle-Écosse. Bien que les Hirondelles rustiques soient l’une des espèces d’oiseaux terrestres les plus répandues et les plus communes au monde, leurs populations au Canada ont connu un déclin de % depuis les années . Karen et ses collègues surveillent attentivement la reproduction et les nids des Hirondelles rustiques pour que ces insectivores aériens puissent se reproduire et élever leurs oisillons dans être dérangés par les visiteurs de l’île.",environnementcan,[],2017-06-09T12:55:14,[],FALSE,[],3913646610
160,13,1.54E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0274e404a406bed5877322f18cb110c0/5AEC2339/t51.2885-15/e35/25011717_157968424954620_3962934274973237248_n.jpg,BVQIEDPAbuJ,0,2017-06-12_12-53-50,"Afin de souligner la Semaine nationale de la fonction publique et , le Centre canadien des eaux intérieures, situé sur les rives du lac Ontario, à Burlington, présentera un événement portes ouvertes du vendredi juin au samedi juin. Plus de eitions où vous accueilleront des eerts du gouvernement du Canada qui travaillent dans les domaines de l’eau douce, des pêches, des espèces sauvages, de la recherche arctique, de l’application des lois sur la faune, des changements climatiques et de la gestion des Grands Lacs.Venez faire une visite!.....",environnementcan,[],2017-06-12T12:53:50,[],FALSE,"[""canada150"",""exposition"",""portesouvertes"",""science"",""environnementcanada"",""burlingtonontario"",""ontario"",""grandslacs"",""gouvernementducanada""]",3913646610
161,16,1.54E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/33ad99c9a3a80fb824a16685506a148c/5AEA3C4B/t51.2885-15/s1080x1080/e35/24838256_266959670495883_2513304218966687744_n.jpg,BVSlY9rAzxN,0,2017-06-13_11-48-34,"Avez-vous déjà entendu parler de la Réserve nationale de faune de l'Île Boot? L’île Boot est située dans la partie supérieure de la baie de Fundy, alors quand Andrew et Garry du Service canadien de la faune ont visité l’île pour améliorer les panneaux de signalisation, ils ont dû planifier soigneusement leur voyage pour éviter de hisser les zodiacs sur plusieurs centaines de mètres de boue. Eh oui! Le travail sur le terrain est parfois toute une aventure!.... Écosse : Garry Donaldson",environnementcan,[],2017-06-13T11:48:34,[],FALSE,"[""environnementcanada"",""servicecanadiendelafaune"",""aventures"",""nouvelleécosse"",""canada"",""snfp"",""travaildeterrain"",""fauneetflore"",""faunecanadienne""]",3913646610
162,7,1.54E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dbe3ed288d218dca2d8ae3f91da63d79/5A638E0D/t50.2886-16/24724969_1799477733405125_5032773399630315520_n.mp4,GraphVideo,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb4ee17ae676c2944c4f72698d152c3e/5A636E2D/t51.2885-15/e15/25005366_145665189420451_2463219376967385088_n.jpg,BVVDHDpgclB,0,2017-06-14_10-46-45,"Jennie est présentement à Kugluktuk au Nunavut avec des bénévoles pour le Programme de surveillance régionale et internationale des oiseaux de rivage. Ils se dirigeront ensuite vers Tree River, Back-Hermann River et Igloolik.Le Programme de surveillance régionale et internationale des oiseaux de rivage a été conçu par des biologistes et chercheurs des gouvernements du Canada et des États-Unis (Service canadien de la faune, United States Geological Survey [« Institut d'études géologiques des États-Unis »] et United States Fish and Wildlife Service [« Service de la pêche et de la faune des États-Unis »]) pour s'occuper des inquiétudes relatives aux déclins de la population des oiseaux de rivage d'abord notées dans les relevés sur la migration.....",environnementcan,[],2017-06-14T10:46:45,[],TRUE,"[""sciencearctique"",""biologistes"",""faunecanadienne"",""fauneetflore"",""conservationdelafaune"",""servicecanadiendelafaune"",""environnementcanada"",""nature"",""arctique""]",3913646610
163,11,1.54E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b3d436ac718aafab8f1ea4b554860e68/5ADDC879/t51.2885-15/e35/25013440_1898176677165523_4208370670729428992_n.jpg,BVZ5bp7A23d,0,2017-06-16_07-58-23,"Le nuage présenté sur la photo s’appelle une supercellule d’orage. Les supercellules d’orage forment un tourbillon vertical et sont presque toujours associées à des conditions de temps violent. Ces nuages ressemblent souvent à une enseigne de barbier et même, dans certains cas, à un OVNI!...étéo étéorologie êtes",environnementcan,[],2017-06-16T07:58:23,[],FALSE,"[""météo"",""météorologie"",""nuage"",""nuages"",""ciel"",""tempêtes"",""canada"",""environnementcanada""]",3913646610
164,8,1.54E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/62f0fd56d79272b9293171aaa34ab117/5AEF5024/t51.2885-15/e35/25006341_132419494091600_6275898382913372160_n.jpg,BVnYuo-FwT0,0,2017-06-21_13-41-59,"Ces photos ont été prises durant le dénombrement du Pluvier siffleur qui a lieu tous les cinq ans sur l’ensemble de son aire de répartition. Au Canada, elle comprend les prairies, les Grands Lacs, le Québec et les provinces de l’Atlantique. Dans cette série de photos, Andrew et Garry passaient la journée sur l’île de Shédiac située au large du détroit de Northumberland, au Nouveau Brunswick. Malgré que l’habitat était propice aux Pluviers siffleurs, ils n’en ont trouvé aucun. Toutefois, ils ont vu quelques Bécasseaux minuscules qui traînaient un peu partout!! ...",environnementcan,[],2017-06-21T13:41:59,[],FALSE,"[""environnementcanada"",""servicecanadiendelafaune"",""pluvier"",""pluviersiffleur"",""fauneetflore"",""faunecanadienne"",""biologistes""]",3913646610
165,18,1.54E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0887456a388cd4b098d9c638717fce7/5AF9E777/t51.2885-15/s1080x1080/e35/25010750_1953495808232045_6416096101253775360_n.jpg,BVpW-s_gCsM,3,2017-06-22_08-05-11,"Sur l’île Country, en Nouvelle-Écosse, nous menons un programme qui se déroule toute la saison et vise à protéger la colonie de Sternes de Dougall et à évaluer sa productivité. Chaque saison, une des tâches les plus ardues consiste à compter le nombre de nids actifs de sternes. Pour y parvenir, nous faisons appel à quelques personnes de plus sur l’île, car le nombre de nids et la végétation les rendent très difficile à voir!! Il faut donc que tout le monde mette la main à la pâte… et même les directeurs et les gestionnaires participent aux sorties sur le terrain! Avec des paysages aussi magnifiques, qui n’aurait pas envie de venir travailler dans cet endroit? Eh oui SCF, l’équipe des médias sociaux est verte de jalousie!.....",environnementcan,[],2017-06-22T08:05:11,[],FALSE,"[""faunecanadienne"",""fauneetflore"",""biologistes"",""servicecanadiendelafaune"",""photography"",""environnementcanada""]",3913646610
166,7,1.54E+18,,GraphSidecar,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c8120db2f74c615950d934dc218722fb/5AD972C2/t51.2885-15/e35/25016955_1987949661483931_3038220974261534720_n.jpg,BVsG6X8gW0H,0,2017-06-23_09-42-30,"Saviez-vous que la conservation des espèces menacées est un travail parfois complexe qui concerne plusieurs pays? On installe un transmetteur satellite sur cette Chevêche des terriers menacée qui se trouvait près de son nid, en Alberta, en . Le transmetteur à énergie solaire permet aux scientifiques du Service canadien de la faune et des collaborateurs du projet de suivre ses mouvements partout où elle va. Après avoir quitté son terrier en Alberta, cet oiseau a volé sur une distance de km pour aller passer l’hiver au Mexique. Au printemps , elle est revenue en Alberta nicher à moins de km du lieu de sa capture initiale. Elle a récemment été observée au Mexique par des biologistes, au même endroit où elle avait passé l’hiver l’année précédente. Nous espérons qu’elle revienne au Canada saine et sauve pour élever la nouvelle génération de chevêches. 🦉",environnementcan,[],2017-06-23T09:42:30,[],FALSE,[],3913646610
167,14,1.55E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a117dd234b916364a7dc77197a8677d5/5ADA0E40/t51.2885-15/e35/25013200_1925694534424563_5299044978092146688_n.jpg,BV222MFgqZ6,0,2017-06-27_13-53-46,"Le type de nuages montré sur la photo s’appelle un mamma. Le mamma apparaît lorsque la vapeur d’eau à haute altitude dans l’atmosphère prend la forme de diverticules. On peut les observer fréquemment (mais pas toujours) à l’enclume des orages forts, comme c’était le cas en cette journée d’été.... êtes",environnementcan,[],2017-06-27T13:53:46,[],FALSE,"[""nuage"",""nuages"",""nuagemamma"",""tempêtes""]",3913646610
168,15,1.55E+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eb1d2559c247a56a94ced33b8be38aa5/5AFAEB11/t51.2885-15/e35/25010604_146559329326827_1821535831127490560_n.jpg,BV4nDAwgdgI,0,2017-06-28_06-14-11,"Faites la connaissance de Lynne, biologiste au Service canadien de la faune. Elle admire cet amiral de Weidemeyer tout en recueillant des échantillons d’ADN qui contribueront à conserver cette espèce. L’amiral de Weidemeyer est un grand papillon que l’on retrouve au Canada uniquement dans une très petite région du sud-est de l’Alberta. Ce papillon figure sur la liste des espèces préoccupantes de la Loi sur les espèces en péril et l’on connaît peu de choses sur la population du Canada. Fait intéressant : les mâles de l’espèce sont territoriaux – ils patrouillent et défendent leur habitat contre tous les intrus.....",environnementcan,[],2017-06-28T06:14:11,[],FALSE,"[""papillons"",""faunecanadienne"",""biologistes"",""fauneetflore"",""insectes"",""science"",""scientifiques"",""environnementcanada"",""environnementcan""]",3913646610
