,Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
865,865,10155816151902888_10155817507807888,377625007887_10155816151902888,,2017-10-26 09:56:17,0,0,0,0,0,0,0,0,Guillaume Martel,[],[],Guillaume Martel,"['Guillaume', 'Martel']","[u'guillaum', u'martel']",Guillaume Martel
866,866,10155816151902888_10155817516362888,377625007887_10155816151902888,,2017-10-26 10:01:32,1,1,0,0,0,0,0,0,Dominic Thuot Patrice Charette vos truck ahahahhaahah,[],[],Dominic Thuot Patrice Charette vos truck ahahahhaahah,"['Dominic', 'Thuot', 'Patrice', 'Charette', 'vos', 'truck', 'ahahahhaahah']","[u'domin', u'thuot', u'patric', u'charett', u'vos', u'truck', u'ahahahhaahah']",Dominic Thuot Patrice Charette vos truck ahahahhaahah
867,867,10155816151902888_10155817596797888,377625007887_10155816151902888,10155816151902888_10155817516362888,2017-10-26 10:41:23,1,1,0,0,0,0,0,0,En se promenant dans un ford... normal c est le monde qui les ouvrent pour sauter🤣🤣 Julie Lapierre,[],[],En se promenant dans un ford normal est le monde qui les ouvrent pour Julie Lapierre,"['En', 'se', 'promenant', 'dans', 'un', 'ford', 'normal', 'est', 'le', 'monde', 'qui', 'les', 'ouvrent', 'pour', 'Julie', 'Lapierre']","['en', 'se', u'promen', u'dan', 'un', u'ford', u'normal', u'est', 'le', u'mond', u'qui', u'les', u'ouvrent', u'pour', u'juli', u'lapierr']",En se promenant dans un ford... normal c est le monde qui les ouvrent pour sauter🤣🤣 Julie Lapierre
868,868,10155816151902888_10155817727247888,377625007887_10155816151902888,10155816151902888_10155817516362888,2017-10-26 11:31:27,0,0,0,0,0,0,0,0,Loll,[],[],Loll,['Loll'],[u'loll'],Loll
869,869,10155816151902888_10155817524667888,377625007887_10155816151902888,,2017-10-26 10:06:57,0,0,0,0,0,0,0,0,Maxime Parenteau,[],[],Maxime Parenteau,"['Maxime', 'Parenteau']","[u'maxim', u'parenteau']",Maxime Parenteau
870,870,10155816151902888_10155817559142888,377625007887_10155816151902888,10155816151902888_10155817524667888,2017-10-26 10:25:01,0,0,0,0,0,0,0,0,Tbnk,[],[],Tbnk,['Tbnk'],[u'tbnk'],Tbnk😑😑
871,871,10155816151902888_10155817560097888,377625007887_10155816151902888,10155816151902888_10155817524667888,2017-10-26 10:25:46,0,0,0,0,0,0,0,0,Ouinnnn :/,[],[],Ouinnnn,['Ouinnnn'],[u'ouinnnn'],Ouinnnn :/
872,872,10155816151902888_10155817528242888,377625007887_10155816151902888,,2017-10-26 10:09:22,0,0,0,0,0,0,0,0,Joey Nash ton chien va tomber en bas,[],[],Joey Nash ton chien va tomber en bas,"['Joey', 'Nash', 'ton', 'chien', 'va', 'tomber', 'en', 'bas']","[u'joey', u'nash', u'ton', u'chien', 'va', u'tomber', 'en', u'bas']",Joey Nash ton chien va tomber en bas
873,873,10155816151902888_10155817661762888,377625007887_10155816151902888,10155816151902888_10155817528242888,2017-10-26 11:10:07,0,0,0,0,0,0,0,0,Ahahaha,[],[],Ahahaha,['Ahahaha'],[u'ahahaha'],Ahahaha 😂😂
874,874,10155816151902888_10155817541707888,377625007887_10155816151902888,,2017-10-26 10:15:02,0,0,0,0,0,0,0,0,produit made in américa,[],[],produit made rica,"['produit', 'made', 'rica']","[u'produit', u'made', u'rica']",produit made in américa
875,875,10155816151902888_10155817544057888,377625007887_10155816151902888,,2017-10-26 10:15:49,1,0,0,0,1,0,0,0,Frederic Tetreault,[],[],Frederic Tetreault,"['Frederic', 'Tetreault']","[u'freder', u'tetreault']",Frederic Tetreault
876,876,10155816151902888_10155817734507888,377625007887_10155816151902888,10155816151902888_10155817544057888,2017-10-26 11:33:57,2,2,0,0,0,0,0,0,Jlai ai fait changer l’hiver passée pass qui gelait 🤣,[],[],Jlai ai fait changer hiver pass qui gelait,"['Jlai', 'ai', 'fait', 'changer', 'hiver', 'pass', 'qui', 'gelait']","[u'jlai', 'ai', u'fait', u'changer', u'hiver', u'pass', u'qui', u'gelait']",Jlai ai fait changer l’hiver passée pass qui gelait 🤣
877,877,10155816151902888_10155817547057888,377625007887_10155816151902888,,2017-10-26 10:18:13,0,0,0,0,0,0,0,0,un produit made in américa,[],[],un produit made rica,"['un', 'produit', 'made', 'rica']","['un', u'produit', u'made', u'rica']",un produit made in américa
878,878,10155816151902888_10155817556812888,377625007887_10155816151902888,,2017-10-26 10:23:50,0,0,0,0,0,0,0,0,J-s J.s. Maheu,[],[],Maheu,['Maheu'],[u'maheu'],J-s J.s. Maheu
879,879,10155816151902888_10155817558957888,377625007887_10155816151902888,,2017-10-26 10:24:55,1,1,0,0,0,0,0,0,David Legault ca bien un ford,[],[],David Legault ca bien un ford,"['David', 'Legault', 'ca', 'bien', 'un', 'ford']","[u'david', u'legault', 'ca', u'bien', 'un', u'ford']",David Legault ca bien un ford xd
880,880,10155816151902888_10155817597332888,377625007887_10155816151902888,10155816151902888_10155817558957888,2017-10-26 10:41:47,0,0,0,0,0,0,0,0,Pas dangereux pentout......,[],[],dangereux pentout,"['dangereux', 'pentout']","[u'dangereux', u'pentout']",Pas dangereux pentout......
881,881,10155816151902888_10155817661862888,377625007887_10155816151902888,10155816151902888_10155817558957888,2017-10-26 11:10:09,0,0,0,0,0,0,0,0,El doua,[],[],El doua,"['El', 'doua']","['el', u'doua']",El doua
882,882,10155816151902888_10155817560002888,377625007887_10155816151902888,,2017-10-26 10:25:39,0,0,0,0,0,0,0,0,Danny Lariviere,[],[],Danny Lariviere,"['Danny', 'Lariviere']","[u'danni', u'larivier']",Danny Lariviere
883,883,10155816151902888_10155817568267888,377625007887_10155816151902888,,2017-10-26 10:28:34,0,0,0,0,0,0,0,0,Mike Hovington,[],[],Mike Hovington,"['Mike', 'Hovington']","[u'mike', u'hovington']",Mike Hovington
884,884,10155816151902888_10155817600932888,377625007887_10155816151902888,10155816151902888_10155817568267888,2017-10-26 10:44:16,0,0,0,0,0,0,0,0,C pour les demi porte,[],[],les demi porte,"['les', 'demi', 'porte']","[u'les', u'demi', u'port']",C pour les demi porte
885,885,10155816151902888_10155817568917888,377625007887_10155816151902888,,2017-10-26 10:28:59,0,0,0,0,0,0,0,0,Samuel Brousseau pour ton père,[],[],Samuel Brousseau pour ton,"['Samuel', 'Brousseau', 'pour', 'ton']","[u'samuel', u'brousseau', u'pour', u'ton']",Samuel Brousseau pour ton père
886,886,10155816151902888_10155817590287888,377625007887_10155816151902888,10155816151902888_10155817568917888,2017-10-26 10:37:26,1,1,0,0,0,0,0,0,Ma lui envoyer!,[],[],envoyer,['envoyer'],[u'envoy'],Ma lui envoyer!
887,887,10155816151902888_10155817699097888,377625007887_10155816151902888,10155816151902888_10155817568917888,2017-10-26 11:21:48,0,0,0,0,0,0,0,0,"Samuel Brousseau Jai eu le meme sur mon char (le rapelle) et j'ai jamais eu de probleme, ton père a pas besoin de se presser la! le concessionnaire on jamais eu de commentaire non plus, le pire qui s'est Passer Cest Que la porte ouvrait pu pas le contraire",[],[],Samuel Brousseau Jai eu le meme sur mon char le rapelle et ai jamais eu de probleme ton pas besoin de se presser la le concessionnaire jamais eu de commentaire non plus le pire qui est Passer Cest Que la porte ouvrait pu pas le contraire,"['Samuel', 'Brousseau', 'Jai', 'eu', 'le', 'meme', 'sur', 'mon', 'char', 'le', 'rapelle', 'et', 'ai', 'jamais', 'eu', 'de', 'probleme', 'ton', 'pas', 'besoin', 'de', 'se', 'presser', 'la', 'le', 'concessionnaire', 'jamais', 'eu', 'de', 'commentaire', 'non', 'plus', 'le', 'pire', 'qui', 'est', 'Passer', 'Cest', 'Que', 'la', 'porte', 'ouvrait', 'pu', 'pas', 'le', 'contraire']","[u'samuel', u'brousseau', u'jai', 'eu', 'le', u'meme', u'sur', u'mon', u'char', 'le', u'rapell', 'et', 'ai', u'jamai', 'eu', 'de', u'problem', u'ton', u'pas', u'besoin', 'de', 'se', u'presser', 'la', 'le', u'concessionnair', u'jamai', 'eu', 'de', u'commentair', u'non', u'plus', 'le', u'pire', u'qui', u'est', u'passer', u'cest', u'que', 'la', u'port', u'ouvrait', 'pu', u'pas', 'le', u'contrair']","Samuel Brousseau Jai eu le meme sur mon char (le rapelle) et j'ai jamais eu de probleme, ton père a pas besoin de se presser la! 😅 le concessionnaire on jamais eu de commentaire non plus, le pire qui s'est Passer Cest Que la porte ouvrait pu pas le contraire 😅😛"
888,888,10155816151902888_10155817712627888,377625007887_10155816151902888,10155816151902888_10155817568917888,2017-10-26 11:26:00,1,1,0,0,0,0,0,0,Meme l'ostie de gros rappel sur GM j'etais pas pressée moi,[],[],Meme ostie de gros rappel sur GM etais pas moi,"['Meme', 'ostie', 'de', 'gros', 'rappel', 'sur', 'GM', 'etais', 'pas', 'moi']","[u'meme', u'osti', 'de', u'gros', u'rappel', u'sur', 'gm', u'etai', u'pas', u'moi']",Meme l'ostie de gros rappel sur GM j'etais pas pressée moi😅
889,889,10155816151902888_10155817768797888,377625007887_10155816151902888,10155816151902888_10155817568917888,2017-10-26 11:45:11,0,0,0,0,0,0,0,0,hahaha legerement plus dangereux par contre si ya un vrai probleme! hahah,[],[],hahaha legerement plus dangereux contre si ya vrai probleme hahah,"['hahaha', 'legerement', 'plus', 'dangereux', 'contre', 'si', 'ya', 'vrai', 'probleme', 'hahah']","[u'hahaha', u'leger', u'plus', u'dangereux', u'contr', 'si', 'ya', u'vrai', u'problem', u'hahah']",hahaha legerement plus dangereux par contre si ya un vrai probleme! hahah
890,890,10155816151902888_10155817578687888,377625007887_10155816151902888,,2017-10-26 10:31:06,0,0,0,0,0,0,0,0,Nicolas Guerin,[],[],Nicolas Guerin,"['Nicolas', 'Guerin']","[u'nicola', u'guerin']",Nicolas Guerin
891,891,10155816151902888_10155817586727888,377625007887_10155816151902888,10155816151902888_10155817578687888,2017-10-26 10:34:52,0,0,0,0,0,0,0,0,Pas la bonne annee son f150 mais le pere a Kevin Bertoldi oui haha,[],[],Pas la bonne annee son f150 mais le pere Kevin Bertoldi oui haha,"['Pas', 'la', 'bonne', 'annee', 'son', 'f150', 'mais', 'le', 'pere', 'Kevin', 'Bertoldi', 'oui', 'haha']","[u'pas', 'la', u'bonn', u'anne', u'son', u'f150', u'mai', 'le', u'pere', u'kevin', u'bertoldi', u'oui', u'haha']",Pas la bonne annee son f150 mais le pere a Kevin Bertoldi oui haha
892,892,10155816151902888_10155817587147888,377625007887_10155816151902888,,2017-10-26 10:35:03,0,0,0,0,0,0,0,0,Christopher Baril ??,[],[],Christopher Baril,"['Christopher', 'Baril']","[u'christoph', u'baril']",Christopher Baril ??
893,893,10155816151902888_10155817690902888,377625007887_10155816151902888,10155816151902888_10155817587147888,2017-10-26 11:19:07,0,0,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],2017
894,894,10155816151902888_10155817724687888,377625007887_10155816151902888,10155816151902888_10155817587147888,2017-10-26 11:30:26,0,0,0,0,0,0,0,0,-2017,[],[],2017,['2017'],[u'2017'],2015-2017
895,895,10155816151902888_10155817726032888,377625007887_10155816151902888,10155816151902888_10155817587147888,2017-10-26 11:30:54,0,0,0,0,0,0,0,0,[[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'], [[PHOTO]]
896,896,10155816151902888_10155817589452888,377625007887_10155816151902888,,2017-10-26 10:36:44,0,0,0,0,0,0,0,0,Eric Blais,[],[],Eric Blais,"['Eric', 'Blais']","[u'eric', u'blai']",Eric Blais
897,897,10155816151902888_10155817590817888,377625007887_10155816151902888,,2017-10-26 10:37:53,0,0,0,0,0,0,0,0,Gaston Berube Thérèse Turcotte Jean-philippe Berube toyota faire toujours mieux,[],[],Gaston Berube se Turcotte Jean philippe Berube toyota faire toujours mieux,"['Gaston', 'Berube', 'se', 'Turcotte', 'Jean', 'philippe', 'Berube', 'toyota', 'faire', 'toujours', 'mieux']","[u'gaston', u'berub', 'se', u'turcott', u'jean', u'philipp', u'berub', u'toyota', u'fair', u'toujour', u'mieux']",Gaston Berube Thérèse Turcotte Jean-philippe Berube toyota faire toujours mieux 😉
898,898,10155816151902888_10155817598687888,377625007887_10155816151902888,,2017-10-26 10:42:35,0,0,0,0,0,0,0,0,Samuel Senecal,[],[],Samuel Senecal,"['Samuel', 'Senecal']","[u'samuel', u'senec']",Samuel Senecal
899,899,10155816151902888_10155817604122888,377625007887_10155816151902888,,2017-10-26 10:46:36,0,0,0,0,0,0,0,0,Alexandre Dumont Jacob,[],[],Alexandre Dumont Jacob,"['Alexandre', 'Dumont', 'Jacob']","[u'alexandr', u'dumont', u'jacob']",Alexandre Dumont Jacob
900,900,10155816151902888_10155817615867888,377625007887_10155816151902888,,2017-10-26 10:52:54,0,0,0,0,0,0,0,0,Keven Ouellet,[],[],Keven Ouellet,"['Keven', 'Ouellet']","[u'keven', u'ouellet']",Keven Ouellet
901,901,10155816151902888_10155817616577888,377625007887_10155816151902888,,2017-10-26 10:53:14,0,0,0,0,0,0,0,0,Roger Bedard,[],[],Roger Bedard,"['Roger', 'Bedard']","[u'roger', u'bedard']",Roger Bedard
902,902,10155816151902888_10155817624177888,377625007887_10155816151902888,,2017-10-26 10:56:08,1,1,0,0,0,0,0,0,Jérome Audette,[],[],rome Audette,"['rome', 'Audette']","[u'rome', u'audett']",Jérome Audette
903,903,10155816151902888_10155819791217888,377625007887_10155816151902888,10155816151902888_10155817624177888,2017-10-27 05:58:54,0,0,0,0,0,0,0,0,Damnnn,[],[],Damnnn,['Damnnn'],[u'damnnn'],Damnnn 😬😂😂
904,904,10155816151902888_10155817630352888,377625007887_10155816151902888,,2017-10-26 10:59:00,0,0,0,0,0,0,0,0,Carl Michka hahahahHH,[],[],Carl Michka hahahahHH,"['Carl', 'Michka', 'hahahahHH']","[u'carl', u'michka', u'hahahahhh']",Carl Michka hahahahHH
905,905,10155816151902888_10155817728927888,377625007887_10155816151902888,10155816151902888_10155817630352888,2017-10-26 11:31:57,0,0,0,0,0,0,0,0,ses des connerie sa,[],[],connerie,['connerie'],[u'conneri'],ses des connerie sa 😉
906,906,10155816151902888_10155817635497888,377625007887_10155816151902888,,2017-10-26 11:01:26,1,1,0,0,0,0,0,0,Nicolas Martel javais raison ce pas normal,[],[],Nicolas Martel javais raison normal,"['Nicolas', 'Martel', 'javais', 'raison', 'normal']","[u'nicola', u'martel', u'javai', u'raison', u'normal']",Nicolas Martel javais raison ce pas normal
907,907,10155816151902888_10155817651577888,377625007887_10155816151902888,,2017-10-26 11:07:09,0,0,0,0,0,0,0,0,Merci,[],[],Merci,['Merci'],[u'merci'],Merci
908,908,10155816151902888_10155817652602888,377625007887_10155816151902888,,2017-10-26 11:07:28,2,1,0,0,1,0,0,0,Guillaume Charbonneau Philippe Dalpé ça confirme vos hypothèses sur les Ford tout ça,[],[],Guillaume Charbonneau Philippe confirme vos ses sur les Ford tout,"['Guillaume', 'Charbonneau', 'Philippe', 'confirme', 'vos', 'ses', 'sur', 'les', 'Ford', 'tout']","[u'guillaum', u'charbonneau', u'philipp', u'confirm', u'vos', u'ses', u'sur', u'les', u'ford', u'tout']",Guillaume Charbonneau Philippe Dalpé ça confirme vos hypothèses sur les Ford tout ça 😂
909,909,10155816151902888_10155817655447888,377625007887_10155816151902888,,2017-10-26 11:08:21,0,0,0,0,0,0,0,0,Max Bahler,[],[],Max Bahler,"['Max', 'Bahler']","[u'max', u'bahler']",Max Bahler
910,910,10155816151902888_10155817658557888,377625007887_10155816151902888,,2017-10-26 11:09:03,0,0,0,0,0,0,0,0,Pierre-luc Gélinas,[],[],Pierre luc linas,"['Pierre', 'luc', 'linas']","[u'pierr', u'luc', u'lina']",Pierre-luc Gélinas
911,911,10155816151902888_10155817671502888,377625007887_10155816151902888,,2017-10-26 11:12:22,1,1,0,0,0,0,0,0,Anthony Béland sa doit pas etre bin bin dangereux passer kmh le truck y lache,[],[],Anthony land sa doit pas etre bin bin dangereux passer kmh le truck lache,"['Anthony', 'land', 'sa', 'doit', 'pas', 'etre', 'bin', 'bin', 'dangereux', 'passer', 'kmh', 'le', 'truck', 'lache']","[u'anthoni', u'land', 'sa', u'doit', u'pas', u'etr', u'bin', u'bin', u'dangereux', u'passer', u'kmh', 'le', u'truck', u'lach']",Anthony Béland sa doit pas etre bin bin dangereux passer 40kmh le truck y lache
912,912,10155816151902888_10155817674392888,377625007887_10155816151902888,,2017-10-26 11:13:16,1,1,0,0,0,0,0,0,Effectivement! S'pas comme si tu pouvais fsire d'la vitesse,[],[],Effectivement comme si pouvais fsire vitesse,"['Effectivement', 'comme', 'si', 'pouvais', 'fsire', 'vitesse']","[u'effectiv', u'comm', 'si', u'pouvai', u'fsire', u'vitess']",Effectivement! S'pas comme si tu pouvais fsire d'la vitesse
913,913,10155816151902888_10155817676432888,377625007887_10155816151902888,,2017-10-26 11:14:06,0,0,0,0,0,0,0,0,Maxime Séguin,[],[],Maxime guin,"['Maxime', 'guin']","[u'maxim', u'guin']",Maxime Séguin
914,914,10155816151902888_10155817679462888,377625007887_10155816151902888,,2017-10-26 11:15:04,0,0,0,0,0,0,0,0,Jean Bédard,[],[],Jean dard,"['Jean', 'dard']","[u'jean', u'dard']",Jean Bédard
915,915,10155816151902888_10155817679582888,377625007887_10155816151902888,,2017-10-26 11:15:10,0,0,0,0,0,0,0,0,François-Alexis Légaré,[],[],ois Alexis,"['ois', 'Alexis']","[u'oi', u'alexi']",François-Alexis Légaré
916,916,10155816151902888_10155817704062888,377625007887_10155816151902888,,2017-10-26 11:23:14,0,0,0,0,0,0,0,0,Hubert Paradis-Gaudet,[],[],Hubert Paradis Gaudet,"['Hubert', 'Paradis', 'Gaudet']","[u'hubert', u'paradi', u'gaudet']",Hubert Paradis-Gaudet
917,917,10155816151902888_10155817705752888,377625007887_10155816151902888,,2017-10-26 11:23:48,0,0,0,0,0,0,0,0,Guillaume Lebreux,[],[],Guillaume Lebreux,"['Guillaume', 'Lebreux']","[u'guillaum', u'lebreux']",Guillaume Lebreux
918,918,10155816151902888_10155817716582888,377625007887_10155816151902888,,2017-10-26 11:27:24,0,0,0,0,0,0,0,0,Maxim Richard,[],[],Maxim Richard,"['Maxim', 'Richard']","[u'maxim', u'richard']",Maxim Richard
919,919,10155816151902888_10155817717277888,377625007887_10155816151902888,,2017-10-26 11:27:40,0,0,0,0,0,0,0,0,Jean Richard,[],[],Jean Richard,"['Jean', 'Richard']","[u'jean', u'richard']",Jean Richard
920,920,10155816151902888_10155817719397888,377625007887_10155816151902888,,2017-10-26 11:28:32,0,0,0,0,0,0,0,0,Ces deja mieu qu'un barillet dignition qui fuck,[],[],deja mieu barillet dignition fuck,"['deja', 'mieu', 'barillet', 'dignition', 'fuck']","[u'deja', u'mieu', u'barillet', u'dignit', u'fuck']",Ces deja mieu qu'un barillet dignition qui fuck😂
921,921,10155816151902888_10155817727192888,377625007887_10155816151902888,,2017-10-26 11:31:25,0,0,0,0,0,0,0,0,"Keven Grandbois , je sais pas si le tiens est dans les années visées ! Au cas où , binder sur t’es portes ! 🤙",[],[],Keven Grandbois je sais pas si le tiens est dans les es es Au cas binder sur es portes,"['Keven', 'Grandbois', 'je', 'sais', 'pas', 'si', 'le', 'tiens', 'est', 'dans', 'les', 'es', 'es', 'Au', 'cas', 'binder', 'sur', 'es', 'portes']","[u'keven', u'grandboi', 'je', u'sai', u'pas', 'si', 'le', u'tien', u'est', u'dan', u'les', 'es', 'es', 'au', u'cas', u'binder', u'sur', 'es', u'port']","Keven Grandbois , je sais pas si le tiens est dans les années visées ! Au cas où , binder sur t’es portes ! 🤙🏻😂"
922,922,10155816151902888_10155817755867888,377625007887_10155816151902888,10155816151902888_10155817727192888,2017-10-26 11:40:59,1,1,0,0,0,0,0,0,hahahahah m’as aller m’en avheter loll,[],[],hahahahah aller en avheter loll,"['hahahahah', 'aller', 'en', 'avheter', 'loll']","[u'hahahahah', u'aller', 'en', u'avhet', u'loll']",hahahahah m’as aller m’en avheter loll
923,923,10155816151902888_10155817730242888,377625007887_10155816151902888,,2017-10-26 11:32:30,0,0,0,0,0,0,0,0,Jonathan John Magny,[],[],Jonathan John Magny,"['Jonathan', 'John', 'Magny']","[u'jonathan', u'john', u'magni']",Jonathan John Magny
924,924,10155816151902888_10155817731272888,377625007887_10155816151902888,10155816151902888_10155817730242888,2017-10-26 11:32:58,0,0,0,0,0,0,0,0,Le mien stun,[],[],mien stun,"['mien', 'stun']","[u'mien', u'stun']",Le mien stun 2016😘
925,925,10155816151902888_10155817736342888,377625007887_10155816151902888,10155816151902888_10155817730242888,2017-10-26 11:34:22,0,0,0,0,0,0,0,0,Daccord petit poussin,[],[],Daccord petit poussin,"['Daccord', 'petit', 'poussin']","[u'daccord', u'petit', u'poussin']",Daccord petit poussin 🐣
926,926,10155816151902888_10155817734287888,377625007887_10155816151902888,,2017-10-26 11:33:52,0,0,0,0,0,0,0,0,Doris Lehoux pierre,[],[],Doris Lehoux pierre,"['Doris', 'Lehoux', 'pierre']","[u'dori', u'lehoux', u'pierr']",Doris Lehoux pierre
927,927,10155816151902888_10155817756412888,377625007887_10155816151902888,,2017-10-26 11:41:05,0,0,0,0,0,0,0,0,François-Alexis Légaré,[],[],ois Alexis,"['ois', 'Alexis']","[u'oi', u'alexi']",François-Alexis Légaré
928,928,10155816151902888_10155817963962888,377625007887_10155816151902888,10155816151902888_10155817756412888,2017-10-26 13:11:33,0,0,0,0,0,0,0,0,Moisi,[],[],Moisi,['Moisi'],[u'moisi'],Moisi
929,929,10155816151902888_10155817965767888,377625007887_10155816151902888,10155816151902888_10155817756412888,2017-10-26 13:12:24,0,0,0,0,0,0,0,0,Ouin... mais toi les portes ouvre pour une tout autre raison!!!!,[],[],Ouin les portes ouvre tout autre raison,"['Ouin', 'les', 'portes', 'ouvre', 'tout', 'autre', 'raison']","[u'ouin', u'les', u'port', u'ouvr', u'tout', u'autr', u'raison']",Ouin... mais toi les portes ouvre pour une tout autre raison!!!!😂😂😂😂
930,930,10155816151902888_10155818616822888,377625007887_10155816151902888,10155816151902888_10155817756412888,2017-10-26 18:45:16,0,0,0,0,0,0,0,0,Ahhah,[],[],Ahhah,['Ahhah'],[u'ahhah'],Ahhah
931,931,10155816151902888_10155817772422888,377625007887_10155816151902888,,2017-10-26 11:46:06,1,1,0,0,0,0,0,0,C’est bon les fords! Pascal Nadeau,[],[],est bon les fords Pascal Nadeau,"['est', 'bon', 'les', 'fords', 'Pascal', 'Nadeau']","[u'est', u'bon', u'les', u'ford', u'pascal', u'nadeau']",C’est bon les fords! Pascal Nadeau
932,932,10155816151902888_10155817781842888,377625007887_10155816151902888,,2017-10-26 11:48:47,0,0,0,0,0,0,0,0,Kathy McCarthy fordddddddd,[],[],Kathy McCarthy fordddddddd,"['Kathy', 'McCarthy', 'fordddddddd']","[u'kathi', u'mccarthi', u'fordddddddd']",Kathy McCarthy fordddddddd
933,933,10155816151902888_10155818582737888,377625007887_10155816151902888,10155816151902888_10155817781842888,2017-10-26 18:22:47,0,0,0,0,0,0,0,0,Merci Clément pour l'information,[],[],Merci ment pour information,"['Merci', 'ment', 'pour', 'information']","[u'merci', u'ment', u'pour', u'inform']",Merci Clément pour l'information
934,934,10155816151902888_10155817792182888,377625007887_10155816151902888,,2017-10-26 11:51:48,0,0,0,0,0,0,0,0,Emmanuel Leblanc Yvanoe Jr Leblanc Jean-gabriel Leblanc,[],[],Emmanuel Leblanc Yvanoe Jr Leblanc Jean gabriel Leblanc,"['Emmanuel', 'Leblanc', 'Yvanoe', 'Jr', 'Leblanc', 'Jean', 'gabriel', 'Leblanc']","[u'emmanuel', u'leblanc', u'yvano', 'jr', u'leblanc', u'jean', u'gabriel', u'leblanc']",Emmanuel Leblanc Yvanoe Jr Leblanc Jean-gabriel Leblanc
935,935,10155816151902888_10155818106427888,377625007887_10155816151902888,10155816151902888_10155817792182888,2017-10-26 14:17:01,0,0,0,0,0,0,0,0,Juste pour Jean-gabriel Leblanc,[],[],Juste Jean gabriel Leblanc,"['Juste', 'Jean', 'gabriel', 'Leblanc']","[u'just', u'jean', u'gabriel', u'leblanc']",Juste pour Jean-gabriel Leblanc 😂
936,936,10155816151902888_10155818124887888,377625007887_10155816151902888,10155816151902888_10155817792182888,2017-10-26 14:21:20,0,0,0,0,0,0,0,0,Emmanuel Leblanc ye bin vieux ton Ford,[],[],Emmanuel Leblanc ye bin vieux Ford,"['Emmanuel', 'Leblanc', 'ye', 'bin', 'vieux', 'Ford']","[u'emmanuel', u'leblanc', 'ye', u'bin', u'vieux', u'ford']",Emmanuel Leblanc ye bin vieux ton Ford
937,937,10155816151902888_10155818126062888,377625007887_10155816151902888,10155816151902888_10155817792182888,2017-10-26 14:21:55,0,0,0,0,0,0,0,0,On est pas tout plein de $$$ lol,[],[],tout plein lol,"['tout', 'plein', 'lol']","[u'tout', u'plein', u'lol']",On est pas tout plein de $$$ lol
938,938,10155816151902888_10155817804972888,377625007887_10155816151902888,,2017-10-26 11:55:41,1,1,0,0,0,0,0,0,William Hébert-Gravel,[],[],William bert Gravel,"['William', 'bert', 'Gravel']","[u'william', u'bert', u'gravel']",William Hébert-Gravel
939,939,10155816151902888_10155817842752888,377625007887_10155816151902888,10155816151902888_10155817804972888,2017-10-26 12:09:37,0,0,0,0,0,0,0,0,C normal ca !,[],[],normal ca,"['normal', 'ca']","[u'normal', 'ca']",C normal ca !
940,940,10155816151902888_10155817843757888,377625007887_10155816151902888,10155816151902888_10155817804972888,2017-10-26 12:10:01,0,0,0,0,0,0,0,0,Sinon il serait parfait sa prent bin un défaut en,[],[],Sinon il serait parfait sa prent bin un faut en,"['Sinon', 'il', 'serait', 'parfait', 'sa', 'prent', 'bin', 'un', 'faut', 'en']","[u'sinon', 'il', u'serait', u'parfait', 'sa', u'prent', u'bin', 'un', u'faut', 'en']",Sinon il serait parfait sa prent bin un défaut en
941,941,10155816151902888_10155817815337888,377625007887_10155816151902888,,2017-10-26 11:58:53,0,0,0,0,0,0,0,0,William Harrisson pour que t’es aime encore plus,[],[],William Harrisson pour que es aime encore plus,"['William', 'Harrisson', 'pour', 'que', 'es', 'aime', 'encore', 'plus']","[u'william', u'harrisson', u'pour', u'que', 'es', u'aim', u'encor', u'plus']",William Harrisson pour que t’es aime encore plus
942,942,10155816151902888_10155817859337888,377625007887_10155816151902888,10155816151902888_10155817815337888,2017-10-26 12:20:31,0,0,0,0,0,0,0,0,Grosse siboire de cochonerie,[],[],Grosse siboire cochonerie,"['Grosse', 'siboire', 'cochonerie']","[u'gross', u'siboir', u'cochoneri']",Grosse siboire de cochonerie
943,943,10155816151902888_10155817833797888,377625007887_10155816151902888,,2017-10-26 12:05:01,1,1,0,0,0,0,0,0,Marc-André Letang,[],[],Marc Letang,"['Marc', 'Letang']","[u'marc', u'letang']",Marc-André Letang
944,944,10155816151902888_10155817838827888,377625007887_10155816151902888,10155816151902888_10155817833797888,2017-10-26 12:07:36,1,1,0,0,0,0,0,0,Ouien. Je vais y voir. Merci,[],[],Ouien vais voir Merci,"['Ouien', 'vais', 'voir', 'Merci']","[u'ouien', u'vai', u'voir', u'merci']",Ouien. Je vais y voir. Merci
945,945,10155816151902888_10155817841807888,377625007887_10155816151902888,10155816151902888_10155817833797888,2017-10-26 12:09:10,0,0,0,0,0,0,0,0,Vive l es Ford lol,[],[],Vive Ford lol,"['Vive', 'Ford', 'lol']","[u'vive', u'ford', u'lol']",Vive l es Ford lol
946,946,10155816151902888_10155817845727888,377625007887_10155816151902888,10155816151902888_10155817833797888,2017-10-26 12:11:17,1,1,0,0,0,0,0,0,J'ai pas encore de probleme !,[],[],encore probleme,"['encore', 'probleme']","[u'encor', u'problem']",J'ai pas encore de probleme !
