,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
147,147,147,10156111964217975_10156114209572975,401846167974_10156111964217975,10156111964217975_10156114200697975,2017-12-22 13:55:16,0,0,0,0,0,0,0,0,Wrong year model and size bud lol,[],[],Wrong year model size bud lol,"['Wrong', 'year', 'model', 'size', 'bud', 'lol']","[u'wrong', u'year', u'model', u'size', u'bud', u'lol']",Wrong year model and size bud lol,0.15000000000000002,Neutral
148,148,148,10156111964217975_10156114216027975,401846167974_10156111964217975,,2017-12-22 13:59:19,1,0,0,1,0,0,0,0,Alex Curtis,[],[],Alex Curtis,"['Alex', 'Curtis']","[u'alex', u'curti']",Alex Curtis,0.0,Neutral
149,149,149,10156111964217975_10156114218117975,401846167974_10156111964217975,,2017-12-22 14:00:31,1,0,1,0,0,0,0,0,Carling Metsala,[],[],Carling Metsala,"['Carling', 'Metsala']","[u'carl', u'metsala']",Carling Metsala,0.0,Neutral
150,150,150,10156111964217975_10156114275452975,401846167974_10156111964217975,,2017-12-22 14:20:45,0,0,0,0,0,0,0,0,Jon Losier,[],[],Jon Losier,"['Jon', 'Losier']","[u'jon', u'losier']",Jon Losier,0.0,Neutral
151,151,151,10156111964217975_10156114321237975,401846167974_10156111964217975,10156111964217975_10156114275452975,2017-12-22 14:42:09,0,0,0,0,0,0,0,0,Wonder if is affected,[],[],Wonder affected,"['Wonder', 'affected']","[u'wonder', u'affect']",Wonder if 2018 is affected,0.0,Neutral
152,152,152,10156111964217975_10156114321832975,401846167974_10156111964217975,10156111964217975_10156114275452975,2017-12-22 14:42:23,0,0,0,0,0,0,0,0,Cody Greer,[],[],Cody Greer,"['Cody', 'Greer']","[u'codi', u'greer']",Cody Greer,0.0,Neutral
153,153,153,10156111964217975_10156114298852975,401846167974_10156111964217975,,2017-12-22 14:31:32,0,0,0,0,0,0,0,0,Joshua Franssen,[],[],Joshua Franssen,"['Joshua', 'Franssen']","[u'joshua', u'franssen']",Joshua Franssen,0.0,Neutral
154,154,154,10156111964217975_10156114317982975,401846167974_10156111964217975,,2017-12-22 14:41:04,0,0,0,0,0,0,0,0,Any affected?,[],[],affected,['affected'],[u'affect'],Any 2016 affected?,0.0,Neutral
155,155,155,10156111964217975_10156114344157975,401846167974_10156111964217975,,2017-12-22 14:52:26,0,0,0,0,0,0,0,0,Zack Caza urs ?,[],[],Zack Caza urs,"['Zack', 'Caza', 'urs']","[u'zack', u'caza', u'ur']",Zack Caza urs 17?,0.0,Neutral
156,156,156,10156111964217975_10156114557847975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 16:25:32,0,0,0,0,0,0,0,0,Nope,[],[],Nope,['Nope'],[u'nope'],Nope 2016,0.0,Neutral
157,157,157,10156111964217975_10156114608022975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 16:42:11,0,0,0,0,0,0,0,0,Good to go,[],[],Good go,"['Good', 'go']","[u'good', 'go']",Good to go,0.7,Positive
158,158,158,10156111964217975_10156114683257975,401846167974_10156111964217975,10156111964217975_10156114344157975,2017-12-22 17:09:41,0,0,0,0,0,0,0,0,Not yet lol,[],[],yet lol,"['yet', 'lol']","[u'yet', u'lol']",Not yet lol,0.8,Positive
159,159,159,10156111964217975_10156114385132975,401846167974_10156111964217975,,2017-12-22 15:13:32,0,0,0,0,0,0,0,0,Brandon Thompson,[],[],Brandon Thompson,"['Brandon', 'Thompson']","[u'brandon', u'thompson']",Brandon Thompson,0.0,Neutral
160,160,160,10156111964217975_10156114389122975,401846167974_10156111964217975,,2017-12-22 15:15:22,0,0,0,0,0,0,0,0,Curtis Schurink,[],[],Curtis Schurink,"['Curtis', 'Schurink']","[u'curti', u'schurink']",Curtis Schurink,0.0,Neutral
161,161,161,10156111964217975_10156114421932975,401846167974_10156111964217975,,2017-12-22 15:29:17,0,0,0,0,0,0,0,0,Mike Couckuyt,[],[],Mike Couckuyt,"['Mike', 'Couckuyt']","[u'mike', u'couckuyt']",Mike Couckuyt,0.0,Neutral
162,162,162,10156111964217975_10156114433557975,401846167974_10156111964217975,,2017-12-22 15:35:05,0,0,0,0,0,0,0,0,Wendy Savikataaq,[],[],Wendy Savikataaq,"['Wendy', 'Savikataaq']","[u'wendi', u'savikataaq']",Wendy Savikataaq,0.0,Neutral
163,163,163,10156111964217975_10156114434057975,401846167974_10156111964217975,,2017-12-22 15:35:27,0,0,0,0,0,0,0,0,David Bezeau,[],[],David Bezeau,"['David', 'Bezeau']","[u'david', u'bezeau']",David Bezeau,0.0,Neutral
164,164,164,10156111964217975_10156114442957975,401846167974_10156111964217975,,2017-12-22 15:38:50,0,0,0,0,0,0,0,0,Another christmas miracle for cant am,[],[],Another christmas miracle cant,"['Another', 'christmas', 'miracle', 'cant']","[u'anoth', u'christma', u'miracl', u'cant']",Another christmas miracle for cant am,0.0,Neutral
165,165,165,10156111964217975_10156114465477975,401846167974_10156111964217975,,2017-12-22 15:49:34,0,0,0,0,0,0,0,0,Remember the night you went out in the woods Rodney Sellars?,[],[],Remember night went woods Rodney Sellars,"['Remember', 'night', 'went', 'woods', 'Rodney', 'Sellars']","[u'rememb', u'night', u'went', u'wood', u'rodney', u'sellar']",Remember the night you went out in the woods Rodney Sellars?,0.0,Neutral
166,166,166,10156111964217975_10156114467707975,401846167974_10156111964217975,,2017-12-22 15:50:37,0,0,0,0,0,0,0,0,Yup but I got the model,[],[],Yup got model,"['Yup', 'got', 'model']","[u'yup', u'got', u'model']",Yup but I got the 13 model,0.0,Neutral
167,167,167,10156111964217975_10156114481567975,401846167974_10156111964217975,,2017-12-22 15:56:22,0,0,0,0,0,0,0,0,Alex John Pimentel,[],[],Alex John Pimentel,"['Alex', 'John', 'Pimentel']","[u'alex', u'john', u'pimentel']",Alex John Pimentel,0.0,Neutral
168,168,168,10156111964217975_10156114500592975,401846167974_10156111964217975,,2017-12-22 16:05:07,0,0,0,0,0,0,0,0,Clayton Lockett,[],[],Clayton Lockett,"['Clayton', 'Lockett']","[u'clayton', u'lockett']",Clayton Lockett,0.0,Neutral
169,169,169,10156111964217975_10156114529347975,401846167974_10156111964217975,,2017-12-22 16:14:11,0,0,0,0,0,0,0,0,So you didn't lose the steering and go flying out in the woods?,[],[],lose steering go flying woods,"['lose', 'steering', 'go', 'flying', 'woods']","[u'lose', u'steer', 'go', u'fli', u'wood']",So you didn't lose the steering and go flying out in the woods?,0.0,Neutral
170,170,170,10156111964217975_10156114625862975,401846167974_10156111964217975,,2017-12-22 16:50:29,0,0,0,0,0,0,0,0,Junk,[],[],Junk,['Junk'],[u'junk'],Junk,0.0,Neutral
171,171,171,10156111964217975_10156114693122975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 17:14:12,0,0,0,0,0,0,0,0,Easy now just because you can't have one don't mean there junk,[],[],Easy one mean junk,"['Easy', 'one', 'mean', 'junk']","[u'easi', u'one', u'mean', u'junk']",Easy now just because you can't have one don't mean there junk,0.060416666666666674,Neutral
172,172,172,10156111964217975_10156114761852975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 17:46:25,0,0,0,0,0,0,0,0,Can’t and don’t want are different things,[],[],want different things,"['want', 'different', 'things']","[u'want', u'differ', u'thing']",Can’t and don’t want are different things 😝,0.0,Neutral
173,173,173,10156111964217975_10156114986497975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 19:23:32,0,0,0,0,0,0,0,0,Rodney Sellars Honda buddy,[],[],Rodney Sellars Honda buddy,"['Rodney', 'Sellars', 'Honda', 'buddy']","[u'rodney', u'sellar', u'honda', u'buddi']",Rodney Sellars Honda buddy,0.0,Neutral
174,174,174,10156111964217975_10156115082607975,401846167974_10156111964217975,10156111964217975_10156114625862975,2017-12-22 19:54:56,0,0,0,0,0,0,0,0,Michael Voldock Honda is alright for an old man to pick a few blue berries for the winter got to love the reverse the way you have to put it in time for a change Honda and keep up with the big boys,[],[],Michael Voldock Honda alright old man pick blue berries winter got love reverse way put time change Honda keep big boys,"['Michael', 'Voldock', 'Honda', 'alright', 'old', 'man', 'pick', 'blue', 'berries', 'winter', 'got', 'love', 'reverse', 'way', 'put', 'time', 'change', 'Honda', 'keep', 'big', 'boys']","[u'michael', u'voldock', u'honda', u'alright', u'old', u'man', u'pick', u'blue', u'berri', u'winter', u'got', u'love', u'revers', u'way', u'put', u'time', u'chang', u'honda', u'keep', u'big', u'boy']",Michael Voldock  Honda is alright for an old man to pick a few blue berries for the winter got to love the reverse the way you have to put it in time for a change Honda and keep up with the big boys,0.08,Neutral
175,175,175,10156111964217975_10156114652892975,401846167974_10156111964217975,,2017-12-22 17:04:26,0,0,0,0,0,0,0,0,Brandon Greening,[],[],Brandon Greening,"['Brandon', 'Greening']","[u'brandon', u'green']",Brandon Greening,0.0,Neutral
176,176,176,10156111964217975_10156114706757975,401846167974_10156111964217975,10156111964217975_10156114652892975,2017-12-22 17:21:28,0,0,0,0,0,0,0,0,Very good,[],[],good,['good'],[u'good'],Very good,0.9099999999999999,Positive
177,177,177,10156111964217975_10156120616772975,401846167974_10156111964217975,10156111964217975_10156114652892975,2017-12-24 17:26:18,2,1,0,0,1,0,0,0,That’s not gonna make no difference to Brandon crashing cause if it happens it won’t be a steering issue hahahaha hahahaha Brandon Greening,[],[],gonna make difference Brandon crashing cause happens steering issue hahahaha hahahaha Brandon Greening,"['gonna', 'make', 'difference', 'Brandon', 'crashing', 'cause', 'happens', 'steering', 'issue', 'hahahaha', 'hahahaha', 'Brandon', 'Greening']","[u'gonna', u'make', u'differ', u'brandon', u'crash', u'caus', u'happen', u'steer', u'issu', u'hahahaha', u'hahahaha', u'brandon', u'green']",That’s not gonna make no difference to Brandon crashing cause if it happens it won’t be a steering issue hahahaha hahahaha Brandon Greening,0.2,Neutral
178,178,178,10156111964217975_10156114698387975,401846167974_10156111964217975,,2017-12-22 17:16:38,0,0,0,0,0,0,0,0,Susan Hall,[],[],Susan Hall,"['Susan', 'Hall']","[u'susan', u'hall']",Susan Hall,0.0,Neutral
179,179,179,10156111964217975_10156114705522975,401846167974_10156111964217975,,2017-12-22 17:20:49,0,0,0,0,0,0,0,0,Curtis Schurink,[],[],Curtis Schurink,"['Curtis', 'Schurink']","[u'curti', u'schurink']",Curtis Schurink,0.0,Neutral
180,180,180,10156111964217975_10156114791447975,401846167974_10156111964217975,,2017-12-22 17:56:43,1,1,0,0,0,0,0,0,Mike Libbrecht,[],[],Mike Libbrecht,"['Mike', 'Libbrecht']","[u'mike', u'libbrecht']",Mike Libbrecht,0.0,Neutral
181,181,181,10156111964217975_10156114795062975,401846167974_10156111964217975,,2017-12-22 17:58:40,0,0,0,0,0,0,0,0,Graham Thomas Kelvin Vis,[],[],Graham Thomas Kelvin Vis,"['Graham', 'Thomas', 'Kelvin', 'Vis']","[u'graham', u'thoma', u'kelvin', u'vis']",Graham Thomas Kelvin Vis,0.0,Neutral
182,182,182,10156111964217975_10156121285012975,401846167974_10156111964217975,10156111964217975_10156114795062975,2017-12-24 22:07:30,0,0,0,0,0,0,0,0,,['#shouldaboughtahonda'],[],,['nan'],[u'nan'],#shouldaboughtahonda,0.0,Neutral
183,183,183,10156111964217975_10156114819982975,401846167974_10156111964217975,,2017-12-22 18:05:41,0,0,0,0,0,0,0,0,Ya i got the email today,[],[],Ya got email today,"['Ya', 'got', 'email', 'today']","['ya', u'got', u'email', u'today']",Ya i got the email today,0.0,Neutral
184,184,184,10156111964217975_10156114994912975,401846167974_10156111964217975,10156111964217975_10156114819982975,2017-12-22 19:26:37,0,0,0,0,0,0,0,0,Honda never has recalls lol,[],[],Honda never recalls lol,"['Honda', 'never', 'recalls', 'lol']","[u'honda', u'never', u'recal', u'lol']",Honda never has recalls lol,0.8,Positive
185,185,185,10156111964217975_10156114856322975,401846167974_10156111964217975,,2017-12-22 18:18:02,6,4,0,0,2,0,0,0,That’s all you Honda and grizzly riders see when riding with can am! [[PHOTO]],[],[],Honda grizzly riders see riding PHOTO,"['Honda', 'grizzly', 'riders', 'see', 'riding', 'PHOTO']","[u'honda', u'grizzli', u'rider', u'see', u'ride', u'photo']",That’s all you Honda and grizzly riders see when riding with can am! [[PHOTO]],0.0,Neutral
186,186,186,10156111964217975_10156114974692975,401846167974_10156111964217975,10156111964217975_10156114856322975,2017-12-22 19:18:18,1,1,0,0,0,0,0,0,When you pin it they don’t even see that anymore haha,[],[],pin even see anymore haha,"['pin', 'even', 'see', 'anymore', 'haha']","[u'pin', u'even', u'see', u'anymor', u'haha']",When you pin it they don’t even see that anymore haha,0.2,Neutral
187,187,187,10156111964217975_10156115398187975,401846167974_10156111964217975,10156111964217975_10156114856322975,2017-12-22 22:26:04,1,1,0,0,0,0,0,0,Yup. That's where I hook the cable to pull them out when they get stuck lmfao !!!,[],[],Yup hook cable pull get stuck lmfao,"['Yup', 'hook', 'cable', 'pull', 'get', 'stuck', 'lmfao']","[u'yup', u'hook', u'cabl', u'pull', u'get', u'stuck', u'lmfao']",Yup.  That's where I hook the cable to pull them out when they get stuck lmfao !!!,0.0,Neutral
188,188,188,10156111964217975_10156114856582975,401846167974_10156111964217975,,2017-12-22 18:18:08,0,0,0,0,0,0,0,0,Adam Thomas Tyler Ross,[],[],Adam Thomas Tyler Ross,"['Adam', 'Thomas', 'Tyler', 'Ross']","[u'adam', u'thoma', u'tyler', u'ross']",Adam Thomas Tyler Ross,0.0,Neutral
189,189,189,10156111964217975_10156114863652975,401846167974_10156111964217975,,2017-12-22 18:21:58,1,1,0,0,0,0,0,0,Bailey Gagnon,[],[],Bailey Gagnon,"['Bailey', 'Gagnon']","[u'bailey', u'gagnon']",Bailey Gagnon,0.0,Neutral
190,190,190,10156111964217975_10156114880992975,401846167974_10156111964217975,,2017-12-22 18:31:11,4,2,0,0,2,0,0,0,Your cand ham will never look this good [[PHOTO]],[],[],cand ham never look good PHOTO,"['cand', 'ham', 'never', 'look', 'good', 'PHOTO']","[u'cand', u'ham', u'never', u'look', u'good', u'photo']",Your cand ham will never look this good [[PHOTO]],0.7,Positive
191,191,191,10156111964217975_10156115088137975,401846167974_10156111964217975,10156111964217975_10156114880992975,2017-12-22 19:56:45,3,3,0,0,0,0,0,0,Yea you right ba ha ha ha [[PHOTO]],[],[],Yea right ba ha ha ha PHOTO,"['Yea', 'right', 'ba', 'ha', 'ha', 'ha', 'PHOTO']","[u'yea', u'right', 'ba', 'ha', 'ha', 'ha', u'photo']",Yea you right ba ha ha ha [[PHOTO]],0.2857142857142857,Neutral
192,192,192,10156111964217975_10156115680632975,401846167974_10156111964217975,10156111964217975_10156114880992975,2017-12-23 00:47:10,1,1,0,0,0,0,0,0,[[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'],😂😂 [[PHOTO]],0.0,Neutral
193,193,193,10156111964217975_10156141714122975,401846167974_10156111964217975,10156111964217975_10156114880992975,2017-12-31 21:41:49,0,0,0,0,0,0,0,0,🤔 [[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'],🤔😀 [[PHOTO]],0.0,Neutral
194,194,194,10156111964217975_10156114922657975,401846167974_10156111964217975,,2017-12-22 18:57:15,0,0,0,0,0,0,0,0,Nolan Hollendenn,[],[],Nolan Hollendenn,"['Nolan', 'Hollendenn']","[u'nolan', u'hollendenn']",Nolan Hollendenn,0.0,Neutral
195,195,195,10156111964217975_10156114957502975,401846167974_10156111964217975,10156111964217975_10156114922657975,2017-12-22 19:12:30,0,0,0,0,0,0,0,0,That’s your style slow and low lol,[],[],style slow low lol,"['style', 'slow', 'low', 'lol']","[u'style', u'slow', u'low', u'lol']",That’s your style slow and low lol,0.16666666666666666,Neutral
196,196,196,10156111964217975_10156114925132975,401846167974_10156111964217975,,2017-12-22 18:58:58,0,0,0,0,0,0,0,0,Chris N Gillinghamm,[],[],Chris Gillinghamm,"['Chris', 'Gillinghamm']","[u'chris', u'gillinghamm']",Chris N Gillinghamm,0.0,Neutral
197,197,197,10156111964217975_10156114941797975,401846167974_10156111964217975,,2017-12-22 19:06:16,1,1,0,0,0,0,0,0,Joseph Natakok,[],[],Joseph Natakok,"['Joseph', 'Natakok']","[u'joseph', u'natakok']",Joseph Natakok,0.0,Neutral
198,198,198,10156111964217975_10156115013007975,401846167974_10156111964217975,,2017-12-22 19:32:25,1,1,0,0,0,0,0,0,Glenn Menifee,[],[],Glenn Menifee,"['Glenn', 'Menifee']","[u'glenn', u'menife']",Glenn Menifee,0.0,Neutral
199,199,199,10156111964217975_10156115047267975,401846167974_10156111964217975,10156111964217975_10156115013007975,2017-12-22 19:43:36,1,1,0,0,0,0,0,0,Well that's good to know aha,[],[],Well good know aha,"['Well', 'good', 'know', 'aha']","[u'well', u'good', u'know', u'aha']",Well that's good to know aha,0.7,Positive
200,200,200,10156111964217975_10156115048262975,401846167974_10156111964217975,10156111964217975_10156115013007975,2017-12-22 19:44:01,0,0,0,0,0,0,0,0,Lol you’re welcome lol,[],[],Lol welcome lol,"['Lol', 'welcome', 'lol']","[u'lol', u'welcom', u'lol']",Lol you’re welcome lol,0.8000000000000002,Positive
201,201,201,10156111964217975_10156115032107975,401846167974_10156111964217975,,2017-12-22 19:37:44,0,0,0,0,0,0,0,0,Keith Horn Russell Horn,[],[],Keith Horn Russell Horn,"['Keith', 'Horn', 'Russell', 'Horn']","[u'keith', u'horn', u'russel', u'horn']","Keith Horn
Russell Horn",0.0,Neutral
202,202,202,10156111964217975_10156115054332975,401846167974_10156111964217975,,2017-12-22 19:45:42,0,0,0,0,0,0,0,0,Brody Bolger,[],[],Brody Bolger,"['Brody', 'Bolger']","[u'brodi', u'bolger']",Brody Bolger,0.0,Neutral
203,203,203,10156111964217975_10156115071237975,401846167974_10156111964217975,,2017-12-22 19:51:22,0,0,0,0,0,0,0,0,Nina-Marie Collings does Craig know about the recall?,[],[],Nina Marie Collings Craig know recall,"['Nina', 'Marie', 'Collings', 'Craig', 'know', 'recall']","[u'nina', u'mari', u'coll', u'craig', u'know', u'recal']",Nina-Marie Collings does Craig know about the recall?,0.0,Neutral
204,204,204,10156111964217975_10156115076347975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 19:53:00,1,1,0,0,0,0,0,0,Nope. He didn’t. Thanks,[],[],Nope Thanks,"['Nope', 'Thanks']","[u'nope', u'thank']","Nope. He didn’t. 
Thanks",0.2,Neutral
205,205,205,10156111964217975_10156115085577975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 19:56:02,0,0,0,0,0,0,0,0,Just checked. Doesn’t apply to his bike- the max the ’s and ’s. His is,[],[],checked apply bike max,"['checked', 'apply', 'bike', 'max']","[u'check', u'appli', u'bike', u'max']",Just checked. Doesn’t apply to his bike- the max the 450’s and 570’s. His is 850 👍🏻,0.0,Neutral
206,206,206,10156111964217975_10156115093357975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 19:58:56,1,1,0,0,0,0,0,0,"That’s good lol I honestly didn’t read it, just seen outlander",[],[],good lol honestly read seen outlander,"['good', 'lol', 'honestly', 'read', 'seen', 'outlander']","[u'good', u'lol', u'honest', u'read', u'seen', u'outland']","That’s good lol I honestly didn’t read it, just seen 17 outlander 😜",0.7000000000000001,Positive
207,207,207,10156111964217975_10156115110797975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 20:07:09,0,0,0,0,0,0,0,0,Nina-Marie Collings is that all it applies to? and 's?,[],[],Nina Marie Collings applies,"['Nina', 'Marie', 'Collings', 'applies']","[u'nina', u'mari', u'coll', u'appli']",Nina-Marie Collings is that all it applies to? 450 and 570's?,0.0,Neutral
208,208,208,10156111964217975_10156115142412975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 20:26:49,0,0,0,0,0,0,0,0,No he had to look it up online to get those details.,[],[],look online get details,"['look', 'online', 'get', 'details']","[u'look', u'onlin', u'get', u'detail']",No he had to look it up online to get those details.,0.0,Neutral
209,209,209,10156111964217975_10156115148122975,401846167974_10156111964217975,10156111964217975_10156115071237975,2017-12-22 20:29:06,0,0,0,0,0,0,0,0,Scott Ricker those and the max.,[],['https://can-am.brp.com/off-road/owners/safety/safety-recalls.html'],Scott Ricker max,"['Scott', 'Ricker', 'max']","[u'scott', u'ricker', u'max']","Scott Ricker those and the max.
https://can-am.brp.com/off-road/owners/safety/safety-recalls.html",0.0,Neutral
210,210,210,10156111964217975_10156115074332975,401846167974_10156111964217975,,2017-12-22 19:52:28,0,0,0,0,0,0,0,0,Pierre Bertrand,[],[],Pierre Bertrand,"['Pierre', 'Bertrand']","[u'pierr', u'bertrand']",Pierre Bertrand,0.0,Neutral
211,211,211,10156111964217975_10156115136397975,401846167974_10156111964217975,,2017-12-22 20:23:08,0,0,0,0,0,0,0,0,Cody Barrette,[],[],Cody Barrette,"['Cody', 'Barrette']","[u'codi', u'barrett']",Cody Barrette,0.0,Neutral
212,212,212,10156111964217975_10156115229377975,401846167974_10156111964217975,10156111964217975_10156115136397975,2017-12-22 21:16:46,0,0,0,0,0,0,0,0,"Who needs power steer! Lol, lil red doesn’t have those bells and whistles",[],[],needs power steer Lol lil red bells whistles,"['needs', 'power', 'steer', 'Lol', 'lil', 'red', 'bells', 'whistles']","[u'need', u'power', u'steer', u'lol', u'lil', u'red', u'bell', u'whistl']","Who needs power steer! Lol, lil red doesn’t have those bells and whistles",0.4,Positive
213,213,213,10156111964217975_10156115498262975,401846167974_10156111964217975,10156111964217975_10156115136397975,2017-12-22 22:55:08,0,0,0,0,0,0,0,0,U still need a steering shaft lol,[],[],still need steering shaft lol,"['still', 'need', 'steering', 'shaft', 'lol']","[u'still', u'need', u'steer', u'shaft', u'lol']",U still need a steering shaft lol,0.8,Positive
214,214,214,10156111964217975_10156116257477975,401846167974_10156111964217975,10156111964217975_10156115136397975,2017-12-23 07:02:00,0,0,0,0,0,0,0,0,Yes why wouldn’t I??,[],[],Yes,['Yes'],[u'yes'],Yes why wouldn’t I??,0.0,Neutral
215,215,215,10156111964217975_10156115152892975,401846167974_10156111964217975,,2017-12-22 20:32:06,0,0,0,0,0,0,0,0,Bonjour,[],[],Bonjour,['Bonjour'],[u'bonjour'],Bonjour,0.0,Neutral
216,216,216,10156111964217975_10156115193837975,401846167974_10156111964217975,,2017-12-22 20:55:39,1,1,0,0,0,0,0,0,Julie Stanton Thomas,[],[],Julie Stanton Thomas,"['Julie', 'Stanton', 'Thomas']","[u'juli', u'stanton', u'thoma']",Julie Stanton Thomas,0.0,Neutral
217,217,217,10156111964217975_10156115201507975,401846167974_10156111964217975,10156111964217975_10156115193837975,2017-12-22 21:01:16,1,1,0,0,0,0,0,0,"Thanks, got the email already.",[],[],Thanks got email already,"['Thanks', 'got', 'email', 'already']","[u'thank', u'got', u'email', u'alreadi']","Thanks, got the email already.",0.2,Neutral
218,218,218,10156111964217975_10156115203262975,401846167974_10156111964217975,,2017-12-22 21:02:16,0,0,0,0,0,0,0,0,Venise Shank Paquettee,[],[],Venise Shank Paquettee,"['Venise', 'Shank', 'Paquettee']","[u'venis', u'shank', u'paquette']",Venise Shank Paquettee,0.0,Neutral
219,219,219,10156111964217975_10156115209652975,401846167974_10156111964217975,,2017-12-22 21:05:22,0,0,0,0,0,0,0,0,Damian Murphyy,[],[],Damian Murphyy,"['Damian', 'Murphyy']","[u'damian', u'murphyy']",Damian Murphyy,0.0,Neutral
220,220,220,10156111964217975_10156115212717975,401846167974_10156111964217975,,2017-12-22 21:07:11,1,1,0,0,0,0,0,0,Jordan Welch Mitchell Herron??,[],[],Jordan Welch Mitchell Herron,"['Jordan', 'Welch', 'Mitchell', 'Herron']","[u'jordan', u'welch', u'mitchel', u'herron']",Jordan Welch Mitchell Herron??,0.0,Neutral
221,221,221,10156111964217975_10156115253037975,401846167974_10156111964217975,,2017-12-22 21:34:07,0,0,0,0,0,0,0,0,Jordan Hill,[],[],Jordan Hill,"['Jordan', 'Hill']","[u'jordan', u'hill']",Jordan Hill,0.0,Neutral
222,222,222,10156111964217975_10156115471522975,401846167974_10156111964217975,,2017-12-22 22:39:13,0,0,0,0,0,0,0,0,Dale Armstrong ?,[],[],Dale Armstrong,"['Dale', 'Armstrong']","[u'dale', u'armstrong']",Dale Armstrong ?,0.0,Neutral
223,223,223,10156111964217975_10156115505687975,401846167974_10156111964217975,10156111964217975_10156115471522975,2017-12-22 23:00:54,0,0,0,0,0,0,0,0,I've been sent this so many times I'm looking into it over the holidays thanks,[],[],sent many times looking holidays thanks,"['sent', 'many', 'times', 'looking', 'holidays', 'thanks']","[u'sent', u'mani', u'time', u'look', u'holiday', u'thank']",I've been sent this so many times I'm looking into it over the holidays thanks,0.35,Positive
224,224,224,10156111964217975_10156115601657975,401846167974_10156111964217975,,2017-12-22 23:49:00,0,0,0,0,0,0,0,0,Connor Dawdy,[],[],Connor Dawdy,"['Connor', 'Dawdy']","[u'connor', u'dawdi']",Connor Dawdy,0.0,Neutral
225,225,225,10156111964217975_10156115669332975,401846167974_10156111964217975,,2017-12-23 00:36:47,1,1,0,0,0,0,0,0,"Corey Fudge I think Tony and all the Yamaha boys complained, so they recalled the Can Ams for being too damn fast!",[],[],Corey Fudge think Tony Yamaha boys complained recalled Ams damn fast,"['Corey', 'Fudge', 'think', 'Tony', 'Yamaha', 'boys', 'complained', 'recalled', 'Ams', 'damn', 'fast']","[u'corey', u'fudg', u'think', u'toni', u'yamaha', u'boy', u'complain', u'recal', u'am', u'damn', u'fast']","Corey Fudge I think Tony and all the Yamaha boys complained, so they recalled the Can Ams for being too damn fast! :D",0.31666666666666665,Neutral
226,226,226,10156111964217975_10156116247287975,401846167974_10156111964217975,10156111964217975_10156115669332975,2017-12-23 06:54:04,2,2,0,0,0,0,0,0,"Hahahahah, it’s not about the speed buddy , it’s all about the reliability knowing when you take the yammy in the woods she will get ya back out. Merry Christmas to all the Can of Ham lovers out there LOL",[],[],Hahahahah speed buddy reliability knowing take yammy woods get ya back Merry Christmas Ham lovers LOL,"['Hahahahah', 'speed', 'buddy', 'reliability', 'knowing', 'take', 'yammy', 'woods', 'get', 'ya', 'back', 'Merry', 'Christmas', 'Ham', 'lovers', 'LOL']","[u'hahahahah', u'speed', u'buddi', u'reliabl', u'know', u'take', u'yammi', u'wood', u'get', 'ya', u'back', u'merri', u'christma', u'ham', u'lover', u'lol']","Hahahahah, it’s not about the speed buddy , it’s all about the reliability knowing when you take the yammy in the woods she will get ya back out. Merry Christmas to all the Can of Ham lovers out there LOL 😝",0.4,Positive
227,227,227,10156111964217975_10156116530962975,401846167974_10156111964217975,10156111964217975_10156115669332975,2017-12-23 09:35:15,0,0,0,0,0,0,0,0,That recall is for the model mines a she’s bulletproof. You need a tow or borrow a good bike give me a shout Tony Hatcher,[],[],recall model mines bulletproof need tow borrow good bike give shout Tony Hatcher,"['recall', 'model', 'mines', 'bulletproof', 'need', 'tow', 'borrow', 'good', 'bike', 'give', 'shout', 'Tony', 'Hatcher']","[u'recal', u'model', u'mine', u'bulletproof', u'need', u'tow', u'borrow', u'good', u'bike', u'give', u'shout', u'toni', u'hatcher']",That recall is for the 2017 model mines a 2015 she’s bulletproof. You need a tow or borrow a good bike give me a shout Tony Hatcher,0.7,Positive
