,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
478,478,431918433581020_1065730103533180,2017-04-13 10:45:24,,"#Seniors, do you know about pension income splitting?

If you receive a pension, you may be able to allocate up to 50% of your eligible pension income to your spouse or common-law partner to reduce the taxes that you pay; however, both of you must jointly elect to do this.

For more #taxtips for seniors, visit http://www.cra-arc.gc.ca/seniors/",", do you know about pension income splitting? If you receive a pension, you may be able to allocate up to % of your eligible pension income to your spouse or common-law partner to reduce the taxes that you pay; however, both of you must jointly elect to do this. For more for seniors, visit","['#Seniors', '#taxtips']",Environmental,16,0.05,en,YourMoneyMattersCanada_facebook
479,479,431918433581020_933882303384628,2016-11-08 14:44:42,http://ow.ly/ebTU305EDpk,,,[],Social,16,0.0,tl,YourMoneyMattersCanada_facebook
480,480,431918433581020_935622716543920,2016-11-10 11:45:43,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/935622716543920/?type=3,"#DYK you can be charged up to $5 in convenience fees for withdrawing money from an ABM not owned by your financial institution?

#Save5 by getting cash from ABMs owned by your bank or credit union: http://ow.ly/g7XT305RRdN",you can be charged up to $5 in convenience fees for withdrawing money from an ABM not owned by your financial institution? by getting cash from ABMs owned by your bank or credit union:,"['#DYK', '#Save5']",Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
481,481,431918433581020_796120623827464,2016-04-05 13:02:09,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/796120623827464/?type=3,"Gearing up for #SpringCleaning? 

When buying cleaning products in bulk, check out the “unit price.” This gives the cost per litre, kilogram or pound. It’s the most objective way to compare prices between products.","Gearing up for ? When buying cleaning products in bulk, check out the “unit price.” This gives the cost per litre, kilogram or pound. It’s the most objective way to compare prices between products.",['#SpringCleaning'],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
482,482,431918433581020_1116230605149796,2017-06-09 10:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1116230605149796/?type=3,"Understand roaming rates before you jet off on your summer travels so you don’t come home from your dream vacation to find a nightmare on your wireless bill.
Check with your wireless provider to find out what your roaming options are before you leave. More options for using your cellphone abroad: http://ow.ly/JcCb30cgx8M",Understand roaming rates before you jet off on your summer travels so you don’t come home from your dream vacation to find a nightmare on your wireless bill. Check with your wireless provider to find out what your roaming options are before you leave. More options for using your cellphone abroad:,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
483,483,431918433581020_1092821477490709,2017-05-12 11:02:48,https://www.facebook.com/competitionbureaucanada/photos/a.474668569326214.1073741828.423314591128279/1201254386667625/?type=3,,,[],Social,16,0.0,tl,YourMoneyMattersCanada_facebook
484,484,431918433581020_1050461578393366,2017-03-29 06:49:10,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1050461578393366/?type=3,Today at 3:00 p.m. join @CanRevAgency and the @rcmpgrcpolice and @CompBureau for their #FraudChat to learn how to recognize and avoid scams! #FPM2017,Today at :00 p.m. join and the and for their to learn how to recognize and avoid scams!,"['#FraudChat', '#FPM2017']",Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
485,485,431918433581020_810513779054815,2016-05-03 17:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/810513779054815/?type=3,"Need money fast? Are you considering a payday loan to get you through until your next pay?  

Did you know that payday loans are one of the most expensive ways to borrow money? Read the loan agreement carefully to understand the TRUE cost of the loan. http://ow.ly/4njHXV",Need money fast? Are you considering a payday loan to get you through until your next pay? Did you know that payday loans are one of the most eensive ways to borrow money? Read the loan agreement carefully to understand the TRUE cost of the loan.,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
486,486,431918433581020_810475355725324,2016-05-03 15:41:39,https://www.facebook.com/competitionbureaucanada/photos/a.474668569326214.1073741828.423314591128279/881035388689528/?type=3,Check out these five tips to avoid wasting time and money on “free” real estate seminars from Competition Bureau Canada:,Check out these five tips to avoid wasting time and money on “free” real estate seminars from Competition Bureau Canada:,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
487,487,431918433581020_976199159152942,2016-12-27 11:45:33,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/976199159152942/?type=3,"Booking a trip online? 

#DYK that in some provinces and territories, online travel companies must be registered members of the provincial industry association for consumer protection laws to apply?

That means if you book through a company that is not registered, you may have no recourse if things go south—like if the company goes out of business!

More info on purchasing travel services online: http://ow.ly/kHad306Zfmg","Booking a trip online? that in some provinces and territories, online travel companies must be registered members of the provincial industry association for consumer protection laws to apply? That means if you book through a company that is not registered, you may have no recourse if things go south—like if the company goes out of business! More info on purchasing travel services online:",['#DYK'],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
488,488,431918433581020_1073898299383027,2017-04-21 10:45:26,,"DYK that up to 80% of the data you use when visiting the most popular news sites is for loading ads?

Ads aren’t just annoying and slow to load; they can be costing you. Unless you’re using an ad blocker, you’re probably PAYING for them to download to your mobile. 
If you don’t want to download an ad blocker, you might want to think about your usage needs and whether your data plan is sufficient. Check out this CRTC website for info on finding the best data plan for your surfing habits: http://ow.ly/9EQA30aXHC7","DYK that up to % of the data you use when visiting the most popular news sites is for loading ads? Ads aren’t just annoying and slow to load; they can be costing you. Unless you’re using an ad blocker, you’re probably PAYING for them to download to your mobile. If you don’t want to download an ad blocker, you might want to think about your usage needs and whether your data plan is sufficient. Check out this CRTC website for info on finding the best data plan for your surfing habits:",[],Environmental,16,0.2,en,YourMoneyMattersCanada_facebook
489,489,431918433581020_1154958774610312,2017-07-24 09:51:39,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1154958774610312/?type=3,"Join the Minister of Finance for a Facebook Live discussion from Moncton, New Brunswick

Tune in to watch it live Tuesday, July 25th at 12:45 p.m. ADT! 

To get a reminder: http://ow.ly/2RI430dRMTB","Join the Minister of Finance for a Facebook Live discussion from Moncton, New Brunswick Tune in to watch it live Tuesday, July th at :45 p.m. ADT! To get a reminder:",[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
490,490,431918433581020_1181638211942368,2017-08-23 17:45:12,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1181638211942368/?type=3,"Struggling to pay off bills? You have options—a Licensed Insolvency Trustee (LIT) can help!

Find out more from the Office of the Superintendent of Bankruptcy: http://ow.ly/2JyL30eumAJ",Struggling to pay off bills? You have options—a Licensed Insolvency Trustee (LIT) can help! Find out more from the Office of the Superintendent of Bankruptcy:,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
491,491,431918433581020_884754514964074,2016-09-08 17:45:32,,"Life can change in an instant. Are you ready in the event that you may be unable to manage your money, property and personal affairs?

Many Canadians who are not able to fully manage their finances for a short or a long period of time turn to a power of attorney. A power of attorney is a legal document that gives one or more persons the authority to manage your money and property on your behalf.

Planning ahead for a time when you could use help managing your personal affairs is always a good idea. Learn more: http://ow.ly/ffVH303WrQi","Life can change in an instant. Are you ready in the event that you may be unable to manage your money, property and personal affairs? Many Canadians who are not able to fully manage their finances for a short or a long period of time turn to a power of attorney. A power of attorney is a legal document that gives one or more persons the authority to manage your money and property on your behalf. Planning ahead for a time when you could use help managing your personal affairs is always a good idea. Learn more:",[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
492,492,431918433581020_1176179832488206,2017-08-16 17:45:09,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1176179832488206/?type=3,"Residents of Ontario, Quebec and British Columbia! 

 
Did you know your provincial government has incentives to encourage you to go green with an electric vehicle? Learn more: http://ow.ly/1BJ530eqcoX","Residents of Ontario, Quebec and British Columbia! Did you know your provincial government has incentives to encourage you to go green with an electric vehicle? Learn more:",[],Economical,16,0.0,en,YourMoneyMattersCanada_facebook
493,493,431918433581020_957471627692362,2016-12-02 11:45:37,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/957471627692362/?type=3,"Looking to save money on winter tires?

Buying used tires can be a great way to save some cash. Just be sure to avoid mixing tires with different tread patterns, internal construction or size. Mismatched tires can make your car less stable. 

Learn more: http://ow.ly/yoMZ306wR52","Looking to save money on winter tires? Buying used tires can be a great way to save some cash. Just be sure to avoid mixing tires with different tread patterns, internal construction or size. Mismatched tires can make your car less stable. Learn more: 2",[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
494,494,431918433581020_1208017525971103,2017-09-26 17:45:11,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1208017525971103/?type=3,"Struggling to pay off bills? You have options – a Licensed Insolvency Trustee (LIT) can help! 

Find out more from the Office of the Superintendent of Bankruptcy: http://ow.ly/S1LF30fqYQd",Struggling to pay off bills? You have options – a Licensed Insolvency Trustee (LIT) can help! Find out more from the Office of the Superintendent of Bankruptcy: d,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
495,495,431918433581020_1070137456425778,2017-04-17 17:40:28,https://www.facebook.com/YourMoneyMattersCanada/videos/1070137456425778/,"Already filed your taxes?
Track the status of your return through My Account. Register now: http://ow.ly/X4ej30aQzQR",Already filed your taxes? Track the status of your return through My Account. Register now:,[],Environmental,16,0.0,en,YourMoneyMattersCanada_facebook
496,496,431918433581020_873588842747308,2016-08-25 10:45:49,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/873588842747308/?type=3,"Are you shopping around for a car or a mortgage?

Try limiting your credit inquiries to a two-week period. All inquiries related to auto or mortgage loans made during this time are usually combined and treated as a single inquiry. http://ow.ly/2eLn303pagO",Are you shopping around for a car or a mortgage? Try limiting your credit inquiries to a two-week period. All inquiries related to auto or mortgage loans made during this time are usually combined and treated as a single inquiry.,[],Economical,16,0.0,en,YourMoneyMattersCanada_facebook
497,497,431918433581020_850475621725297,2016-07-19 10:45:37,http://ow.ly/KJRq302i0jt,"Are salespeople showing up at your door with an amazing deal that is only available when they come knocking?

When it comes to door-to-door sales, remember that every province and territory allows a cooling-off period during which you can cancel any contract that hasn’t been completed. 

To find out the length of the cooling-off period where you live, contact your provincial or territorial consumer affairs office: http://ow.ly/KJRq302i0jt","Are salespeople showing up at your door with an amazing deal that is only available when they come knocking? When it comes to door-to-door sales, remember that every province and territory allows a cooling-off period during which you can cancel any contract that hasn’t been completed. To find out the length of the cooling-off period where you live, contact your provincial or territorial consumer affairs office:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
498,498,431918433581020_868713886568137,2016-08-18 17:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/868713886568137/?type=3,"Are you throwing money out every week by having to get rid of food that has gone bad?  

Take control of your grocery bill by making a list ahead of time and shopping after a meal. That way you’ll be less likely to make impulse buys that will just go to waste. Get more tips to save money on groceries: http://ow.ly/duca303byTK",Are you throwing money out every week by having to get rid of food that has gone bad? Take control of your grocery bill by making a list ahead of time and shopping after a meal. That way you’ll be less likely to make impulse buys that will just go to waste. Get more tips to save money on groceries:,[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
499,499,431918433581020_762838713822322,2016-02-04 11:46:04,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/762838713822322/?type=3,"Mark your calendars, folks! The deadline for RRSP contributions for the 2015 tax year is February 29, 2016. 

Get the most from your retirement savings. Learn about setting up, contributing to, transferring and claiming deductions for RRSPs for you or your spouse or common-law partner: http://ow.ly/XRBY7","Mark your calendars, folks! The deadline for RRSP contributions for the tax year is February , . Get the most from your retirement savings. Learn about setting up, contributing to, transferring and claiming deductions for RRSPs for you or your spouse or common-law partner:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
500,500,431918433581020_825475390891987,2016-06-01 10:27:15,http://ow.ly/VUYX300O57p,"Fed up? Thinking of filing a formal complaint with a business?

For best results, make sure your complaint is worded in a clear, concise and factual manner. Emphasize your desire to solve the problem and to maintain a positive relationship with the business. Following these key points will help you reach a solution that is suitable to both sides. 

More details here: http://ow.ly/VUYX300O57p","Fed up? Thinking of filing a formal complaint with a business? For best results, make sure your complaint is worded in a clear, concise and factual manner. Emphasize your desire to solve the problem and to maintain a positive relationship with the business. Following these key points will help you reach a solution that is suitable to both sides. More details here:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
501,501,431918433581020_1234952706610918,2017-10-31 10:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1234952706610918/?type=3,"Don’t let your debt be a total bloodsucker. Fight back! 
Garlic and sunlight may ward off vampires, but the best course of action when dealing with a debt monster is to map out a financial plan and stick to it.
Take the necessary steps to get rid of your debt problem: http://ow.ly/JCUS30g98za","Don’t let your debt be a total bloodsucker. Fight back! Garlic and sunlight may ward off vampires, but the best course of action when dealing with a debt monster is to map out a financial plan and stick to it. Take the necessary steps to get rid of your debt problem:",[],Environmental,15,0.04545454545454545,en,YourMoneyMattersCanada_facebook
502,502,431918433581020_854565067983019,2016-07-26 17:45:18,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/854565067983019/?type=3,"Have a taste for high-end clothes but don’t want to break the bank to get them? Check out your local consignment shops! 

Second-hand shopping can be the perfect way to find great deals on well-treated and possibly high-quality items. Just be sure to ask about exchange and return policies before buying: http://ow.ly/qekI302AOWP",Have a taste for high-end clothes but don’t want to break the bank to get them? Check out your local consignment shops! Second-hand shopping can be the perfect way to find great deals on well-treated and possibly high-quality items. Just be sure to ask about exchange and return policies before buying:,[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
503,503,431918433581020_814218785350981,2016-05-10 17:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/814218785350981/?type=3,"#DYK that laundry makes up 20% of household water consumption? 

Since skipping laundry isn’t usually an option, save on your water and energy bills by waiting until you have a full load and doing it during off-peak times. 

Check out these tips on how you can reduce your water and energy costs: http://ow.ly/2ahZ3002ksB","that laundry makes up % of household water consumption? Since skipping laundry isn’t usually an option, save on your water and energy bills by waiting until you have a full load and doing it during off-peak times. Check out these tips on how you can reduce your water and energy costs:",['#DYK'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
504,504,431918433581020_777115052394688,2016-03-07 11:45:13,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/777115052394688/?type=3,Don’t get caught up in subscription traps and free trial scams! Find out about these sneaky types of fraud by joining the Competition Bureau (@CompBureau) tomorrow for the “2 Good 2 B True” Twitter chat. Use the hashtag #2g2bt to submit your questions and get in on the discussion!,Don’t get caught up in subscription traps and free trial scams! Find out about these sneaky types of fraud by joining the Competition Bureau () tomorrow for the “2 Good B True” Twitter chat. Use the hashtag to submit your questions and get in on the discussion!,['#2g2bt'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
505,505,431918433581020_799843426788517,2016-04-12 17:45:26,http://www.fcac-acfc.gc.ca/Eng/resources/educationalPrograms/financialBasics/Pages/Financia-Finances-2f.aspx,"Pay yourself first! To pay yourself first, set aside some money for savings from each paycheque BEFORE you spend on other things. This means your savings are treated like any other recurring bill. 
http://ow.ly/10wwQe","Pay yourself first! To pay yourself first, set aside some money for savings from each paycheque BEFORE you spend on other things. This means your savings are treated like any other recurring bill.",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
506,506,431918433581020_821924197913773,2016-05-25 17:45:27,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/821924197913773/?type=3,"Planning your end-of-life arrangements can help lessen the financial burden and stress on your loved ones when your time comes.

Memorial societies are voluntary non-profit organizations dedicated to helping people arrange simple, dignified and low-cost funerals in advance. 

Learn more on how to prearrange your funeral or memorial: http://ow.ly/NAWq300b7C2","Planning your end-of-life arrangements can help lessen the financial burden and stress on your loved ones when your time comes. Memorial societies are voluntary non-profit organizations dedicated to helping people arrange simple, dignified and low-cost funerals in advance. Learn more on how to prearrange your funeral or memorial: C2",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
507,507,431918433581020_858013867638139,2016-08-01 17:45:23,http://ow.ly/J818302K32m,"Online auctions can be a good way to score a product at a low price.

Before you place your bid online, check the seller’s feedback rating and read reviews from previous buyers to ensure you’re dealing with a verified dependable seller. 

Protect your money with more online auction safety tips: http://ow.ly/J818302K32m","Online auctions can be a good way to score a product at a low price. Before you place your bid online, check the seller’s feedback rating and read reviews from previous buyers to ensure you’re dealing with a verified dependable seller. Protect your money with more online auction safety tips:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
508,508,431918433581020_808471295925730,2016-04-29 17:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/808471295925730/?type=3,"#SAVE5: Keep a stash of reusable cloth or fabric bags in your car so that the next time you unexpectedly pop into the grocery store you won’t have to pay for plastic bags.

Get more tips here: http://ow.ly/4n3OR7",: Keep a stash of reusable cloth or fabric bags in your car so that the next time you uneectedly pop into the grocery store you won’t have to pay for plastic bags. Get more tips here:,['#SAVE5'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
509,509,431918433581020_909747632464762,2016-10-13 12:59:56,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/909747632464762/?type=3,"Thinking about selling your gold for cash? 

Remember that weight is only one factor in determining gold’s value. Ensure you get the best price by having your gold appraised by multiple credible sources. Learn more about buying and selling gold: http://ow.ly/sg44304VY7J  #getwhatyoupayfor",Thinking about selling your gold for cash? Remember that weight is only one factor in determining gold’s value. Ensure you get the best price by having your gold appraised by multiple credible sources. Learn more about buying and selling gold:,['#getwhatyoupayfor'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
510,510,431918433581020_1256895281083327,2017-11-27 11:45:19,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1256895281083327/?type=3,"#Parents: Getting your high school or college-aged kids a credit card is a great way for them to learn new financial responsibilities. But before applying for one, make sure they understand how to use it wisely. 

For help finding them the right card, check out our Credit Card Comparison Tool: http://ow.ly/E9EL30gNrcG #FLM2017",": Getting your high school or college-aged kids a credit card is a great way for them to learn new financial responsibilities. But before applying for one, make sure they understand how to use it wisely. For help finding them the right card, check out our Credit Card Comparison Tool:","['#Parents', '#FLM2017']",Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
511,511,431918433581020_859745230798336,2016-08-04 17:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/859745230798336/?type=3,"Have an issue with your financial institution?

Try to resolve the problem by speaking with the manager or customer service representative first. 

If that doesn’t work, ask to speak to the customer care group or the internal ombudsperson—the person who investigates complaints from consumers.

More information on resolving complaints with financial institutions: http://ow.ly/oDZz302K70Y","Have an issue with your financial institution? Try to resolve the problem by speaking with the manager or customer service representative first. If that doesn’t work, ask to speak to the customer care group or the internal ombudsperson—the person who investigates complaints from consumers. More information on resolving complaints with financial institutions:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
512,512,431918433581020_835515376554655,2016-06-20 17:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/835515376554655/?type=3,"When was the last time you checked your credit report?

Make sure to check your credit report at least once a year to make sure it’s error-free. Errors can include someone else's information on your file, debts listed that have been paid in full and incorrect payment history, which can all affect your ability to get a loan or a mortgage! 

Request a free copy of your credit report today: http://ow.ly/QhMe301laem","When was the last time you checked your credit report? Make sure to check your credit report at least once a year to make sure it’s error-free. Errors can include someone else's information on your file, debts listed that have been paid in full and incorrect payment history, which can all affect your ability to get a loan or a mortgage! Request a free copy of your credit report today:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
513,513,431918433581020_775779489194911,2016-03-04 11:46:12,http://ow.ly/YTtAZ,"Graduating this year? Stressed out about having to give up that student bank account? 

Fortunately, there are great alternatives to student banking that offer little to no monthly fees and unlimited transactions. Use the Account Selector Tool to compare features for different bank accounts, including interest rates, monthly fees, transaction fees and services. 

Find the account that best suits your needs: http://ow.ly/YTtAZ","Graduating this year? Stressed out about having to give up that student bank account? Fortunately, there are great alternatives to student banking that offer little to no monthly fees and unlimited transactions. Use the Account Selector Tool to compare features for different bank accounts, including interest rates, monthly fees, transaction fees and services. Find the account that best suits your needs:",[],Economical,15,0.0,en,YourMoneyMattersCanada_facebook
514,514,431918433581020_767878379985022,2016-02-15 11:46:03,,"It’s National Flag of Canada Day!

#DYK Canadian residents can get a FREE Canadian flag for their home? Just add your name to the waiting list to receive a Canadian flag that has been flown on Parliament Hill: http://ow.ly/YgN5w",It’s National Flag of Canada Day! Canadian residents can get a FREE Canadian flag for their home? Just add your name to the waiting list to receive a Canadian flag that has been flown on Parliament Hill:,['#DYK'],Economical,15,0.0,en,YourMoneyMattersCanada_facebook
515,515,431918433581020_842482352524624,2016-07-04 10:45:33,http://ow.ly/GNEi301OuU6,"Shopping for wireless services shouldn’t have you tied down with confusing terms and contracts. Under the Wireless Code, your contract and related documents must be provided to you in clear, easy-to-read language.  

Look for more tips this month on how to manage and save on your wireless and telecommunications services. Get to know your rights: http://ow.ly/GNEi301OuU6","Shopping for wireless services shouldn’t have you tied down with confusing terms and contracts. Under the Wireless Code, your contract and related documents must be provided to you in clear, easy-to-read language. Look for more tips this month on how to manage and save on your wireless and telecommunications services. Get to know your rights:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
516,516,431918433581020_897121273727398,2016-09-26 10:45:45,https://www.cmhc-schl.gc.ca/en/co/buho/hostst/wosh_013.cfm,"On the hunt for a new home?

Save on costs down the road by considering your needs for the next 5 to 10 years. You may not need some features now, like that third bedroom, but could in the near future.

Check out CMHC’s Home Features Checklist to help future-proof your purchase: https://www.cmhc-schl.gc.ca/en/co/buho/hostst/wosh_013.cfm","On the hunt for a new home? Save on costs down the road by considering your needs for the next to years. You may not need some features now, like that third bedroom, but could in the near future. Check out CMHC’s Home Features Checklist to help future-proof your purchase:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
517,517,431918433581020_1218578748248314,2017-10-10 17:45:14,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1218578748248314/?type=3,"Do you have serious financial problems?

Find out what option is best for you and how a Licensed Insolvency Trustee can help you get out of debt and back on track. http://ow.ly/L9D830fGV2V",Do you have serious financial problems? Find out what option is best for you and how a Licensed Insolvency Trustee can help you get out of debt and back on track.,[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
518,518,431918433581020_1026444110795113,2017-02-27 11:45:23,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1026444110795113/?type=3,"Are you #saving for your future? The March 1st RRSP contribution deadline for the 2016 tax season is quickly approaching! 

Find out more about RRSP deductions: http://ow.ly/ECcF309kFhp",Are you for your future? The March st RRSP contribution deadline for the tax season is quickly approaching! Find out more about RRSP deductions:,['#saving'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
519,519,431918433581020_1145204012252455,2017-07-13 10:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1145204012252455/?type=3,"How many clothing care symbols do you know?

Make the most of your clothes, new or old, by understanding how to best care for them. Washing, bleaching, drying, ironing or professional cleaning? The symbols on the tags tell you exactly how to treat your clothing.

Learn the symbols. You’ll make your clothes last longer and avoid costly mistakes—like shrinking your favourite tees! http://ow.ly/uriq30dryEJ","How many clothing care symbols do you know? Make the most of your clothes, new or old, by understanding how to best care for them. Washing, bleaching, drying, ironing or professional cleaning? The symbols on the tags tell you exactly how to treat your clothing. Learn the symbols. You’ll make your clothes last longer and avoid costly mistakes—like shrinking your favourite tees!",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
520,520,431918433581020_1021010834671774,2017-02-20 11:45:35,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1021010834671774/?type=3,"Are your data overage fees higher than your actual monthly plan? Time for a new plan! 

Whether you’re streaming videos, uploading photos or playing the latest video game, what you pay for the convenience of accessing data anywhere can add up fast. To avoid data overages, review your plan to see if it still reflects your mobile habits. 
Learn more about data overage charges: http://ow.ly/DrYD3096mfT","Are your data overage fees higher than your actual monthly plan? Time for a new plan! Whether you’re streaming videos, uploading photos or playing the latest video game, what you pay for the convenience of accessing data anywhere can add up fast. To avoid data overages, review your plan to see if it still reflects your mobile habits. Learn more about data overage charges:",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
521,521,431918433581020_1137790919660431,2017-07-04 07:18:00,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1137790919660431/?type=3,"Sometimes we don’t know what our insurance doesn’t cover until we need it. 
Learn about the different types of insurance and how they work. You have questions? We have answers: http://ow.ly/n8Ls30djpDt",Sometimes we don’t know what our insurance doesn’t cover until we need it. Learn about the different types of insurance and how they work. You have questions? We have answers:,[],Social,15,0.0,en,YourMoneyMattersCanada_facebook
522,522,431918433581020_1102199583219565,2017-05-24 14:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1102199583219565/?type=3,"Consumed by debt? Make sure you get financial advice and services from a qualified professional. When you choose a Licensed Insolvency Trustee (LIT), you can be confident that you are dealing with someone who has the knowledge, experience and skills to be granted a license. ow.ly/7MBu309zn60","Consumed by debt? Make sure you get financial advice and services from a qualified professional. When you choose a Licensed Insolvency Trustee (LIT), you can be confident that you are dealing with someone who has the knowledge, eerience and skills to be granted a license. 0",[],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
523,523,431918433581020_1122266251212898,2017-06-16 14:30:30,https://www.facebook.com/crtceng/photos/a.773717422711240.1073741828.701549873261329/1432676816815294/?type=3,,,[],Social,15,0.0,tl,YourMoneyMattersCanada_facebook
524,524,431918433581020_1152280438211479,2017-07-21 10:45:22,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1152280438211479/?type=3,"Looking for some eco-friendly tips this summer?

Small changes to your everyday routine can add up to big savings for the environment and your bank account. For example, hanging your clothes outside to dry can save on your energy bill, leaving more bills in your wallet. Check out these tips for reducing energy consumption: http://ow.ly/y7En30dDP35 #LifeHack","Looking for some eco-friendly tips this summer? Small changes to your everyday routine can add up to big savings for the environment and your bank account. For example, hanging your clothes outside to dry can save on your energy bill, leaving more bills in your wallet. Check out these tips for reducing energy consumption:",['#LifeHack'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
525,525,431918433581020_953876514718540,2016-11-28 11:45:31,http://ow.ly/NsEq306wQk3,"It’s #CyberMonday, THE DAY that tech-savvy shoppers hunt online for bargains on the latest gadgets and devices. 

Before you replace your current devices, ask yourself if the newer model is a NEED or a WANT. 

It’s only a deal if you actually need it! 

Learn more about setting priorities for your expenses: http://ow.ly/NsEq306wQk3","It’s , THE DAY that tech-savvy shoppers hunt online for bargains on the latest gadgets and devices. Before you replace your current devices, ask yourself if the newer model is a NEED or a WANT. It’s only a deal if you actually need it! Learn more about setting priorities for your eenses:",['#CyberMonday'],Environmental,15,0.0,en,YourMoneyMattersCanada_facebook
526,526,431918433581020_949863368453188,2016-11-24 16:08:41,http://www.fcac-acfc.gc.ca/Eng/resources/blog/Pages/home-accueil.aspx,,,[],Social,15,0.0,tl,YourMoneyMattersCanada_facebook
