Unnamed: 0,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
348,Bbk4t7MlLl3,1.64969e+18,"[""canada"",""sauvage"",""nature"",""photographie"",""explorecanada"",""parcscanada"",""parc"",""exploremb"",""wapusk"",""parcnationalwapusk"",""hiver"",""neige"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7cb884bb5f3cd4c79d6361ce954061a1/5AF06683/t51.2885-15/e35/23596217_1595552527172791_8782517648492593152_n.jpg,"[""michellevalbergphotography""]",2,"Au parc national Wapusk, vous serez émerveillé par cette vaste contrée sauvage située dans une région subarctique isolée. D'une superficie de km carrés, le parc protège l'une des plus grandes aires de mise bas de l'ours polaire au monde.  : ..... ",165,[],2017-11-16T16:32:09,False,2017-11-16_16-32-09,parcs.canada,4141034395,,Au parc national Wapusk vous serez par cette vaste sauvage dans une gion subarctique une superficie de km le parc ge une des plus grandes aires de mise bas de polaire au monde,"['Au', 'parc', 'national', 'Wapusk', 'vous', 'serez', 'par', 'cette', 'vaste', 'sauvage', 'dans', 'une', 'gion', 'subarctique', 'une', 'superficie', 'de', 'km', 'le', 'parc', 'ge', 'une', 'des', 'plus', 'grandes', 'aires', 'de', 'mise', 'bas', 'de', 'polaire', 'au', 'monde']","['au', u'parc', u'nation', u'wapusk', u'vous', u'serez', u'par', u'cett', u'vast', u'sauvag', u'dan', u'une', u'gion', u'subarctiqu', u'une', u'superfici', 'de', 'km', 'le', u'parc', 'ge', u'une', u'des', u'plus', u'grand', u'air', 'de', u'mise', u'bas', 'de', u'polair', 'au', u'mond']"
349,BbnaRzPlkIY,1.6504e+18,"[""pnkootenay"",""kootenay"",""tourismbc"",""travelbc"",""britishcolumbia"",""explorebc"",""bc"",""colombiebritannique"",""cb"",""canada"",""sauvage"",""nature"",""photographie"",""parkscanada"",""explorecanada"",""parcscanada"",""destinationcanada"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f417bf3355e1a7f4d10f9205076a01f1/5AFE9D3F/t51.2885-15/e35/23596578_126319071395479_402627096368644096_n.jpg,"[""ashvoykin""]",3,Vous accrochez-vous à l’automne ou êtes-vous prêt pour les merveilles de l'hiver? Parc national Kootenay : ..... ,247,[],2017-11-17T16:03:53,False,2017-11-17_16-03-53,parcs.canada,4141034395,,Vous accrochez vous automne ou vous pour les merveilles de hiver Parc national Kootenay,"['Vous', 'accrochez', 'vous', 'automne', 'ou', 'vous', 'pour', 'les', 'merveilles', 'de', 'hiver', 'Parc', 'national', 'Kootenay']","[u'vous', u'accrochez', u'vous', u'automn', 'ou', u'vous', u'pour', u'les', u'merveill', 'de', u'hiver', u'parc', u'nation', u'kootenay']"
350,BbqDCl0FFnR,1.65115e+18,"[""pnelkisland"",""elkisland"",""alberta"",""explorealberta"",""yeg"",""exploreedmonton"",""edmonton"",""travelalberta"",""alberta"",""canada"",""sauvage"",""nature"",""photographie"",""parkscanada"",""explorecanada"",""parcscanada"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/df4860952f5e585560f328a97896d0b2/5AFA67CB/t51.2885-15/e35/23596445_263031024224253_6277037025988182016_n.jpg,"[""ez_d""]",0,Cette photo illustre la splendeur des couchers de soleil en tout temps au parc national Elk Island. : ......,162,[],2017-11-18T16:38:33,False,2017-11-18_16-38-33,parcs.canada,4141034395,,Cette photo illustre splendeur couchers soleil tout temps parc national Elk Island,"['Cette', 'photo', 'illustre', 'splendeur', 'couchers', 'soleil', 'tout', 'temps', 'parc', 'national', 'Elk', 'Island']","[u'cett', u'photo', u'illustr', u'splendeur', u'coucher', u'soleil', u'tout', u'temp', u'parc', u'nation', u'elk', u'island']"
351,Bbso7TRlaFr,1.65188e+18,"[""montstorngat"",""torngat"",""pnmontstorngat"",""explorenl"",""newfoundland"",""newfoundlandandlabrador"",""newfoundlander"",""terreneuveetlabrador"",""terreneuve"",""canada"",""sauvage"",""nature"",""photographie"",""parkscanada"",""explorecanada"",""parcscanada"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28e3cdf2a9df258f450551959ef0a1cf/5AE70EEC/t51.2885-15/e35/23596569_297268707444092_6736144479897518080_n.jpg,"[""leehorbachewski""]",2,Découvrez les contrées sauvages du Nord et la culture inuite au parc national des Monts-Torngat. Cette photo splendide vous rappelle d’ajouter cet endroit à votre liste de sites à voir! : ..... ,199,[],2017-11-19T16:48:06,False,2017-11-19_16-48-06,parcs.canada,4141034395,,couvrez les es sauvages du Nord et la culture inuite au parc national des Monts Torngat Cette photo splendide vous rappelle ajouter cet endroit votre liste de sites voir,"['couvrez', 'les', 'es', 'sauvages', 'du', 'Nord', 'et', 'la', 'culture', 'inuite', 'au', 'parc', 'national', 'des', 'Monts', 'Torngat', 'Cette', 'photo', 'splendide', 'vous', 'rappelle', 'ajouter', 'cet', 'endroit', 'votre', 'liste', 'de', 'sites', 'voir']","[u'couvrez', u'les', 'es', u'sauvag', 'du', u'nord', 'et', 'la', u'cultur', u'inuit', 'au', u'parc', u'nation', u'des', u'mont', u'torngat', u'cett', u'photo', u'splendid', u'vous', u'rappell', u'ajout', u'cet', u'endroit', u'votr', u'list', 'de', u'site', u'voir']"
352,BbvKBe7ljyV,1.65258e+18,"[""nahanni"",""pnnahanni"",""territoiresdunordouest"",""tno"",""parc"",""explorecanada"",""nature"",""photographie"",""sauvage"",""voyage"",""jouerdehors"",""aventure"",""paysage"",""parcscanada"",""canada150"",""canada"",""conservation"",""montagne"",""unesco""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/61d05377d88e1bc8f27e77974ab7cb60/5AFC14FC/t51.2885-15/e35/23733992_1574920302601582_2220843514776780800_n.jpg,"[""lb_photo""]",1,La réserve de parc national Nahanni est l’un des territoires montagneux les plus magnifiques d’Amérique du Nord. Ce site de l’UNESCO est parfait pour ceux qui recherchent la nature sauvage et lointaine. : .....,190,[],2017-11-20T16:15:47,False,2017-11-20_16-15-47,parcs.canada,4141034395,,La serve de parc national Nahanni est un des territoires montagneux les plus magnifiques rique du Nord Ce site de UNESCO est parfait pour ceux qui recherchent la nature sauvage et lointaine,"['La', 'serve', 'de', 'parc', 'national', 'Nahanni', 'est', 'un', 'des', 'territoires', 'montagneux', 'les', 'plus', 'magnifiques', 'rique', 'du', 'Nord', 'Ce', 'site', 'de', 'UNESCO', 'est', 'parfait', 'pour', 'ceux', 'qui', 'recherchent', 'la', 'nature', 'sauvage', 'et', 'lointaine']","['la', u'serv', 'de', u'parc', u'nation', u'nahanni', u'est', 'un', u'des', u'territoir', u'montagneux', u'les', u'plus', u'magnifiqu', u'riqu', 'du', u'nord', 'ce', u'site', 'de', u'unesco', u'est', u'parfait', u'pour', u'ceux', u'qui', u'recherch', 'la', u'natur', u'sauvag', 'et', u'lointain']"
353,Bbx6BC3lgUb,1.65336e+18,"[""pnkejimkujik"",""kejimkujik"",""nouvelleecosse"",""visitnovascotia"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f7d53c691f178fc1735cd28cc5bcb518/5AF793A9/t51.2885-15/e35/23734217_490263994690907_2192622362711556096_n.jpg,"[""melanigw""]",0,Des matins calmes comme celui-là… nous ne pouvons pas penser à une meilleure façon de commencer la journée! : Parc national et lieu historique national Kejimkujik : .....,166,[],2017-11-21T17:53:38,False,2017-11-21_17-53-38,parcs.canada,4141034395,,Des matins calmes comme celui nous ne pouvons pas penser une meilleure de commencer la Parc national et lieu historique national Kejimkujik,"['Des', 'matins', 'calmes', 'comme', 'celui', 'nous', 'ne', 'pouvons', 'pas', 'penser', 'une', 'meilleure', 'de', 'commencer', 'la', 'Parc', 'national', 'et', 'lieu', 'historique', 'national', 'Kejimkujik']","[u'des', u'matin', u'calm', u'comm', u'celui', u'nous', 'ne', u'pouvon', u'pas', u'penser', u'une', u'meilleur', 'de', u'commenc', 'la', u'parc', u'nation', 'et', u'lieu', u'historiqu', u'nation', u'kejimkujik']"
354,Bb0nOTkFxtU,1.65412e+18,"[""pnkluane"",""kluane"",""cometomyyukon"",""exploreyukon"",""yukon"",""yukonterritory"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4c1ac87046bd3c402ec64079a4f93e96/5ADBD78F/t51.2885-15/e35/23734171_345568392584084_7740932712789180416_n.jpg,"[""brycebrownimages""]",3,Faites le voyage au parc national et réserve de parc national Kluane... la plus majestueuse des montagnes et des paysages superbes vous y attendent! : .....,173,[],2017-11-22T19:07:08,False,2017-11-22_19-07-08,parcs.canada,4141034395,,Faites le voyage au parc national et serve de parc national Kluane la plus majestueuse des montagnes et des paysages superbes vous attendent,"['Faites', 'le', 'voyage', 'au', 'parc', 'national', 'et', 'serve', 'de', 'parc', 'national', 'Kluane', 'la', 'plus', 'majestueuse', 'des', 'montagnes', 'et', 'des', 'paysages', 'superbes', 'vous', 'attendent']","[u'fait', 'le', u'voyag', 'au', u'parc', u'nation', 'et', u'serv', 'de', u'parc', u'nation', u'kluan', 'la', u'plus', u'majestueus', u'des', u'montagn', 'et', u'des', u'paysag', u'superb', u'vous', u'attend']"
355,Bb22mndFJyw,1.65475e+18,"[""glacier"",""pnglacier"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""colombiebritannique"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4f2775b06930cdc014eb100a1f6b8d8e/5AD8F78A/t51.2885-15/e35/23823987_135029600491268_686236001810513920_n.jpg,"[""lyallstyle""]",2,"Avec ses sommets enneigés et son ciel d’azur, qui ne voudrait pas elorer le magnifique parc national des Glaciers? : ..... glacier",159,[],2017-11-23T16:00:00,False,2017-11-23_16-00-00,parcs.canada,4141034395,,Avec ses sommets et son ciel azur qui ne voudrait pas elorer le magnifique parc national des Glaciers glacier,"['Avec', 'ses', 'sommets', 'et', 'son', 'ciel', 'azur', 'qui', 'ne', 'voudrait', 'pas', 'elorer', 'le', 'magnifique', 'parc', 'national', 'des', 'Glaciers', 'glacier']","[u'avec', u'ses', u'sommet', 'et', u'son', u'ciel', u'azur', u'qui', 'ne', u'voudrait', u'pas', u'elor', 'le', u'magnifiqu', u'parc', u'nation', u'des', u'glacier', u'glacier']"
356,Bb5VL-IlX8a,1.65545e+18,"[""mingan"",""rpnmingan"",""mingannpr"",""quebecoriginal"",""quebec"",""quebecregion"",""igersquebec"",""clicquebec"",""roadtripqm"",""igerscanada"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b410e0d90cc6ffa295b4c035dd8e11a5/5AE24E13/t51.2885-15/e35/23824035_371210179995087_6167063572330315776_n.jpg,"[""vinceboies""]",2,"Nous avons la tête dans les nuages à la réserve de parc national de l'Archipel-de-Mingan. ️ Qu’il s’agisse de ses affleurements calcaires colossaux captivants ou de ses horizons les plus bleus, c'est vraiment un endroit de rêve à visiter! : .....",143,[],2017-11-24T15:05:44,False,2017-11-24_15-05-44,parcs.canada,4141034395,,Nous avons la dans les nuages la serve de parc national de Archipel de Mingan il agisse de ses affleurements calcaires colossaux captivants ou de ses horizons les plus bleus est vraiment un endroit de visiter,"['Nous', 'avons', 'la', 'dans', 'les', 'nuages', 'la', 'serve', 'de', 'parc', 'national', 'de', 'Archipel', 'de', 'Mingan', 'il', 'agisse', 'de', 'ses', 'affleurements', 'calcaires', 'colossaux', 'captivants', 'ou', 'de', 'ses', 'horizons', 'les', 'plus', 'bleus', 'est', 'vraiment', 'un', 'endroit', 'de', 'visiter']","[u'nous', u'avon', 'la', u'dan', u'les', u'nuag', 'la', u'serv', 'de', u'parc', u'nation', 'de', u'archipel', 'de', u'mingan', 'il', u'agiss', 'de', u'ses', u'affleur', u'calcair', u'colossaux', u'captiv', 'ou', 'de', u'ses', u'horizon', u'les', u'plus', u'bleus', u'est', u'vraiment', 'un', u'endroit', 'de', u'visit']"
357,Bb8RgojFFVU,1.65628e+18,"[""signalhill"",""lhnsignalhill"",""historique"",""explorenl"",""terreneuve"",""labrador"",""terreneuveetlabrador"",""igerscanada"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c7ad7b6de978bc1a10b9654489b5b3f7/5AFD49F6/t51.2885-15/e35/23967208_1951464435175458_260445880526569472_n.jpg,"[""mattscobel""]",2,"Nous les couleurs de cette photo de ! Elle a été prise à Signal Hill, un lieu historique national qui surplombe l'océan Atlantique, offrant certains des plus beaux panoramas historiques de l'Est du Canada! .....",114,[],2017-11-25T18:31:19,False,2017-11-25_18-31-19,parcs.canada,4141034395,,Nous les couleurs de cette photo de Elle prise Signal Hill un lieu historique national qui surplombe Atlantique offrant certains des plus beaux panoramas historiques de Est du Canada,"['Nous', 'les', 'couleurs', 'de', 'cette', 'photo', 'de', 'Elle', 'prise', 'Signal', 'Hill', 'un', 'lieu', 'historique', 'national', 'qui', 'surplombe', 'Atlantique', 'offrant', 'certains', 'des', 'plus', 'beaux', 'panoramas', 'historiques', 'de', 'Est', 'du', 'Canada']","[u'nous', u'les', u'couleur', 'de', u'cett', u'photo', 'de', u'ell', u'prise', u'signal', u'hill', 'un', u'lieu', u'historiqu', u'nation', u'qui', u'surplomb', u'atlantiqu', u'offrant', u'certain', u'des', u'plus', u'beaux', u'panorama', u'historiqu', 'de', u'est', 'du', u'canada']"
358,Bb-mteTF0kR,1.65693e+18,"[""montrevelstoke"",""pnmontrevelstoke"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""colombiebritannique"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ba8afe6345b88894dd6faf6b7b4fb2f6/5AEC6E88/t51.2885-15/e35/23969705_214924985715676_4574670907938701312_n.jpg,"[""jrswayze""]",1,"Avec la cime des arbres à vos pieds, vous pourrez admirer les paysages du parc national du Mont-Revelstoke qui rendent vos randonnées inoubliables! : .....",126,[],2017-11-26T16:15:03,False,2017-11-26_16-15-03,parcs.canada,4141034395,,Avec la cime des arbres vos pieds vous pourrez admirer les paysages du parc national du Mont Revelstoke qui rendent vos es inoubliables,"['Avec', 'la', 'cime', 'des', 'arbres', 'vos', 'pieds', 'vous', 'pourrez', 'admirer', 'les', 'paysages', 'du', 'parc', 'national', 'du', 'Mont', 'Revelstoke', 'qui', 'rendent', 'vos', 'es', 'inoubliables']","[u'avec', 'la', u'cime', u'des', u'arbr', u'vos', u'pi', u'vous', u'pourrez', u'admir', u'les', u'paysag', 'du', u'parc', u'nation', 'du', u'mont', u'revelstok', u'qui', u'rendent', u'vos', 'es', u'inoubli']"
359,BcBESGalPWn,1.65762e+18,"[""rpnpacificrim"",""pacificrim"",""pnpacificrim"",""surf"",""surfing"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""colombiebritannique"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""parcscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""sauvage"",""nature"",""photographie"",""parc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aac75a7e280772e3367a0c13e0a5a76d/5ADD14EB/t51.2885-15/e35/24125353_547900742214483_194872540349333504_n.jpg,"[""es.images""]",0,"À vos surfs! Que vous soyez en position « hang ten » ou essayiez simplement d’attraper une vague, la réserve de parc national Pacific Rim est l'endroit idéal à elorer pour tous ceux qui le surf! : .images.....",142,[],2017-11-27T15:11:57,False,2017-11-27_15-11-57,parcs.canada,4141034395,,vos surfs Que vous soyez en position hang ten ou essayiez simplement attraper une vague la serve de parc national Pacific Rim est endroit al elorer pour tous ceux qui le surf images,"['vos', 'surfs', 'Que', 'vous', 'soyez', 'en', 'position', 'hang', 'ten', 'ou', 'essayiez', 'simplement', 'attraper', 'une', 'vague', 'la', 'serve', 'de', 'parc', 'national', 'Pacific', 'Rim', 'est', 'endroit', 'al', 'elorer', 'pour', 'tous', 'ceux', 'qui', 'le', 'surf', 'images']","[u'vos', u'surf', u'que', u'vous', u'soyez', 'en', u'posit', u'hang', u'ten', 'ou', u'essayiez', u'simplement', u'attrap', u'une', u'vagu', 'la', u'serv', 'de', u'parc', u'nation', u'pacif', u'rim', u'est', u'endroit', 'al', u'elor', u'pour', u'tous', u'ceux', u'qui', 'le', u'surf', u'imag']"
360,BcDdUUTFsM1,1.6583e+18,"[""svq"",""pnprincealbert"",""nppa"",""waskesiu"",""nature"",""photographie"",""parcscanada"",""sauvage"",""parc"",""hiver"",""loutre"",""neige""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/74e017fcf00fb2921327dd6e38c91127/5AE6EBBB/t51.2885-15/e35/24126498_150795598885365_7346208764267069440_n.jpg,"[""duane_larson""]",0,l’hiver est une excellente saison pour voir des loutres au parc national de Prince Albert? Venez dire bonjour à cette petite créature! : Parc national de Prince Albert-Waskesiu : .....,128,[],2017-11-28T13:29:11,False,2017-11-28_13-29-11,parcs.canada,4141034395,,hiver est une excellente saison pour voir des loutres au parc national de Prince Albert Venez dire bonjour cette petite ature Parc national de Prince Albert Waskesiu,"['hiver', 'est', 'une', 'excellente', 'saison', 'pour', 'voir', 'des', 'loutres', 'au', 'parc', 'national', 'de', 'Prince', 'Albert', 'Venez', 'dire', 'bonjour', 'cette', 'petite', 'ature', 'Parc', 'national', 'de', 'Prince', 'Albert', 'Waskesiu']","[u'hiver', u'est', u'une', u'excellent', u'saison', u'pour', u'voir', u'des', u'loutr', 'au', u'parc', u'nation', 'de', u'princ', u'albert', u'venez', u'dire', u'bonjour', u'cett', u'petit', u'atur', u'parc', u'nation', 'de', u'princ', u'albert', u'waskesiu']"
361,BcGAiYHFM_9,1.65902e+18,"[""kluane"",""pnkluane"",""exploreyukon"",""yukon"",""ohcanada"",""canadaday"",""oh_canada"",""igcanada"",""explorecanada"",""parcscanada"",""canada"",""tourcanada"",""hiver"",""neige""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1bdade14e5378a93b6b185d07c16f444/5ADF4F74/t51.2885-15/e35/24254340_1663100563747645_4962604066489237504_n.jpg,"[""dane_moreau""]",0,"Haines Junction, un village entouré de nature et de paysages magnifiques et accidentés. C’est votre porte d’entrée au parc et réserve de parc national Kluane. ️ : Haines Junction, Yukon : .....",151,[],2017-11-29T13:15:25,False,2017-11-29_13-15-25,parcs.canada,4141034395,,Haines Junction un village de nature et de paysages magnifiques et est votre porte au parc et serve de parc national Kluane Haines Junction Yukon,"['Haines', 'Junction', 'un', 'village', 'de', 'nature', 'et', 'de', 'paysages', 'magnifiques', 'et', 'est', 'votre', 'porte', 'au', 'parc', 'et', 'serve', 'de', 'parc', 'national', 'Kluane', 'Haines', 'Junction', 'Yukon']","[u'hain', u'junction', 'un', u'villag', 'de', u'natur', 'et', 'de', u'paysag', u'magnifiqu', 'et', u'est', u'votr', u'port', 'au', u'parc', 'et', u'serv', 'de', u'parc', u'nation', u'kluan', u'hain', u'junction', u'yukon']"
362,BcIl7-ElifB,1.65974e+18,"[""pnyoho"",""ynp"",""emeraldlake"",""explorebc"",""cb"",""canada"",""hiver"",""travel"",""travelgram"",""traveller"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a211c617dad72b020ecd1aab0320b189/5AFB9791/t51.2885-15/e35/24175113_143826042935927_4671620955603206144_n.jpg,"[""jocecho""]",2,"Le lac Emerald, l’un des endroits les plus magnifiques de l’Ouest du Canada. Assurez-vous de ne pas le manquer la prochaine fois que vous irez au parc national Yoho! ️ : .....",215,[],2017-11-30T13:20:42,False,2017-11-30_13-20-42,parcs.canada,4141034395,,Le lac Emerald un des endroits les plus magnifiques de Ouest du Canada Assurez vous de ne pas le manquer la prochaine fois que vous irez au parc national Yoho,"['Le', 'lac', 'Emerald', 'un', 'des', 'endroits', 'les', 'plus', 'magnifiques', 'de', 'Ouest', 'du', 'Canada', 'Assurez', 'vous', 'de', 'ne', 'pas', 'le', 'manquer', 'la', 'prochaine', 'fois', 'que', 'vous', 'irez', 'au', 'parc', 'national', 'Yoho']","['le', u'lac', u'emerald', 'un', u'des', u'endroit', u'les', u'plus', u'magnifiqu', 'de', u'ouest', 'du', u'canada', u'assurez', u'vous', 'de', 'ne', u'pas', 'le', u'manquer', 'la', u'prochain', u'foi', u'que', u'vous', u'irez', 'au', u'parc', u'nation', u'yoho']"
363,BcLMZ1zFuML,1.66048e+18,"[""pnnahanni"",""nahanni"",""trouvezvotrenahanni"",""parcscanada"",""explorecanada"",""canada"",""imagesofcanada"",""nature"",""sauvage"",""photographie"",""hiver"",""montagne""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/22c3fb9d59dffba1a03c042940e26319/5AEBFB50/t51.2885-15/e35/24177635_1561584403919611_8729939857150836736_n.jpg,"[""brittanie_chouinard_739""]",0,"C’est notre e anniversaire Instagram! Nous célébrons avec un autre paysage exceptionnel!Saviez-vous qu’en , la réserve de parc national Nahanni a été nommée l’une des Sept merveilles du Canada? Vous n’êtes pas surpris, profitez de ce magnifique panorama! : .....",115,[],2017-12-01T13:35:19,False,2017-12-01_13-35-19,parcs.canada,4141034395,,est notre anniversaire Instagram Nous brons avec un autre paysage exceptionnel Saviez vous en la serve de parc national Nahanni une des Sept merveilles du Canada Vous pas surpris profitez de ce magnifique panorama,"['est', 'notre', 'anniversaire', 'Instagram', 'Nous', 'brons', 'avec', 'un', 'autre', 'paysage', 'exceptionnel', 'Saviez', 'vous', 'en', 'la', 'serve', 'de', 'parc', 'national', 'Nahanni', 'une', 'des', 'Sept', 'merveilles', 'du', 'Canada', 'Vous', 'pas', 'surpris', 'profitez', 'de', 'ce', 'magnifique', 'panorama']","[u'est', u'notr', u'anniversair', u'instagram', u'nous', u'bron', u'avec', 'un', u'autr', u'paysag', u'exceptionnel', u'saviez', u'vous', 'en', 'la', u'serv', 'de', u'parc', u'nation', u'nahanni', u'une', u'des', u'sept', u'merveill', 'du', u'canada', u'vous', u'pas', u'surpri', u'profitez', 'de', 'ce', u'magnifiqu', u'panorama']"
364,BcNsI3MlVzE,1.66118e+18,"[""pnkootenay"",""pnk"",""parcscanada"",""hiver"",""montagne"",""aventure"",""sauvage"",""photographie"",""canada"",""ohcanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a1683364a72866e26b8ab1477c80dcc/5AEC848B/t51.2885-15/e35/24274139_1917606071836362_4611821760868777984_n.jpg,[],0,Fait intéressant : Le parc national Kootenay abrite de nombreuses espèces animales et offre différentes activités et aventures! Qu’allez-vous elorer en ? : whysoharsh_p.....,109,[],2017-12-02T12:51:06,False,2017-12-02_12-51-06,parcs.canada,4141034395,,Fait ressant Le parc national Kootenay abrite de nombreuses ces animales et offre rentes et aventures allez vous elorer en,"['Fait', 'ressant', 'Le', 'parc', 'national', 'Kootenay', 'abrite', 'de', 'nombreuses', 'ces', 'animales', 'et', 'offre', 'rentes', 'et', 'aventures', 'allez', 'vous', 'elorer', 'en']","[u'fait', u'ressant', 'le', u'parc', u'nation', u'kootenay', u'abrit', 'de', u'nombreus', u'ces', u'animal', 'et', u'offr', u'rent', 'et', u'aventur', u'allez', u'vous', u'elor', 'en']"
365,BcQTOBtlHjF,1.66191e+18,"[""pnmountrevelstoke"",""revelstoke"",""colombiebritannique"",""hiver"",""neige"",""ski"",""parcscanada"",""parc"",""canada"",""photographie"",""nature"",""sauvage""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d19cd71a00a528d5d8159d602e6c38ce/5AE8F71D/t51.2885-15/e35/24274265_340802636330126_7032988644889591808_n.jpg,"[""adamko_tek""]",0,Êtes-vous CONTENT d’aller sur les pentes cette année? Sautez sur vos skis et partez à l’aventure dans le parc national du Mont-Revelstoke ️ : .....,101,[],2017-12-03T13:11:04,False,2017-12-03_13-11-04,parcs.canada,4141034395,,tes vous CONTENT aller sur les pentes cette Sautez sur vos skis et partez aventure dans le parc national du Mont Revelstoke,"['tes', 'vous', 'CONTENT', 'aller', 'sur', 'les', 'pentes', 'cette', 'Sautez', 'sur', 'vos', 'skis', 'et', 'partez', 'aventure', 'dans', 'le', 'parc', 'national', 'du', 'Mont', 'Revelstoke']","[u'tes', u'vous', u'content', u'aller', u'sur', u'les', u'pent', u'cett', u'sautez', u'sur', u'vos', u'ski', 'et', u'partez', u'aventur', u'dan', 'le', u'parc', u'nation', 'du', u'mont', u'revelstok']"
366,BcS79_8Fsjf,1.66265e+18,"[""montasgard"",""pnauyuittuq"",""nunavut"",""views"",""canada"",""explorecnada"",""aventure"",""montagnes"",""arctique""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/57af7e5639f68355e854cc9a44d3e9ad/5AD8FF5B/t51.2885-15/e35/24327985_1954303431558358_7862590294263332864_n.jpg,"[""arturstanisz""]",1,"Une vue à couper le souffle du mont Asgard, l’un des monts les plus célèbres des monts Baffin, situé au parc national Auyuittuq, au Nunavut. : .....",158,[],2017-12-04T13:45:38,False,2017-12-04_13-45-38,parcs.canada,4141034395,,Une vue couper le souffle du mont Asgard un des monts les plus bres des monts Baffin au parc national Auyuittuq au Nunavut,"['Une', 'vue', 'couper', 'le', 'souffle', 'du', 'mont', 'Asgard', 'un', 'des', 'monts', 'les', 'plus', 'bres', 'des', 'monts', 'Baffin', 'au', 'parc', 'national', 'Auyuittuq', 'au', 'Nunavut']","[u'une', u'vue', u'couper', 'le', u'souffl', 'du', u'mont', u'asgard', 'un', u'des', u'mont', u'les', u'plus', u'bres', u'des', u'mont', u'baffin', 'au', u'parc', u'nation', u'auyuittuq', 'au', u'nunavut']"
