Unnamed: 0,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
180,3917,1.52782e+18,"A hiker’s paradise, the challenging beauty of Cape Breton Highlands National Park calls out to be elored! You’ll get rewarded at the end of your hike, with magnificent cliffs rising from the sea in a rugged coastline. Picture by   ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/01c55be861d69e3a3203b5545ef23875/5AEC799F/t51.2885-15/e35/18812488_1998098483745497_3692631650660777984_n.jpg,"[""scottophoto""]",157,2017-06-01_13-47-36,GraphImage,parks.canada,[],2017-06-01T13:47:36,BUz5eR2AEQF,False,"[""capebreton"",""novascotia"",""visitnovascotia"",""visitcapebreton"",""hikenovascotia"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,paradise challenging beauty Cape Breton Highlands National Park calls elored get rewarded end hike magnificent cliffs rising sea rugged coastline Picture,"['paradise', 'challenging', 'beauty', 'Cape', 'Breton', 'Highlands', 'National', 'Park', 'calls', 'elored', 'get', 'rewarded', 'end', 'hike', 'magnificent', 'cliffs', 'rising', 'sea', 'rugged', 'coastline', 'Picture']","[u'paradis', u'challeng', u'beauti', u'cape', u'breton', u'highland', u'nation', u'park', u'call', u'elor', u'get', u'reward', u'end', u'hike', u'magnific', u'cliff', u'rise', u'sea', u'rug', u'coastlin', u'pictur']"
181,2386,1.52852e+18,"Dickson Falls in Fundy national park always dresses for the season, so visit it often to eerience the differences! When hiking, know your physical limits; Fundy’s wilderness is famous for its rugged cliffs and river valleys. Choose a trail that is challenging but enjoyable for you. Great shot by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/17d3b533ba8d65603eb021354533db78/5AFDE91D/t51.2885-15/e35/18809017_684067108452445_1842800403188547584_n.jpg,"[""zbaranowskiphotography""]",17,2017-06-02_13-02-26,GraphImage,parks.canada,[],2017-06-02T13:02:26,BU2ZGTXg3iq,False,"[""newbrunswick"",""visitnb"",""tourismnb"",""fundy"",""fundybay"",""bayoffundy"",""fundynp"",""fundynationalpark"",""canada"",""canada150"",""explorecanada"",""parkscanada"",""coastline"",""ocean"",""tides"",""falls"",""hiking"",""thegreatoutdoors"",""wanderlust"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,Dickson Falls Fundy national park always dresses season visit often eerience differences hiking know physical limits wilderness famous rugged cliffs river valleys Choose trail challenging enjoyable Great shot,"['Dickson', 'Falls', 'Fundy', 'national', 'park', 'always', 'dresses', 'season', 'visit', 'often', 'eerience', 'differences', 'hiking', 'know', 'physical', 'limits', 'wilderness', 'famous', 'rugged', 'cliffs', 'river', 'valleys', 'Choose', 'trail', 'challenging', 'enjoyable', 'Great', 'shot']","[u'dickson', u'fall', u'fundi', u'nation', u'park', u'alway', u'dress', u'season', u'visit', u'often', u'eerienc', u'differ', u'hike', u'know', u'physic', u'limit', u'wilder', u'famous', u'rug', u'cliff', u'river', u'valley', u'choos', u'trail', u'challeng', u'enjoy', u'great', u'shot']"
182,2953,1.5294e+18,Nahanni combines wilderness with diverse peaks to create a mountaineering mecca for outdoor enthusiasts. Trekkers: come elore the valleys and mountain passes for a memorable ! Great photo by   ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f667f5b3345dcfb035ecc852cc5b0141/5AE5162A/t51.2885-15/e35/18888548_216586535527696_2745528281708101632_n.jpg,"[""darren_roberts_""]",14,2017-06-03_18-04-29,GraphImage,parks.canada,[],2017-06-03T18:04:29,BU5gdhLAqDo,False,"[""canada150"",""spectacularnwt"",""keepitwild"",""neverstopexploring"",""campvibes"",""beautifuldestinations"",""ourcamplife"",""nahanniriver"",""nahanni"",""nahanninpr"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""canada150"",""instatravel"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday""]",4143631778,,Nahanni combines wilderness diverse peaks create mountaineering mecca outdoor enthusiasts Trekkers come elore valleys mountain passes memorable Great photo,"['Nahanni', 'combines', 'wilderness', 'diverse', 'peaks', 'create', 'mountaineering', 'mecca', 'outdoor', 'enthusiasts', 'Trekkers', 'come', 'elore', 'valleys', 'mountain', 'passes', 'memorable', 'Great', 'photo']","[u'nahanni', u'combin', u'wilder', u'divers', u'peak', u'creat', u'mountain', u'mecca', u'outdoor', u'enthusiast', u'trekker', u'come', u'elor', u'valley', u'mountain', u'pass', u'memor', u'great', u'photo']"
183,3393,1.53011e+18,Would you look at these peaks and mountains out of a fairy tale?? Proof that Auyuittuq National Park has some of the most beautiful alpine scenery on Earth! Beautiful photo by ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6e3c98ac954ae9a7e32da44965c56fc6/5AE9C6E8/t51.2885-15/e35/18812240_167867053749322_4138353190452068352_n.jpg,"[""arturstanisz""]",38,2017-06-04_17-36-03,GraphImage,parks.canada,[],2017-06-04T17:36:03,BU8CAKYArSU,False,"[""baffinisland"",""auyuittuq"",""auyuittuqnp"",""nunavut"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,Would look peaks mountains fairy tale Proof Auyuittuq National Park beautiful alpine scenery Earth Beautiful photo,"['Would', 'look', 'peaks', 'mountains', 'fairy', 'tale', 'Proof', 'Auyuittuq', 'National', 'Park', 'beautiful', 'alpine', 'scenery', 'Earth', 'Beautiful', 'photo']","[u'would', u'look', u'peak', u'mountain', u'fairi', u'tale', u'proof', u'auyuittuq', u'nation', u'park', u'beauti', u'alpin', u'sceneri', u'earth', u'beauti', u'photo']"
184,2618,1.5307e+18,Are you the outdoorsy type? We say you should and camp out in a fantastic wilderness environment in Forillon National Park! Picture by  é ésie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8508bffe506915fc8bbe272d2f9aad89/5AFA49E8/t51.2885-15/e35/18889096_648238128719640_1652850750058921984_n.jpg,"[""focused_on_canada""]",17,2017-06-05_13-18-19,GraphImage,parks.canada,[],2017-06-05T13:18:19,BU-JTVrgpNS,False,"[""treatyoself"",""quebecoriginal"",""quebec"",""explorequebec"",""forillon"",""forillonnationalpark"",""gaspé"",""gaspesiejetaime"",""gaspésie"",""imagesofcanada"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""canada150"",""instatravel"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,outdoorsy type say camp fantastic wilderness environment Forillon National Park Picture sie,"['outdoorsy', 'type', 'say', 'camp', 'fantastic', 'wilderness', 'environment', 'Forillon', 'National', 'Park', 'Picture', 'sie']","[u'outdoorsi', u'type', u'say', u'camp', u'fantast', u'wilder', u'environ', u'forillon', u'nation', u'park', u'pictur', u'sie']"
185,2935,1.53142e+18,"If Yoho National Park isn’t awe-inspiring, we don’t know what is. The park has numerous waterfalls, and also, you know, only mountain peaks above m in height and about km of hiking trails! Great shot by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b6b92acbaa52e19f1f1c4e73c26299a4/5AD97D8C/t51.2885-15/e35/18879645_775284079315420_1343173978700644352_n.jpg,"[""dansoutdoorlife""]",37,2017-06-06_13-11-51,GraphImage,parks.canada,[],2017-06-06T13:11:51,BVAtWwVgthI,False,"[""enjoycanada"",""explorebc"",""yoho"",""yohonp"",""hellobc"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,Yoho National Park awe inspiring know park numerous waterfalls also know mountain peaks height km hiking trails Great shot,"['Yoho', 'National', 'Park', 'awe', 'inspiring', 'know', 'park', 'numerous', 'waterfalls', 'also', 'know', 'mountain', 'peaks', 'height', 'km', 'hiking', 'trails', 'Great', 'shot']","[u'yoho', u'nation', u'park', u'awe', u'inspir', u'know', u'park', u'numer', u'waterfal', u'also', u'know', u'mountain', u'peak', u'height', 'km', u'hike', u'trail', u'great', u'shot']"
186,2263,1.53215e+18,"Our herd has grown! Give a warm welcome to the new members of the family! These healthy calves have been bounding around, napping and playing. See them elore their new world on our Youtube account. Picture by Karsten Heuer / Parks Canada ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/6ca882349a83ba6181337fdb0aab7f05/5ADE1D13/t51.2885-15/e35/18812924_1579322212101750_2838920120766562304_n.jpg,[],23,2017-06-07_13-13-05,GraphImage,parks.canada,[],2017-06-07T13:13:05,BVDSSsTgByJ,False,"[""banffbison"",""bison"",""wildlife"",""banff"",""banffnp"",""nature"",""ecosystem"",""conservation"",""explorecanada"",""canada150"",""parkscanada"",""bnp"",""explorealberta"",""canada"",""adventure"",""lifeincanada"",""imagesofcanada"",""travelgram""]",4143631778,,herd grown Give warm welcome new members family healthy calves bounding around napping playing See elore new world Youtube account Picture Karsten Heuer Parks Canada,"['herd', 'grown', 'Give', 'warm', 'welcome', 'new', 'members', 'family', 'healthy', 'calves', 'bounding', 'around', 'napping', 'playing', 'See', 'elore', 'new', 'world', 'Youtube', 'account', 'Picture', 'Karsten', 'Heuer', 'Parks', 'Canada']","[u'herd', u'grown', u'give', u'warm', u'welcom', u'new', u'member', u'famili', u'healthi', u'calv', u'bound', u'around', u'nap', u'play', u'see', u'elor', u'new', u'world', u'youtub', u'account', u'pictur', u'karsten', u'heuer', u'park', u'canada']"
187,2440,1.53283e+18,This is what you get for eloring Kouchibouguac National Park: the time of your life under a sky eloding with colors! Picture by ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4c421e0ea6e325e9f377f8866cc1549b/5AE7742E/t51.2885-15/e35/18950328_1191540747635981_1305776040596996096_n.jpg,"[""marina_storiesofinspiration""]",19,2017-06-08_11-39-27,GraphImage,parks.canada,[],2017-06-08T11:39:27,BVFsXz6g5WN,False,"[""sunset"",""kouchibouguac"",""kouchibouguacnp"",""newbrunswick"",""explorenb"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,get eloring Kouchibouguac National Park time life sky eloding colors Picture,"['get', 'eloring', 'Kouchibouguac', 'National', 'Park', 'time', 'life', 'sky', 'eloding', 'colors', 'Picture']","[u'get', u'elor', u'kouchibouguac', u'nation', u'park', u'time', u'life', u'sky', u'elod', u'color', u'pictur']"
188,2314,1.53373e+18,"When the sun sets, the skies over Kejimkujik reveal a beautiful panorama of tens of thousands of stars in Nova Scotia’s only Dark Sky Preserve! Picture by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1d9e0469dbafce052851575293b7c8/5AF9BF02/t51.2885-15/e35/18947892_967078746762608_5363031229069262848_n.jpg,"[""wildsweetpeaphotography""]",14,2017-06-09_17-37-03,GraphImage,parks.canada,"[""wildsweetpeaphotography""]",2017-06-09T17:37:03,BVI6F3Ig6MD,False,"[""keji"",""nationalparks"",""kejimkujik"",""stars"",""novascotia"",""visitnovascotia"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",4143631778,,sun sets skies Kejimkujik reveal beautiful panorama tens thousands stars Nova Dark Sky Preserve Picture,"['sun', 'sets', 'skies', 'Kejimkujik', 'reveal', 'beautiful', 'panorama', 'tens', 'thousands', 'stars', 'Nova', 'Dark', 'Sky', 'Preserve', 'Picture']","[u'sun', u'set', u'sky', u'kejimkujik', u'reveal', u'beauti', u'panorama', u'ten', u'thousand', u'star', u'nova', u'dark', u'sky', u'preserv', u'pictur']"
189,2055,1.53435e+18,Discover an idyllic beach break getaway in the heart of Riding Mountain National Park. Spend lazy nights under canvas and enjoy endless days eloring the natural beauty of the prairies and the sparkling waters and sandy beach of Clear Lake.Photo by ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f1892ff27755a2b9c542b80f0036b25/5AFBD4A6/t51.2885-15/e35/19050120_427343520972735_7999569295392636928_n.jpg,"[""jdleigh""]",19,2017-06-10_13-56-53,GraphImage,parks.canada,[],2017-06-10T13:56:53,BVLFsJ4g_Op,False,"[""stargazing"",""discoverclearlake"",""clearlakecountry"",""travelmanitoba"",""ridingmountainnationalpark"",""explorethenight"",""exploremb"",""wanderlustofcanada"",""imagesofcanada"",""ridingnp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""getoutside"",""gooutside"",""kayaking"",""lake"",""spring"",""beautiful"",""instagood"",""dock"",""sunset"",""photography"",""landscape"",""landscapephotography"",""peaceful"",""stillness""]",4143631778,,Discover idyllic beach break getaway heart Riding Mountain National Park Spend lazy nights canvas enjoy endless days eloring natural beauty prairies sparkling waters sandy beach Clear Lake Photo,"['Discover', 'idyllic', 'beach', 'break', 'getaway', 'heart', 'Riding', 'Mountain', 'National', 'Park', 'Spend', 'lazy', 'nights', 'canvas', 'enjoy', 'endless', 'days', 'eloring', 'natural', 'beauty', 'prairies', 'sparkling', 'waters', 'sandy', 'beach', 'Clear', 'Lake', 'Photo']","[u'discov', u'idyl', u'beach', u'break', u'getaway', u'heart', u'ride', u'mountain', u'nation', u'park', u'spend', u'lazi', u'night', u'canva', u'enjoy', u'endless', u'day', u'elor', u'natur', u'beauti', u'prairi', u'sparkl', u'water', u'sandi', u'beach', u'clear', u'lake', u'photo']"
190,2130,1.53515e+18,"The wilderness of central Saskatchewan – grasslands, boreal forests, rolling aspen parkland and pure lakes – meets accessibility in Prince Albert National Park. Canoe in a network of lakes and streams, camp in aspen and tamarack forests and see wildlife like rare plains bison and white pelicans, making the eerience as wild or relaxing as you like.Photo by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/d9985edf32a385e1bb6796ff7a613795/5ADCB693/t51.2885-15/e35/18950230_308123006279397_2801923981148422144_n.jpg,"[""thebitingnorth""]",12,2017-06-11_16-30-22,GraphImage,parks.canada,"[""thebitingnorth""]",2017-06-11T16:30:22,BVN8DLQAgKq,False,"[""north"",""saskatchewan"",""waskesiu"",""princealbertnationalpark"",""princealbertnp"",""panp"",""exploresask"",""canada"",""explorecanada"",""getoutside"",""gooutside"",""kayaking"",""lake"",""spring"",""beautiful"",""instagood"",""dock"",""sunset"",""photography"",""landscape"",""landscapephotography"",""peaceful"",""stillness"",""valleyview"",""boundarybog"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada""]",4143631778,,wilderness central Saskatchewan grasslands boreal forests rolling aspen parkland pure lakes meets accessibility Prince Albert National Park Canoe network lakes streams camp aspen tamarack forests see wildlife like rare plains bison white pelicans making eerience wild relaxing like Photo,"['wilderness', 'central', 'Saskatchewan', 'grasslands', 'boreal', 'forests', 'rolling', 'aspen', 'parkland', 'pure', 'lakes', 'meets', 'accessibility', 'Prince', 'Albert', 'National', 'Park', 'Canoe', 'network', 'lakes', 'streams', 'camp', 'aspen', 'tamarack', 'forests', 'see', 'wildlife', 'like', 'rare', 'plains', 'bison', 'white', 'pelicans', 'making', 'eerience', 'wild', 'relaxing', 'like', 'Photo']","[u'wilder', u'central', u'saskatchewan', u'grassland', u'boreal', u'forest', u'roll', u'aspen', u'parkland', u'pure', u'lake', u'meet', u'access', u'princ', u'albert', u'nation', u'park', u'cano', u'network', u'lake', u'stream', u'camp', u'aspen', u'tamarack', u'forest', u'see', u'wildlif', u'like', u'rare', u'plain', u'bison', u'white', u'pelican', u'make', u'eerienc', u'wild', u'relax', u'like', u'photo']"
191,2268,1.5358e+18,"Point Pelee National Park is your doorway into a world of natural wonders. From your first step into the park you’ll be amazed by a diversity of habitats, from the sheltered canopy of the southern Carolinian forest to the eansive sea of cattails in the marsh.Photo by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/cb9ea939ee3bb305a5d85e5ebba0dba7/5AE19CA3/t51.2885-15/e35/19051541_120988318488395_7109927031172759552_n.jpg,"[""medusakgu""]",12,2017-06-12_14-00-51,GraphImage,parks.canada,[],2017-06-12T14:00:51,BVQPu9CA_Ou,False,"[""pointpelee"",""pointpeleenp"",""leamington"",""travelontario"",""discoverontario"",""hiking"",""hikingadventures"",""goodmorning"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""boardwalk"",""clouds"",""sunrise"",""mondaymotivation"",""mondaymeditation""]",4143631778,,Point Pelee National Park doorway world natural wonders first step park amazed diversity habitats sheltered canopy southern Carolinian forest eansive sea cattails marsh Photo,"['Point', 'Pelee', 'National', 'Park', 'doorway', 'world', 'natural', 'wonders', 'first', 'step', 'park', 'amazed', 'diversity', 'habitats', 'sheltered', 'canopy', 'southern', 'Carolinian', 'forest', 'eansive', 'sea', 'cattails', 'marsh', 'Photo']","[u'point', u'pele', u'nation', u'park', u'doorway', u'world', u'natur', u'wonder', u'first', u'step', u'park', u'amaz', u'divers', u'habitat', u'shelter', u'canopi', u'southern', u'carolinian', u'forest', u'eansiv', u'sea', u'cattail', u'marsh', u'photo']"
192,1932,1.53652e+18,"Set out across the water… La Mauricie National Park offers a whole range of beautiful places to relax. Little known to visitors, Alphonse, Écarté and Soumire lakes provide the perfect backdrop for observing fauna amidst an awe-inspiring landscape. Just launch your canoe and get out your binoculars to take in the sights! by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/69f9a517f4a3b0b50d17efefabe14b1b/5AFDAD93/t51.2885-15/e35/19120916_1062936650506871_1751682487320313856_n.jpg,"[""sebastienpaquette""]",11,2017-06-13_13-51-39,GraphImage,parks.canada,[],2017-06-13T13:51:39,BVSzeZrgYpJ,False,"[""mauricienp"",""paddling"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation""]",4143631778,,Set across La Mauricie National Park offers whole range beautiful places relax Little known visitors Alphonse Soumire lakes provide perfect backdrop observing fauna amidst awe inspiring landscape launch canoe get binoculars take sights,"['Set', 'across', 'La', 'Mauricie', 'National', 'Park', 'offers', 'whole', 'range', 'beautiful', 'places', 'relax', 'Little', 'known', 'visitors', 'Alphonse', 'Soumire', 'lakes', 'provide', 'perfect', 'backdrop', 'observing', 'fauna', 'amidst', 'awe', 'inspiring', 'landscape', 'launch', 'canoe', 'get', 'binoculars', 'take', 'sights']","[u'set', u'across', 'la', u'maurici', u'nation', u'park', u'offer', u'whole', u'rang', u'beauti', u'place', u'relax', u'littl', u'known', u'visitor', u'alphons', u'soumir', u'lake', u'provid', u'perfect', u'backdrop', u'observ', u'fauna', u'amidst', u'awe', u'inspir', u'landscap', u'launch', u'cano', u'get', u'binocular', u'take', u'sight']"
193,2253,1.53734e+18,"Head towards the lush forest… Thousand Islands National Park invites you to eerience its magic. Granite islands speckle the St. Lawrence River between Canadian Shield and Adirondack Mountains. Elore by boating, paddling, or hiking. This incredible hidden gem awaits you, just a few hours from Toronto or Montreal. by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b3fb2988a22544c30443f51330dafbd2/5AEFC3B2/t51.2885-15/e35/19051696_1508068845899644_1064075562013687808_n.jpg,"[""ashleighmargison""]",18,2017-06-14_17-03-06,GraphImage,parks.canada,[],2017-06-14T17:03:06,BVVuLiXAsJO,False,"[""paddling"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""tinationalpark"",""thousandislandsnp"",""1000islands""]",4143631778,,Head towards lush Thousand Islands National Park invites eerience magic Granite islands speckle St Lawrence River Canadian Shield Adirondack Mountains Elore boating paddling hiking incredible hidden gem awaits hours Toronto Montreal,"['Head', 'towards', 'lush', 'Thousand', 'Islands', 'National', 'Park', 'invites', 'eerience', 'magic', 'Granite', 'islands', 'speckle', 'St', 'Lawrence', 'River', 'Canadian', 'Shield', 'Adirondack', 'Mountains', 'Elore', 'boating', 'paddling', 'hiking', 'incredible', 'hidden', 'gem', 'awaits', 'hours', 'Toronto', 'Montreal']","[u'head', u'toward', u'lush', u'thousand', u'island', u'nation', u'park', u'invit', u'eerienc', u'magic', u'granit', u'island', u'speckl', 'st', u'lawrenc', u'river', u'canadian', u'shield', u'adirondack', u'mountain', u'elor', u'boat', u'paddl', u'hike', u'incred', u'hidden', u'gem', u'await', u'hour', u'toronto', u'montreal']"
194,2457,1.53801e+18,"Take the boardwalk through lush wetlands… Elk Island National Park is not only an important refuge for bison, elk and more than bird species, but is also an oasis of calm for day picnickers and overnight campers alike. by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c80a81f6cd6333ce466c96be1040cbe4/5AFC61F8/t51.2885-15/e35/19120397_1112422565525938_7485480547787997184_n.jpg,"[""aliaguyot""]",37,2017-06-15_15-21-25,GraphImage,parks.canada,[],2017-06-15T15:21:25,BVYHVohgoT1,False,"[""elkislandnationalpark"",""elkisland"",""elkislandnp"",""yeg"",""nationalparks"",""daysoff"",""explorealberta"",""exploreedmonton"",""travelalberta"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation""]",4143631778,,Take boardwalk lush Elk Island National Park important refuge bison elk bird species also oasis calm day picnickers overnight campers alike,"['Take', 'boardwalk', 'lush', 'Elk', 'Island', 'National', 'Park', 'important', 'refuge', 'bison', 'elk', 'bird', 'species', 'also', 'oasis', 'calm', 'day', 'picnickers', 'overnight', 'campers', 'alike']","[u'take', u'boardwalk', u'lush', u'elk', u'island', u'nation', u'park', u'import', u'refug', u'bison', u'elk', u'bird', u'speci', u'also', u'oasi', u'calm', u'day', u'picnick', u'overnight', u'camper', u'alik']"
195,2155,1.53887e+18,"Leave the water behind… Located on the tip of the Gaspé Peninsula, Forillon National Park is a mountainous area that borders on the Gulf of St. Lawrence and the Bay of Gaspé. by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/50a5d8a39d6b1ae6b92553dcffb051f3/5AFA7A48/t51.2885-15/e35/19120826_1130456390433562_2990058907516272640_n.jpg,"[""alexebriand""]",18,2017-06-16_19-47-56,GraphImage,parks.canada,[],2017-06-16T19:47:56,BVbKofnA5Ng,False,"[""forillon"",""forillonnp"",""mylandsend"",""nationalparks"",""daysoff"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation""]",4143631778,,Leave water Located tip Peninsula Forillon National Park mountainous area borders Gulf St Lawrence Bay,"['Leave', 'water', 'Located', 'tip', 'Peninsula', 'Forillon', 'National', 'Park', 'mountainous', 'area', 'borders', 'Gulf', 'St', 'Lawrence', 'Bay']","[u'leav', u'water', u'locat', u'tip', u'peninsula', u'forillon', u'nation', u'park', u'mountain', u'area', u'border', u'gulf', 'st', u'lawrenc', u'bay']"
196,2809,1.53945e+18,"Take the path less traveled, where the mountains meet the sea.As you hug the world-famous Cabot Trail coastline you'll wind through Cape Breton Highlands National Park, where lush, forested river canyons carve into the ancient plateau, edged by rust-coloured cliffs. by ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4d3c4641df64668cce015d9056bbd624/5AFCE0AD/t51.2885-15/e35/19121925_1893827064217971_8503941212066021376_n.jpg,"[""nomes_adventuring""]",37,2017-06-17_15-00-46,GraphImage,parks.canada,[],2017-06-17T15:00:46,BVdOkNfACCc,False,"[""capebretonhighlands"",""cbh"",""cbhnp"",""capebreton"",""novascotia"",""tourismns"",""nationalparks"",""daysoff"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation""]",4143631778,,Take path less traveled mountains meet sea hug world famous Cabot Trail coastline wind Cape Breton Highlands National Park lush forested river canyons carve ancient plateau edged rust coloured cliffs,"['Take', 'path', 'less', 'traveled', 'mountains', 'meet', 'sea', 'hug', 'world', 'famous', 'Cabot', 'Trail', 'coastline', 'wind', 'Cape', 'Breton', 'Highlands', 'National', 'Park', 'lush', 'forested', 'river', 'canyons', 'carve', 'ancient', 'plateau', 'edged', 'rust', 'coloured', 'cliffs']","[u'take', u'path', u'less', u'travel', u'mountain', u'meet', u'sea', u'hug', u'world', u'famous', u'cabot', u'trail', u'coastlin', u'wind', u'cape', u'breton', u'highland', u'nation', u'park', u'lush', u'forest', u'river', u'canyon', u'carv', u'ancient', u'plateau', u'edg', u'rust', u'colour', u'cliff']"
