,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
609,609,609,609,377625007887_10155129385082888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155129385082888/?type=3,2017-03-12 13:20:16,1,0,0,1,0,0,0,0,0,0,"Lorsque vous conduisez, concentrez-vous sur la route et non sur votre téléphone. Votre vie vaut plus qu’un appel!",[],[],Lorsque vous conduisez concentrez vous sur la route et non sur votre phone Votre vie vaut plus un appel,"['Lorsque', 'vous', 'conduisez', 'concentrez', 'vous', 'sur', 'la', 'route', 'et', 'non', 'sur', 'votre', 'phone', 'Votre', 'vie', 'vaut', 'plus', 'un', 'appel']","[u'lorsqu', u'vous', u'conduisez', u'concentrez', u'vous', u'sur', 'la', u'rout', 'et', u'non', u'sur', u'votr', u'phone', u'votr', u'vie', u'vaut', u'plus', 'un', u'appel']","Lorsque vous conduisez, concentrez-vous sur la route et non sur votre téléphone. Votre vie vaut plus qu’un appel!",Environmental
610,610,610,610,377625007887_10155126174657888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155126174657888/?type=3,2017-03-11 15:01:12,2,0,0,2,0,0,0,0,0,0,éans : Le gouvernement du Canada travaille à la protection de ôtes en Colombie-Britannique :,"['#PlanDeProtectionDesOc', '#NosC']",['ow.ly/J1Bt3094MNN'],ans Le gouvernement du Canada travaille la protection de tes en Colombie Britannique ow ly J1Bt3094MNN,"['ans', 'Le', 'gouvernement', 'du', 'Canada', 'travaille', 'la', 'protection', 'de', 'tes', 'en', 'Colombie', 'Britannique', 'ow', 'ly', 'J1Bt3094MNN']","[u'an', 'le', u'gouvern', 'du', u'canada', u'travaill', 'la', u'protect', 'de', u'tes', 'en', u'colombi', u'britanniqu', 'ow', 'ly', u'j1bt3094mnn']",#PlanDeProtectionDesOcéans : Le gouvernement du Canada travaille à la protection de #NosCôtes en Colombie-Britannique : ow.ly/J1Bt3094MNN,Social
611,611,611,611,377625007887_10155122768152888,"VÉHICULES ROUTIERS (voitures, VUS, fourgonnettes, camionnettes.",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155122768152888/?type=3,2017-03-10 18:00:20,2,0,2,2,0,0,0,0,0,0,Rappel : VUS BMW X5 et X6. L’arbre de transmission pourrait être mal scellé. 2,[],['http://www.tc.gc.ca/fqr3'],Rappel VUS BMW X5 et X6 arbre de transmission pourrait mal http www tc gc ca fqr32,"['Rappel', 'VUS', 'BMW', 'X5', 'et', 'X6', 'arbre', 'de', 'transmission', 'pourrait', 'mal', 'http', 'www', 'tc', 'gc', 'ca', 'fqr32']","[u'rappel', u'vus', u'bmw', 'x5', 'et', 'x6', u'arbr', 'de', u'transmiss', u'pourrait', u'mal', u'http', u'www', 'tc', 'gc', 'ca', u'fqr32']",Rappel : VUS BMW X5 et X6. L’arbre de transmission pourrait être mal scellé. http://www.tc.gc.ca/fqr32,Environmental
612,612,612,612,377625007887_10155118752062888,"VÉHICULES ROUTIERS (voitures, VUS, fourgonnettes, camionnettes.",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155118752062888/?type=3,2017-03-09 20:00:33,2,1,2,1,0,0,0,0,1,0,Rappel : Subaru Impreza. Problème de logiciel : l’image de la caméra de recul pourrait ne pas bien s’afficher.,[],['http://www.tc.gc.ca/futaf'],Rappel Subaru Impreza de logiciel image de la ra de recul pourrait ne pas bien afficher http www tc gc ca futaf,"['Rappel', 'Subaru', 'Impreza', 'de', 'logiciel', 'image', 'de', 'la', 'ra', 'de', 'recul', 'pourrait', 'ne', 'pas', 'bien', 'afficher', 'http', 'www', 'tc', 'gc', 'ca', 'futaf']","[u'rappel', u'subaru', u'impreza', 'de', u'logiciel', u'imag', 'de', 'la', 'ra', 'de', u'recul', u'pourrait', 'ne', u'pas', u'bien', u'affich', u'http', u'www', 'tc', 'gc', 'ca', u'futaf']",Rappel : Subaru Impreza. Problème de logiciel : l’image de la caméra de recul pourrait ne pas bien s’afficher. http://www.tc.gc.ca/futaf,Social
613,613,613,613,377625007887_10155118536277888,"VÉHICULES ROUTIERS (voitures, VUS, fourgonnettes, camionnettes.",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155118536277888/?type=3,2017-03-09 18:00:19,2,2,5,1,0,0,0,1,0,0,"Rappel : Porsche Macan. Avec le temps, le tapis de détection du passager avant pourrait se détériorer et empêcher le coussin gonflable de se déployer.",[],['http://www.tc.gc.ca/genmp'],Rappel Porsche Macan Avec le temps le tapis de tection du passager avant pourrait se riorer et le coussin gonflable de se ployer http www tc gc ca genmp,"['Rappel', 'Porsche', 'Macan', 'Avec', 'le', 'temps', 'le', 'tapis', 'de', 'tection', 'du', 'passager', 'avant', 'pourrait', 'se', 'riorer', 'et', 'le', 'coussin', 'gonflable', 'de', 'se', 'ployer', 'http', 'www', 'tc', 'gc', 'ca', 'genmp']","[u'rappel', u'porsch', u'macan', u'avec', 'le', u'temp', 'le', u'tapi', 'de', u'tection', 'du', u'passag', u'avant', u'pourrait', 'se', u'riorer', 'et', 'le', u'coussin', u'gonflabl', 'de', 'se', u'ployer', u'http', u'www', 'tc', 'gc', 'ca', u'genmp']","Rappel : Porsche Macan. Avec le temps, le tapis de détection du passager avant pourrait se détériorer et empêcher le coussin gonflable de se déployer. http://www.tc.gc.ca/genmp",Environmental
614,614,614,614,377625007887_10155118222857888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155118222857888/?type=3,2017-03-09 16:01:31,1,0,0,1,0,0,0,0,0,0,Idée d’activité pour la relâche : Pier / Quai à Halifax! Saviez-vous que million d’immigrants sont arrivés au Quai de à ? e anniversaire de la Confédération du Canada,[],[],pour la che Pier 21 Quai 21 Halifax Saviez vous que million immigrants sont au Quai 21 de 1928 1971 150e anniversaire de la ration du Canada,"['pour', 'la', 'che', 'Pier', '21', 'Quai', '21', 'Halifax', 'Saviez', 'vous', 'que', 'million', 'immigrants', 'sont', 'au', 'Quai', '21', 'de', '1928', '1971', '150e', 'anniversaire', 'de', 'la', 'ration', 'du', 'Canada']","[u'pour', 'la', u'che', u'pier', '21', u'quai', '21', u'halifax', u'saviez', u'vous', u'que', u'million', u'immigr', u'sont', 'au', u'quai', '21', 'de', u'1928', u'1971', u'150e', u'anniversair', 'de', 'la', u'ration', 'du', u'canada']",Idée d’activité pour la relâche : Pier 21 / Quai 21 à Halifax! Saviez-vous que 1 million d’immigrants sont arrivés au Quai 21 de 1928 à 1971? 150e anniversaire de la Confédération du Canada,Environmental
615,615,615,615,377625007887_10155117772002888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155117772002888/?type=3,2017-03-09 13:01:10,0,0,1,0,0,0,0,0,0,0,"Les infrastructures d’approvisionnement en eau et de traitement des eaux usées sont essentielles pour maintenir la propreté de nos cours d’eau et pour que nous ayons des collectivités saines et où il fait bon vivre. Le Fonds pour l’eau potable et le traitement des eaux usées favorise la mise en place de réseaux d’égout et d’aqueduc plus fiables, afin que l’eau potable et les effluents d’eaux usées répondent aux normes prescrites par la loi.",[],[],Les infrastructures approvisionnement en eau et de traitement des eaux es sont essentielles pour maintenir la de nos cours eau et pour que nous ayons des saines et il fait bon vivre Le Fonds pour eau potable et le traitement des eaux es favorise la mise en place de seaux gout et aqueduc plus fiables afin que eau potable et les effluents eaux es pondent aux normes prescrites par la loi,"['Les', 'infrastructures', 'approvisionnement', 'en', 'eau', 'et', 'de', 'traitement', 'des', 'eaux', 'es', 'sont', 'essentielles', 'pour', 'maintenir', 'la', 'de', 'nos', 'cours', 'eau', 'et', 'pour', 'que', 'nous', 'ayons', 'des', 'saines', 'et', 'il', 'fait', 'bon', 'vivre', 'Le', 'Fonds', 'pour', 'eau', 'potable', 'et', 'le', 'traitement', 'des', 'eaux', 'es', 'favorise', 'la', 'mise', 'en', 'place', 'de', 'seaux', 'gout', 'et', 'aqueduc', 'plus', 'fiables', 'afin', 'que', 'eau', 'potable', 'et', 'les', 'effluents', 'eaux', 'es', 'pondent', 'aux', 'normes', 'prescrites', 'par', 'la', 'loi']","[u'les', u'infrastructur', u'approvisionn', 'en', u'eau', 'et', 'de', u'traitement', u'des', u'eaux', 'es', u'sont', u'essentiell', u'pour', u'maintenir', 'la', 'de', u'nos', u'cour', u'eau', 'et', u'pour', u'que', u'nous', u'ayon', u'des', u'sain', 'et', 'il', u'fait', u'bon', u'vivr', 'le', u'fond', u'pour', u'eau', u'potabl', 'et', 'le', u'traitement', u'des', u'eaux', 'es', u'favoris', 'la', u'mise', 'en', u'place', 'de', u'seaux', u'gout', 'et', u'aqueduc', u'plus', u'fiabl', u'afin', u'que', u'eau', u'potabl', 'et', u'les', u'effluent', u'eaux', 'es', u'pondent', u'aux', u'norm', u'prescrit', u'par', 'la', u'loi']","Les infrastructures d’approvisionnement en eau et de traitement des eaux usées sont essentielles pour maintenir la propreté de nos cours d’eau et pour que nous ayons des collectivités saines et où il fait bon vivre. Le Fonds pour l’eau potable et le traitement des eaux usées favorise la mise en place de réseaux d’égout et d’aqueduc plus fiables, afin que l’eau potable et les effluents d’eaux usées répondent aux normes prescrites par la loi.",Economical
616,616,616,616,377625007887_10155114541437888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155114541437888/?type=3,2017-03-08 20:01:06,1,0,0,1,0,0,0,0,0,0,"Saviez-vous qu’en , Margaret Dunseith devient l’une des premières contrôleuses de la circulation aérienne au Canada?",[],[],Saviez vous en 1952 Margaret Dunseith devient une des res leuses de la circulation rienne au Canada,"['Saviez', 'vous', 'en', '1952', 'Margaret', 'Dunseith', 'devient', 'une', 'des', 'res', 'leuses', 'de', 'la', 'circulation', 'rienne', 'au', 'Canada']","[u'saviez', u'vous', 'en', u'1952', u'margaret', u'dunseith', u'devient', u'une', u'des', u'res', u'leus', 'de', 'la', u'circul', u'rienn', 'au', u'canada']","Saviez-vous qu’en 1952, Margaret Dunseith devient l’une des premières contrôleuses de la circulation aérienne au Canada?",Social
617,617,617,617,377625007887_10155114132382888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155114132382888/?type=3,2017-03-08 17:00:20,1,0,0,1,0,0,0,0,0,0,"Avant d'acheter une voiture, consultez l'outil de recherche sur les côtes de consommation de carburant. 0",[],['http://ow.ly/Bqsg309IMw'],Avant acheter une voiture consultez outil de recherche sur les tes de consommation de carburant http ow ly Bqsg309IMw0,"['Avant', 'acheter', 'une', 'voiture', 'consultez', 'outil', 'de', 'recherche', 'sur', 'les', 'tes', 'de', 'consommation', 'de', 'carburant', 'http', 'ow', 'ly', 'Bqsg309IMw0']","[u'avant', u'achet', u'une', u'voitur', u'consultez', u'outil', 'de', u'recherch', u'sur', u'les', u'tes', 'de', u'consomm', 'de', u'carbur', u'http', 'ow', 'ly', u'bqsg309imw0']","Avant d'acheter une voiture, consultez l'outil de recherche sur les côtes de consommation de carburant. http://ow.ly/Bqsg309IMw0",Social
618,618,618,618,377625007887_10155113072937888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155113072937888/?type=3,2017-03-08 10:01:51,1,0,0,1,0,0,0,0,0,0,"En , Lorna deBlicquy devient la première inspectrice de l’aviation civile au Canada.",[],[],En 1977 Lorna deBlicquy devient la inspectrice de aviation civile au Canada,"['En', '1977', 'Lorna', 'deBlicquy', 'devient', 'la', 'inspectrice', 'de', 'aviation', 'civile', 'au', 'Canada']","['en', u'1977', u'lorna', u'deblicquy', u'devient', 'la', u'inspectric', 'de', u'aviat', u'civil', 'au', u'canada']","En 1977, Lorna deBlicquy devient la première inspectrice de l’aviation civile au Canada.",Social
619,619,619,619,377625007887_10155110484222888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155110484222888/?type=3,2017-03-07 16:01:22,0,0,2,0,0,0,0,0,0,0,"Protéger, préserver et restaurer ôtes au Canada atlantique, la Voie maritime du Saint-Laurent et les Grands Lacs :","['#', '#NosC']",['http://ow.ly/Cpvu308STzE'],ger server et restaurer tes au Canada atlantique la Voie maritime du Saint Laurent et les Grands Lacs http ow ly Cpvu308STzE,"['ger', 'server', 'et', 'restaurer', 'tes', 'au', 'Canada', 'atlantique', 'la', 'Voie', 'maritime', 'du', 'Saint', 'Laurent', 'et', 'les', 'Grands', 'Lacs', 'http', 'ow', 'ly', 'Cpvu308STzE']","[u'ger', u'server', 'et', u'restaur', u'tes', 'au', u'canada', u'atlantiqu', 'la', u'voie', u'maritim', 'du', u'saint', u'laurent', 'et', u'les', u'grand', u'lac', u'http', 'ow', 'ly', u'cpvu308stz']","Protéger, préserver et restaurer ##NosCôtes au Canada atlantique, la Voie maritime du Saint-Laurent et les Grands Lacs : http://ow.ly/Cpvu308STzE",Social
620,620,620,620,377625007887_10155109346232888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155109346232888/?type=3,2017-03-07 08:01:20,0,2,0,0,0,0,0,0,0,0,"Mardi-devinette: Pendant la Deuxième Guerre mondiale, combien de types d’avions Marion Orr a-t-elle pilotés? A. B. C. D.",[],[],Mardi devinette Pendant la Guerre mondiale combien de types avions Marion Orr elle 67 99 87,"['Mardi', 'devinette', 'Pendant', 'la', 'Guerre', 'mondiale', 'combien', 'de', 'types', 'avions', 'Marion', 'Orr', 'elle', '67', '99', '87']","[u'mardi', u'devinett', u'pendant', 'la', u'guerr', u'mondial', u'combien', 'de', u'type', u'avion', u'marion', u'orr', u'ell', '67', '99', '87']","Mardi-devinette: Pendant la Deuxième Guerre mondiale, combien de types d’avions Marion Orr a-t-elle pilotés?
A. 9
B. 67
C. 99
D. 87",Economical
621,621,621,621,377625007887_10155103655632888,"VÉHICULES RÉCRÉATIFS (VTT, motoneiges, motos tout terrain à usage",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795895067888.1073741829.377625007887/10155103655632888/?type=3,2017-03-05 14:00:40,3,2,7,3,0,0,0,0,0,0,Rappel : VUTT Polaris. Défaut d’allumage possible : du carburant non brûlé pourrait passer dans l’échappement et prendre feu. 2,[],['http://www.tc.gc.ca/0jbg'],Rappel VUTT Polaris faut allumage possible du carburant non pourrait passer dans chappement et prendre feu http www tc gc ca 0jbg2,"['Rappel', 'VUTT', 'Polaris', 'faut', 'allumage', 'possible', 'du', 'carburant', 'non', 'pourrait', 'passer', 'dans', 'chappement', 'et', 'prendre', 'feu', 'http', 'www', 'tc', 'gc', 'ca', '0jbg2']","[u'rappel', u'vutt', u'polari', u'faut', u'allumag', u'possibl', 'du', u'carbur', u'non', u'pourrait', u'passer', u'dan', u'chappement', 'et', u'prendr', u'feu', u'http', u'www', 'tc', 'gc', 'ca', u'0jbg2']",Rappel : VUTT Polaris. Défaut d’allumage possible : du carburant non brûlé pourrait passer dans l’échappement et prendre feu. http://www.tc.gc.ca/0jbg2,Social
622,622,622,622,377625007887_10155102764227888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155102764227888/?type=3,2017-03-05 08:01:10,2,0,1,2,0,0,0,0,0,0,Feux allumés rime avec conduite éclairée! u,[],['www.tc.gc.ca/VoiretEtreV'],Feux rime avec conduite www tc gc ca VoiretEtreVu,"['Feux', 'rime', 'avec', 'conduite', 'www', 'tc', 'gc', 'ca', 'VoiretEtreVu']","[u'feux', u'rime', u'avec', u'conduit', u'www', 'tc', 'gc', 'ca', u'voiretetrevu']",Feux allumés rime avec conduite éclairée! www.tc.gc.ca/VoiretEtreVu,Environmental
623,623,623,623,377625007887_10155100692172888,"VÉHICULES ROUTIERS (voitures, VUS, fourgonnettes, camionnettes.",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155100692172888/?type=3,2017-03-04 16:00:31,4,4,11,4,0,0,0,0,0,0,Rappel : Véhicules Ford et Lincoln. Problème d’assemblage de certains modules de coussin gonflable avant côté conducteur.,[],['http://www.tc.gc.ca/l948l'],Rappel hicules Ford et Lincoln assemblage de certains modules de coussin gonflable avant conducteur http www tc gc ca l948l,"['Rappel', 'hicules', 'Ford', 'et', 'Lincoln', 'assemblage', 'de', 'certains', 'modules', 'de', 'coussin', 'gonflable', 'avant', 'conducteur', 'http', 'www', 'tc', 'gc', 'ca', 'l948l']","[u'rappel', u'hicul', u'ford', 'et', u'lincoln', u'assemblag', 'de', u'certain', u'modul', 'de', u'coussin', u'gonflabl', u'avant', u'conducteur', u'http', u'www', 'tc', 'gc', 'ca', u'l948l']",Rappel : Véhicules Ford et Lincoln. Problème d’assemblage de certains modules de coussin gonflable avant côté conducteur. http://www.tc.gc.ca/l948l,Environmental
624,624,624,624,377625007887_10155097006617888,"VÉHICULES RÉCRÉATIFS (VTT, motoneiges, motos tout terrain à usage",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795895067888.1073741829.377625007887/10155097006617888/?type=3,2017-03-03 16:00:20,4,11,10,3,0,0,0,0,1,0,"Rappel : VUTT Polaris. Erreur de production possible : friction excessive des freins avant et risque d’incendie, à cause du gonflement des joints d’étanchéité.",[],['http://www.tc.gc.ca/lh2at'],Rappel VUTT Polaris Erreur de production possible friction excessive des freins avant et risque incendie cause du gonflement des joints http www tc gc ca lh2at,"['Rappel', 'VUTT', 'Polaris', 'Erreur', 'de', 'production', 'possible', 'friction', 'excessive', 'des', 'freins', 'avant', 'et', 'risque', 'incendie', 'cause', 'du', 'gonflement', 'des', 'joints', 'http', 'www', 'tc', 'gc', 'ca', 'lh2at']","[u'rappel', u'vutt', u'polari', u'erreur', 'de', u'product', u'possibl', u'friction', u'excess', u'des', u'frein', u'avant', 'et', u'risqu', u'incendi', u'caus', 'du', u'gonflement', u'des', u'joint', u'http', u'www', 'tc', 'gc', 'ca', u'lh2at']","Rappel : VUTT Polaris. Erreur de production possible : friction excessive des freins avant et risque d’incendie, à cause du gonflement des joints d’étanchéité. http://www.tc.gc.ca/lh2at",Social
625,625,625,625,377625007887_10155095601652888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155095601652888/?type=3,2017-03-03 08:01:50,2,0,0,2,0,0,0,0,0,0,"mars : er vol international de courrier en Amérique du Nord, de Vancouver à Seattle. Postes Canada e anniversaire de la Confédération du Canada",[],[],mars 1919 1er vol international de courrier en rique du Nord de Vancouver Seattle Postes Canada 150e anniversaire de la ration du Canada,"['mars', '1919', '1er', 'vol', 'international', 'de', 'courrier', 'en', 'rique', 'du', 'Nord', 'de', 'Vancouver', 'Seattle', 'Postes', 'Canada', '150e', 'anniversaire', 'de', 'la', 'ration', 'du', 'Canada']","[u'mar', u'1919', u'1er', u'vol', u'intern', 'de', u'courrier', 'en', u'riqu', 'du', u'nord', 'de', u'vancouv', u'seattl', u'post', u'canada', u'150e', u'anniversair', 'de', 'la', u'ration', 'du', u'canada']","3 mars 1919 : 1er vol international de courrier en Amérique du Nord, de Vancouver à Seattle. Postes Canada  150e anniversaire de la Confédération du Canada",Environmental
626,626,626,626,377625007887_10155093945907888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155093945907888/?type=3,2017-03-02 20:01:00,0,0,2,0,0,0,0,0,0,0,"Si vous croyez que votre auto a un défaut lié à la sécurité, remplissez le formulaire prévu à cet effet : U",[],['http://ow.ly/9LL0307IEM'],Si vous croyez que votre auto un faut la remplissez le formulaire vu cet effet http ow ly 9LL0307IEMU,"['Si', 'vous', 'croyez', 'que', 'votre', 'auto', 'un', 'faut', 'la', 'remplissez', 'le', 'formulaire', 'vu', 'cet', 'effet', 'http', 'ow', 'ly', '9LL0307IEMU']","['si', u'vous', u'croyez', u'que', u'votr', u'auto', 'un', u'faut', 'la', u'remplissez', 'le', u'formulair', 'vu', u'cet', u'effet', u'http', 'ow', 'ly', u'9ll0307iemu']","Si vous croyez que votre auto a un défaut lié à la sécurité, remplissez le formulaire prévu à cet effet : http://ow.ly/9LL0307IEMU",Environmental
627,627,627,627,377625007887_10155090955432888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155090955432888/?type=3,2017-03-01 20:01:10,2,0,0,2,0,0,0,0,0,0,Il y a compagnies de chemin de fer de compétence fédérale. Découvrez ceux qui sont ici :,[],['http://ow.ly/jCeY3082MiH'],Il 34 compagnies de chemin de fer de tence rale couvrez ceux qui sont ici http ow ly jCeY3082MiH,"['Il', '34', 'compagnies', 'de', 'chemin', 'de', 'fer', 'de', 'tence', 'rale', 'couvrez', 'ceux', 'qui', 'sont', 'ici', 'http', 'ow', 'ly', 'jCeY3082MiH']","['il', '34', u'compagni', 'de', u'chemin', 'de', u'fer', 'de', u'tenc', u'rale', u'couvrez', u'ceux', u'qui', u'sont', u'ici', u'http', 'ow', 'ly', u'jcey3082mih']",Il y a 34 compagnies de chemin de fer de compétence fédérale. Découvrez ceux qui sont ici : http://ow.ly/jCeY3082MiH,Social
628,628,628,628,377625007887_10155087314102888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155087314102888/?type=3,2017-02-28 13:55:30,1,0,1,1,0,0,0,0,0,0,"Les bateaux délaissés ou naufragés peuvent présenter des risques pour la sécurité et l’environnement sur ôtes. Selon le éans du Canada, la responsabilité des propriétaires de bateaux sera accrue.","['#NosC', '#PlanDeProtectionDesOc']",['http://ow.ly/bdld309oVyn'],Les bateaux ou peuvent senter des risques pour la et environnement sur tes Selon le ans du Canada la des taires de bateaux sera accrue http ow ly bdld309oVyn,"['Les', 'bateaux', 'ou', 'peuvent', 'senter', 'des', 'risques', 'pour', 'la', 'et', 'environnement', 'sur', 'tes', 'Selon', 'le', 'ans', 'du', 'Canada', 'la', 'des', 'taires', 'de', 'bateaux', 'sera', 'accrue', 'http', 'ow', 'ly', 'bdld309oVyn']","[u'les', u'bateaux', 'ou', u'peuvent', u'senter', u'des', u'risqu', u'pour', 'la', 'et', u'environn', u'sur', u'tes', u'selon', 'le', u'an', 'du', u'canada', 'la', u'des', u'tair', 'de', u'bateaux', u'sera', u'accru', u'http', 'ow', 'ly', u'bdld309ovyn']","Les bateaux délaissés ou naufragés peuvent présenter des risques pour la sécurité et l’environnement sur #NosCôtes.

Selon le #PlanDeProtectionDesOcéans du Canada, la responsabilité des propriétaires de bateaux sera accrue. http://ow.ly/bdld309oVyn",Environmental
629,629,629,629,377625007887_10155086592037888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155086592037888/?type=3,2017-02-28 08:01:17,3,3,0,3,0,0,0,0,0,0,"Mardi Devinette: À un passage à niveau, il y a un panneau avec une voie ferrée et un chiffre. Que représente ce chiffre? a) Écart de temps entre les trains b) Nombre de voies c) Nombre de wagons d) Points pour eérience",[],[],Mardi Devinette un passage niveau il un panneau avec une voie et un chiffre Que sente ce chiffre cart de temps entre les trains Nombre de voies Nombre de wagons Points pour rience,"['Mardi', 'Devinette', 'un', 'passage', 'niveau', 'il', 'un', 'panneau', 'avec', 'une', 'voie', 'et', 'un', 'chiffre', 'Que', 'sente', 'ce', 'chiffre', 'cart', 'de', 'temps', 'entre', 'les', 'trains', 'Nombre', 'de', 'voies', 'Nombre', 'de', 'wagons', 'Points', 'pour', 'rience']","[u'mardi', u'devinett', 'un', u'passag', u'niveau', 'il', 'un', u'panneau', u'avec', u'une', u'voie', 'et', 'un', u'chiffr', u'que', u'sent', 'ce', u'chiffr', u'cart', 'de', u'temp', u'entr', u'les', u'train', u'nombr', 'de', u'voi', u'nombr', 'de', u'wagon', u'point', u'pour', u'rienc']","Mardi Devinette: À un passage à  niveau, il y a un panneau avec une voie ferrée et un chiffre. Que représente ce chiffre?
a) Écart de temps entre les trains
b) Nombre de voies 
c) Nombre de wagons
d) Points pour expérience",Environmental
630,630,630,630,377625007887_10155085513887888,Timeline Photos,photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155085513887888/?type=3,2017-02-27 20:00:53,1,0,0,1,0,0,0,0,0,0,"En modifiant un peu vos habitudes, vous rendrez la conduite en hiver plus sécuritaire pour tous!",[],[],En modifiant un peu vos habitudes vous rendrez la conduite en hiver plus curitaire pour tous,"['En', 'modifiant', 'un', 'peu', 'vos', 'habitudes', 'vous', 'rendrez', 'la', 'conduite', 'en', 'hiver', 'plus', 'curitaire', 'pour', 'tous']","['en', u'modifi', 'un', u'peu', u'vos', u'habitud', u'vous', u'rendrez', 'la', u'conduit', 'en', u'hiver', u'plus', u'curitair', u'pour', u'tous']","En modifiant un peu vos habitudes, vous rendrez la conduite en hiver plus sécuritaire pour tous!",Environmental
631,631,631,631,377625007887_10155085313922888,"VÉHICULES ROUTIERS (voitures, VUS, fourgonnettes, camionnettes.",photo,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155085313922888/?type=3,2017-02-27 18:00:21,3,0,5,3,0,0,0,0,0,0,Rappel : Véhicules Volvo. Boulons pour assembler les rideaux gonflables possiblement non conformes.,[],['http://www.tc.gc.ca/g1ise'],Rappel hicules Volvo Boulons pour assembler les rideaux gonflables possiblement non conformes http www tc gc ca g1ise,"['Rappel', 'hicules', 'Volvo', 'Boulons', 'pour', 'assembler', 'les', 'rideaux', 'gonflables', 'possiblement', 'non', 'conformes', 'http', 'www', 'tc', 'gc', 'ca', 'g1ise']","[u'rappel', u'hicul', u'volvo', u'boulon', u'pour', u'assembl', u'les', u'rideaux', u'gonflabl', u'possibl', u'non', u'conform', u'http', u'www', 'tc', 'gc', 'ca', u'g1ise']",Rappel : Véhicules Volvo. Boulons pour assembler les rideaux gonflables possiblement non conformes. http://www.tc.gc.ca/g1ise,Environmental
632,632,632,632,377625007887_10155084262472888,,video,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10155084262472888/,2017-02-27 10:32:24,5,0,1,4,1,0,0,0,0,0,C’est la Journée Internationale De L’Ours Polaire! Voyez ce que l’Équipe Du PNSA a repéré sur Prince of Wales Island. Government of Nunavutt,[],[],est la Internationale De Polaire Voyez ce que quipe Du PNSA sur Prince Wales Island Government Nunavutt,"['est', 'la', 'Internationale', 'De', 'Polaire', 'Voyez', 'ce', 'que', 'quipe', 'Du', 'PNSA', 'sur', 'Prince', 'Wales', 'Island', 'Government', 'Nunavutt']","[u'est', 'la', u'international', 'de', u'polair', u'voyez', 'ce', u'que', u'quip', 'du', u'pnsa', u'sur', u'princ', u'wale', u'island', u'govern', u'nunavutt']",C’est la Journée Internationale De L’Ours Polaire! Voyez ce que l’Équipe Du PNSA a repéré sur Prince of Wales Island. Government of Nunavutt,Environmental
