Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
178,2017-06-05_13-18-19,2017-06-05T13:18:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8508bffe506915fc8bbe272d2f9aad89/5AFA49E8/t51.2885-15/e35/18889096_648238128719640_1652850750058921984_n.jpg,Are you the outdoorsy type? We say you should and camp out in a fantastic wilderness environment in Forillon National Park! Picture by  é ésie,outdoorsy type say TreatYoSelf camp fantastic wilderness environment Forillon National Park nPicture quebecoriginal quebec explorequebec forillon forillonnationalpark gaspesiejetaime sie imagesofcanada hiking hikingadventures camping letscamp thegreatoutdoors wanderlust campingadventures canada explorecanada parkscanada canada150 instatravel wildernessculture nature naturelovers naturephotography conservation photooftheday travel travelgram,"[""treatyoself"",""quebecoriginal"",""quebec"",""explorequebec"",""forillon"",""forillonnationalpark"",""gaspé"",""gaspesiejetaime"",""gaspésie"",""imagesofcanada"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""canada150"",""instatravel"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""conservation"",""photooftheday"",""travel"",""travelgram""]",17,2618,2635,en,0.4502450980392157,parks.canada_instagram,"['park', 'conservation', 'gas', 'or', 'nature']",positive,[],unknown,"['wilderness', 'wilderness', 'environment', 'environment', 'park']",Healthy wildlife populations
179,2017-07-13_13-22-42,2017-07-13T13:22:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/683a782f8e91ce145a6290ec3517cd92/5AF2F953/t51.2885-15/e35/20066568_330364094054123_2614399648806207488_n.jpg,Fancy a picnic at Kootenay National Park? Picture THIS as your backdrop. : .....,Fancy picnic Kootenay National Park Picture backdrop kasiaophotos exploreBC kootenay BritishColumbia ExploreCanada canada150 travelgram adventure explore parkscanada hiking summer nationalparks canada canadian photography travelphotography adventure wanderlust yvr vancity,"[""explorebc"",""kootenay"",""britishcolumbia"",""explorecanada"",""canada150"",""travelgram"",""adventure"",""explore"",""parkscanada"",""hiking"",""summer"",""nationalparks"",""canada"",""canadian"",""photography"",""travelphotography"",""adventure"",""wanderlust"",""yvr"",""vancity""]",11,2616,2627,en,0.2670454545454545,parks.canada_instagram,"['park', 'or', 'mer']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
180,2017-07-06_16-20-54,2017-07-06T16:20:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eebb7507de1d9e9b5524e2aa2963fd7b/5ADC388D/t51.2885-15/e35/19761466_1878891125764132_4834451794383863808_n.jpg,"Lovers of water, we’ve got your next destination covered. Kejimkujik National Park and National Historic Site contains lakes and ponds and more than streams and rivers, most of which are part of the Mersey River watershed. Originating north of the park, this watershed is the largest in Nova Scotia. by ",Lovers water got next destination covered Kejimkujik National Park National Historic Site contains 46 lakes ponds 30 streams rivers part Mersey River watershed Originating north park watershed largest Nova Scotia Keji Kejimkujik DiscoverNS NovaScotia Canoe Kayak LakeLife instatravel vacation travelgram travel hiking photo instanature liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld ParksCanada Canada150,"[""keji"",""kejimkujik"",""discoverns"",""novascotia"",""canoe"",""kayak"",""lakelife"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""parkscanada"",""canada150""]",25,2600,2625,en,0.16603260869565215,parks.canada_instagram,"['nature', 'park', 'lakes', 'rivers', 'water', 'mer', 'or']",positive,"['water', 'park', 'lake', 'river', 'river', 'park']",Environmental,"['water', 'water', 'park', 'lake', 'lake', 'river', 'river', 'river', 'river', 'watershed', 'park', 'watershed']",Pristine lakes and rivers
181,2017-04-28_20-02-27,2017-04-28T20:02:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c4f020aa83a9846513b9ade638b1df0c/5AEBA67B/t51.2885-15/e35/18094720_231171037362716_503345677187678208_n.jpg,"Fathom Five is equal parts mystery and recreation, ecology and culture—and a welcoming escape to nature. Camp on starry-skied Flowerpot Island and enjoy the sparkling waters of Lake Huron! Awesome shot by ",Fathom Five equal parts mystery recreation ecology welcoming escape nature Camp starry skied Flowerpot Island enjoy sparkling waters Lake Huron nAwesome shot flowerpotisland brucepeninsula flowerpot fathomfive fathomfivenationalmarinepark travel travelphotography nature naturelovers naturephotography wild conservation wildlifephotography photooftheday travel instagood beautiful photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada ontario ExploreON,"[""flowerpotisland"",""brucepeninsula"",""flowerpot"",""fathomfive"",""fathomfivenationalmarinepark"",""travel"",""travelphotography"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""instagood"",""beautiful"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""ontario"",""exploreon""]",18,2601,2619,en,0.335,parks.canada_instagram,"['wildlife', 'lands', 'nature', 'eau', 'park', 'water', 'conservation', 'lake ', 'marine', 'or', 'landscape']",positive,"['nature', 'nature', 'water', 'lake']",Environmental,"['nature', 'water', 'water', 'lake', 'lake']",Clean drinking water
182,2017-09-19_16-54-30,2017-09-19T16:54:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6539cc3a892cccd64c0f440aa605a2be/5AE6C38E/t51.2885-15/e35/21827158_1920749024853108_5027860167497089024_n.jpg,Can you believe these views? Picture yourself here at Pacific Rim National Park Reserve… the real life west coast paradise! : ..... ,believe views Picture Pacific Rim National Park real life west coast paradise nicolepornan PacificRimNPR PacificRim Tofino explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography,"[""pacificrimnpr"",""pacificrim"",""tofino"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography""]",15,2597,2612,en,0.1360204081632653,parks.canada_instagram,"['eau', 'park', 'or', 'coast']",positive,"['park', 'coast']",Environmental,"['park', 'coast']",Healthy coasts and oceans
183,2017-07-11_12-01-37,2017-07-11T12:01:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/55cd9bee44c6f258218b9c473820788b/5AFE47F4/t51.2885-15/e35/20065565_2007989519424827_4050823930213040128_n.jpg,"Treat yourself to panoramic views of canyons, highlands and seacoasts. Cape Breton Highlands National Park is a floral paradise!: ..... ",Treat panoramic views canyons highlands seacoasts Cape Breton Highlands National Park floral paradise annemariewoodgate CapeBretonHighlands CBH CBHNP CapeBreton NovaScotia TourismNS nationalparks daysoff nature camping letscamp thegreatoutdoors wanderlust campingadventures canada explorecanada parkscanada letsgosomewhere canada150 instatravel getoutside neverstopexploring wildernessculture,"[""capebretonhighlands"",""cbh"",""cbhnp"",""capebreton"",""novascotia"",""tourismns"",""nationalparks"",""daysoff"",""nature"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""canada150"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture""]",22,2566,2588,en,0.14545454545454548,parks.canada_instagram,"['lands', 'nature', 'coasts', 'park', 'coast', 'or']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
184,2017-09-25_17-45-01,2017-09-25T17:45:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ba5ae5be3400e0458a341adc7004f2ec/5AFE49EE/t51.2885-15/e35/21980627_462235104158119_3958264941147848704_n.jpg,"Come sail away, here at the dreamy west coast beauty, Gulf Islands National Park Reserve! ️ : ..... ",Come sail away dreamy west coast beauty Gulf Islands National Park Reserve skinny4thewin GulfIslands SidneyBC GulfIslandsNP explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography,"[""gulfislands"",""sidneybc"",""gulfislandsnp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography""]",9,2567,2576,en,0.44375,parks.canada_instagram,"['eau', 'lands', 'park', 'or', 'coast']",positive,"['coast', 'park']",Environmental,"['coast', 'park', 'reserve', 'reserve', 'reserve']",Connecting Canadians with nature 
185,2017-05-22_14-59-34,2017-05-22T14:59:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/60e529b3f59e2118efa2897eca9dfe40/5AE954FB/t51.2885-15/e35/18579801_1680017342300960_4729142434691284992_n.jpg,It’s not too late to take part in our of the week!! We want to see your best pictures of our red chairs across Canada!! Who will be the one to catch ‘em all? Great shot by at the Louisbourg Heritage Lighthouse in Nova Scotia!  ,late take part ParksChallenge week want see best pictures red chairs across Canada one catch em nGreat shot Louisbourg Heritage Lighthouse Nova Scotia visitnovascotia stayandwander lifeincanada optoutside novascotia imagesofcanada louisbourg lighthouse canada explorecanada canada150 parkscanada letsgosomewhere instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram photography adventure landscape,"[""parkschallenge"",""visitnovascotia"",""stayandwander"",""lifeincanada"",""optoutside"",""novascotia"",""imagesofcanada"",""louisbourg"",""lighthouse"",""canada"",""explorecanada"",""canada150"",""parkscanada"",""letsgosomewhere"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram"",""photography"",""adventure"",""landscape""]",21,2555,2576,en,0.2202380952380953,parks.canada_instagram,"['lands', 'nature', 'park', 'air', 'conservation', 'or', 'landscape']",positive,[],unknown,[],unknown
186,2017-04-23_16-50-19,2017-04-23T16:50:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e5fda3d68e74b1485f741117fa546f97/5AF79572/t51.2885-15/e35/18012143_1884785205109622_140768373465153536_n.jpg,"Rugged coasts and lush temperate forests: discover the best of both worlds in Pacific Rim National Park Reserve! This summer will be a busy one, so make sure to plan your trip ahead if you want to fully enjoy the eerience. Awesome shot by ",Rugged coasts lush temperate forests discover best worlds Pacific Rim National Park Reserve summer busy one make sure plan trip ahead want fully enjoy experience nAwesome shot adventureswithtrees nature conservation wildlifephotography photooftheday travel photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada water ocean sea wildlife pacificrim pacificrimnpr tofino beach surf hellobc explorebc bc,"[""nature"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada"",""water"",""ocean"",""sea"",""wildlife"",""pacificrim"",""pacificrimnpr"",""tofino"",""beach"",""surf"",""hellobc"",""explorebc"",""bc""]",24,2551,2575,en,0.2328869047619048,parks.canada_instagram,"['wildlife', 'lands', 'nature', 'park', 'coasts', 'tree', 'coast', 'water', 'conservation', 'mer', 'or', 'landscape']",positive,"['coast', 'park']",Environmental,"['coast', 'forest', 'forest', 'park', 'reserve', 'reserve', 'reserve']",Connecting Canadians with nature 
187,2017-09-01_18-15-43,2017-09-01T18:15:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/88671eb7ed3457cc6fd7e8ef663dd3c3/5AEBD002/t51.2885-15/e35/21296195_1284726518302834_286862545032052736_n.jpg,"With the sunlight peeking through the treetops , and sandy beaches awaiting you, it’s easy to imagine yourself eloring the fairy-tale like woodlands of Prince Edward Island National Park! : .....",sunlight peeking treetops sandy beaches awaiting easy imagine exploring fairy tale like woodlands Prince Edward Island National Park laurennataliephotography PEI princeedwardisland princeedwardislandnp explorePEI eastcoast forest canada150 nationalpark park canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel traveller travelphotography view vacation adventure,"[""pei"",""princeedwardisland"",""princeedwardislandnp"",""explorepei"",""eastcoast"",""forest"",""canada150"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography"",""view"",""vacation"",""adventure""]",20,2550,2570,en,0.22875,parks.canada_instagram,"['lands', 'park', 'woodland', 'tree', 'coast', 'air', 'or']",positive,[],unknown,['park'],Connecting Canadians with nature 
188,2017-11-09_17-38-11,2017-11-09T17:38:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b9d47833c2a45811b92eda9fa7aa73f5/5AE4F612/t51.2885-15/e35/23347432_129373471114527_1769510754832089088_n.jpg,"Who already misses adventuring out on the water on an early summer morning? We do! Until the snowy winter activities start up, at least… ..: Forillon National Park ..: .. Travelphotography",already misses adventuring water early summer morning snowy winter activities start Forillon National Park ParksCanada Canada150 Travel Travelphotography Travelgram ExploreCanada Wanderlust DiscoverCanada Landscape Sunrise Instatravel tourist Vacation instagood wander travelbug instaexplore Forillon ForillonNP Quebec NationalPark,"[""parkscanada"",""canada150"",""travel"",""travelgram"",""explorecanada"",""wanderlust"",""discovercanada"",""landscape"",""sunrise"",""instatravel"",""tourist"",""vacation"",""instagood"",""wander"",""travelbug"",""instaexplore"",""forillon"",""forillonnp"",""quebec"",""nationalpark""]",12,2555,2567,en,0.28958333333333336,parks.canada_instagram,"['lands', 'park', 'water', 'mer', 'or', 'landscape']",positive,"['water', 'park']",Environmental,"['water', 'water', 'park']",Clean drinking water
189,2017-07-08_15-18-27,2017-07-08T15:18:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c65e9208b5f786b9c05ef49b4ba96ccf/5AEB30D4/t51.2885-15/e35/19932171_1908932336031558_4170767712361906176_n.jpg,Wondering what awaits you at Riding Mountain National Park? See the vast prairie skies blaze apricot and gold and watch a moose take a refreshing dip in cool waters. Thrill to witness the shimmering green lights of the aurora borealis and hike a gorge worn deep from thousands of years of erosion. Find peace in the boreal forest where the aspen parkland and fescue prairie meet. by  ,Wondering awaits Riding Mountain National Park See vast prairie skies blaze apricot gold watch moose take refreshing dip cool waters Thrill witness shimmering green lights aurora borealis hike gorge worn deep thousands years erosion Find peace boreal forest aspen parkland fescue prairie meet RidingMountain RidingNP instatravel vacation travelgram travel hiking photo instanature liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld ParksCanada Canada150 sunset beach explore explorecanada,"[""ridingmountain"",""ridingnp"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""parkscanada"",""canada150"",""sunset"",""beach"",""explore"",""explorecanada""]",23,2531,2554,en,0.3997282608695652,parks.canada_instagram,"['gold', 'nature', 'park', 'air', 'water', 'green ', 'mer', 'or']",positive,"['park', 'gold', 'water', 'green', 'green']",Environmental,"['mountain', 'mountain', 'park', 'prairie', 'water', 'water', 'forest', 'forest', 'prairie']",Sustainably managed lands and forests
190,2017-08-26_15-04-52,2017-08-26T15:04:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fa43a9873b89747620154046a9a7815/5AE2EBDA/t51.2885-15/e35/21041712_115165799148444_4123521143665590272_n.jpg,"Journey to the picturesque granite islands and windswept pine trees of Thousand Islands National Park. Eerience the magic of this captivating and historic wilderness, just a few hours from Toronto, Montreal, or Ottawa. : .....",Journey picturesque granite islands windswept pine trees Thousand Islands National Park Experience magic captivating historic wilderness hours Toronto Montreal Ottawa roarloudcat DiscoverON thousandislandsnationalpark thousandislands 1000islands lifeontheriver lovelifeoutside thegreatwaterway reflections naturelover Canada150 kayaking camping sharethechair ParksCanada,"[""discoveron"",""thousandislandsnationalpark"",""thousandislands"",""1000islands"",""lifeontheriver"",""lovelifeoutside"",""thegreatwaterway"",""reflections"",""ig_sunset"",""naturelover"",""sunset_captures"",""canada150"",""kayaking"",""camping"",""sharethechair"",""parkscanada""]",20,2513,2533,en,0.19611111111111112,parks.canada_instagram,"['lands', 'nature', 'park', 'tree', 'air', 'water', 'or']",positive,"['tree', 'park']",Environmental,"['park', 'wilderness', 'wilderness']",Sustainably managed lands and forests
191,2017-11-13_18-19-41,2017-11-13T18:19:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0725650393ad946dff37da445bb647fa/5AF52C53/t51.2885-15/e35/23421759_1932648623426852_6276717905623121920_n.jpg,"If this photo of Riding Mountain National Park doesn’t remind you that winter’s coming, we don’t know what will! Did you know there are winter activities at this gorgeous Manitoba park? ..: ...",photo Riding Mountain National Park remind coming know know winter activities gorgeous Manitoba park ParksCanada Canada150 Travel Travelphotography Travelgram ExploreCanada Wanderlust DiscoverCanada Landscape Sunrise Instatravel tourist Vacation instagood wander travelbug instaexplore RidingMountain RMNP Manitoba ExploreMB Manitobaphotography canada canadian,"[""parkscanada"",""canada150"",""travel"",""travelphotography"",""travelgram"",""explorecanada"",""wanderlust"",""discovercanada"",""landscape"",""sunrise"",""instatravel"",""tourist"",""vacation"",""instagood"",""wander"",""travelbug"",""instaexplore"",""ridingmountain"",""rmnp"",""manitoba"",""exploremb"",""manitobaphotography"",""canada"",""canadian""]",11,2517,2528,en,0.3363636363636364,parks.canada_instagram,"['lands', 'park', 'or', 'landscape']",positive,"['park', 'park']",Environmental,"['mountain', 'mountain', 'park', 'park']",Connecting Canadians with nature 
192,2017-06-30_12-58-32,2017-06-30T12:58:32,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f5996ce9eb1fe14eccc3d3b782865516/5AF5E660/t51.2885-15/e35/19436981_801958793305485_2903419916688293888_n.jpg,"Straight out of a storybook, eerience the beauty of the lush forests, and the world’s highest tides picturesque Fundy National Park has to offer!  : .....",Straight storybook experience beauty lush forests highest tides picturesque Fundy National Park offer theneighboursat714 fundynationalpark fundy explorecanada explorenb newbrunswick atlanticcanada coast eastcoast forest park canada canada150 parkscanada liveoutdoors instago wanderlust wanderer travelphotography ilovetravel trip tourism traveltheworld instatravel vacation travelgram travel hiking photo instanature nature,"[""fundynationalpark"",""fundy"",""explorecanada"",""explorenb"",""newbrunswick"",""atlanticcanada"",""coast"",""eastcoast"",""forest"",""park"",""canada"",""canada150"",""parkscanada"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""nature""]",16,2511,2527,en,0.36337890625,parks.canada_instagram,"['eau', 'coast', 'park', 'or', 'nature']",positive,['park'],Environmental,"['forest', 'forest', 'park']",Clean drinking water
193,2017-08-20_17-08-52,2017-08-20T17:08:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/19f48417c27f1296cd893d976dde31d1/5ADC668E/t51.2885-15/e35/20905684_318726868538002_4621658846589353984_n.jpg,"Kejimkujik National Park and National Historic Site is home to Nova Scotia’s only Dark Sky Preserve – it’s the place to be for unparalleled night sky beauty. But let’s not forget the magic that happens while the sun goes down, making way for the beautiful night! ️ : ",Kejimkujik National Park National Historic Site home Nova Dark Sky Preserve place unparalleled night sky beauty forget magic happens sun goes making way beautiful night vancey77 DestinationNS TravelNS Kejimkujik Keji DarkSkyPreserve Astronomy DarkSky Stars Liveyouradventure Instatravel Vacation TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy,"[""destinationns"",""travelns"",""kejimkujik"",""keji"",""darkskypreserve"",""astronomy"",""darksky"",""stars"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy""]",12,2513,2525,en,0.4102982954545455,parks.canada_instagram,"['eau', 'park', 'or']",positive,['park'],Environmental,"['park', 'preserve']",Healthy wildlife populations
194,2017-11-07_17-29-33,2017-11-07T17:29:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ea65229e96c0d765469178cca0229249/5AE54A29/t51.2885-15/e35/23280054_140603279920578_7070944920151785472_n.jpg,Who doesn’t love history with a view? Take in the historic past and communications triumphs of the town of St. John’s with this stunning ocean-view at Signal Hill National Historic Site! ..: ..,love history view Take historic past communications triumphs town St stunning ocean view Signal Hill National Historic Site parkscanada canada150 explorecanada tourism travel travelphotography instatravel wanderlust instagood nl signalhill signalhillnhs canada landscape travelgram instadaily travelmore adventure,"[""parkscanada"",""canada150"",""explorecanada"",""tourism"",""travel"",""travelphotography"",""instatravel"",""wanderlust"",""instagood"",""nl"",""signalhill"",""signalhillnhs"",""canada"",""landscape"",""travelgram"",""instadaily"",""travelmore"",""adventure""]",9,2515,2524,en,0.3668055555555556,parks.canada_instagram,"['lands', 'park', 'or', 'landscape']",positive,[],unknown,[],unknown
195,2017-05-28_09-25-22,2017-05-28T09:25:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e53caee0174da8e2feca7bd65500d26/5AEF258F/t51.2885-15/e35/18646261_1859314954286002_2432311044253679616_n.jpg,"Along the shore of Lake Superior, you will find Pukaskwa National Park. If you’re into hiking along granite ridges and breath taking view of lakes and lush forests, this park is calling your name! Thanks for the picture, ",Along shore Lake Superior find Pukaskwa National Park hiking along granite ridges breath taking view lakes lush forests park calling name nThanks picture pukaskwa nationalpark ontario exploreON TravelON pukaskwaNP hiking hikingadventures camping letscamp thegreatoutdoors wanderlust exploremore campingadventures canada explorecanada parkscanada letsgosomewhere instatravel getoutside neverstopexploring wildernessculture nature naturelovers naturephotography wild conservation photooftheday travel travelgram,"[""pukaskwa"",""nationalpark"",""ontario"",""exploreon"",""travelon"",""pukaskwanp"",""hiking"",""hikingadventures"",""camping"",""letscamp"",""thegreatoutdoors"",""wanderlust"",""exploremore"",""campingadventures"",""canada"",""explorecanada"",""parkscanada"",""letsgosomewhere"",""instatravel"",""getoutside"",""neverstopexploring"",""wildernessculture"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""photooftheday"",""travel"",""travelgram""]",22,2501,2523,en,0.3082070707070707,parks.canada_instagram,"['nature', 'park', 'lakes', 'conservation', 'or', 'lake ']",positive,"['lake', 'park', 'lake', 'park']",Environmental,"['lake', 'lake', 'park', 'hiking', 'lake', 'lake', 'forest', 'forest', 'park']",Clean drinking water
196,2017-11-27_15-10-42,2017-11-27T15:10:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a62aa13c7a84ebaec148ddf045f5e54e/5AF6789A/t51.2885-15/e35/24124786_870319186482617_6926330433537835008_n.jpg,"Surf’s up! Whether you’re hanging ten, or just trying to catch a wave, Pacific Rim National Park Reserve is the perfect place to elore for all who to surf! : .images.....",Whether hanging ten trying catch wave Pacific Rim National Park Reserve perfect place explore surf es images pacificrim pacificrimNPR surf surflife surfphotography surfboard surf surfing surfer surfers wave ocean ripcurl explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada canada,"[""pacificrim"",""pacificrimnpr"",""surf"",""surflife"",""surfphotography"",""surfboard"",""surf"",""surfing"",""surfer"",""surfers"",""wave"",""ocean"",""ripcurl"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""canada""]",18,2504,2522,en,0.21636029411764707,parks.canada_instagram,"['eau', 'park', 'or']",positive,['park'],Environmental,"['park', 'reserve', 'reserve', 'reserve']",Connecting Canadians with nature 
197,2017-12-08_16-13-01,2017-12-08T16:13:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ce9c703b7c0ce1ccb001f8e474dd86b/5AEA3E12/t51.2885-15/e35/25009830_520904244948095_217216094094491648_n.jpg,Only approximately visitors per year elore the beautiful tundra landscape of Ivvavik National Park. Will you be one of them? : .....,approximately 100 visitors per year explore beautiful tundra landscape Ivvavik National Park one patricecarmichael Ivvavik IvvavikNationalPark northwestterritories canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography Canada150,"[""ivvavik"",""ivvaviknationalpark"",""northwestterritories"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""canada150""]",23,2496,2519,en,0.2590320910973085,parks.canada_instagram,"['lands', 'park', 'ice', 'eau', 'or', 'landscape']",positive,"['landscape', 'park']",Environmental,"['tundra', 'park']",Sustainably managed lands and forests
198,2017-08-24_19-59-42,2017-08-24T19:59:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/91d1bb4691c6bd1eb5487131d48e7f77/5AE26537/t51.2885-15/e35/20590053_1821580028172762_1297923444515536896_n.jpg,"Whether you love to hike a wooded trail, photograph a stunning sunset, glimpse rare bird species during spring and fall migration, paddle a canoe through a wetland brimming with life, Point Pelee National Park has it all - in every season!: .....",Whether love hike wooded trail photograph stunning sunset glimpse rare bird species spring fall migration paddle canoe wetland brimming life Point Pelee National Park every season ericatayl TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy Ontario DiscoverON PointPelee PointPeleeNP Liveyouradventure Instatravel Vacation Sunset TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography,"[""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy"",""ontario"",""discoveron"",""pointpelee"",""pointpeleenp"",""liveyouradventure"",""instatravel"",""vacation"",""sunset"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography""]",5,2513,2518,en,0.5505555555555556,parks.canada_instagram,"['or', 'park', 'bird', 'species']",positive,"['bird', 'specie', 'wetland', 'park']",Environmental,"['specie', 'specie', 'wetland', 'wetland', 'park']",Clean drinking water
