Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category
102,2016-10-28_07-53-53,2016-10-28T07:53:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8096c0dda44bc6048e7a405b1104dfa9/5AE546CF/t51.2885-15/e35/25007706_1277488202357746_2881858102825582592_n.jpg,"Shine bright like a lighthouse…er diamond?Many weather stations are remote. With the Pachena Light Station in the background, a Coast Guard helicopter near Bamfield, B.C. safely delivers our weather station technicians to their workplace, a weather station along the world famous West Coast Trail.",Shine bright like er diamond nMany weather stations remote Pachena Light Station background Coast Guard near Bamfield safely delivers weather station technicians workplace weather station along world famous West Coast Trail,[],4,64,68,en,0.2325,canenvironment_instagram,"['guard', 'or', 'coast']",positive,"['coast', 'guard', 'guard', 'coast']",Environmental
103,2017-02-09_09-34-02,2017-02-09T09:34:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/df4dac2f13926b67be3c590f405f1e2d/5AF3A87E/t51.2885-15/e35/24332134_1284156855024186_6447500184862588928_n.jpg,Blink and you’ll miss it! This heron did its best to snap up a snack before it got away. Glad our treats aren’t a flight risk ,Blink miss heron best snap snack got away Glad treats flight risk Nature exploreBC FraserRiver BirdYear Birds Omnomnom Hangry BirdLovers Heron Environment CanEnvironment EnvironmentCanada CanadianWildlife CanadianWildlifeService,"[""nature"",""explorebc"",""fraserriver"",""birdyear"",""birds"",""omnomnom"",""hangry"",""birdlovers"",""heron"",""environment"",""canenvironment"",""environmentcanada"",""canadianwildlife"",""canadianwildlifeservice""]",0,68,68,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'bird', 'ice', 'nature']",neutral,[],unknown
104,2017-12-20_06-56-56,2017-12-20T06:56:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d3c0b6ade771c3928df2b14d721abf9a/5AE1BB90/t51.2885-15/e35/25026089_321177208364226_1695176432990289920_n.jpg,"Julie and a number of Canadian Wildlife Service biologists from our Sackville, New Brunswick office were in the field last week helping out with the annual Cape Tormentine Christmas Bird Count. The annual Count is one of the largest citizen science projects in North America; the results help provide information about the status of bird populations. These brave employees faced brisk arctic-like winds to record different species! :Garry Donaldson...",Julie number Canadian Wildlife Service biologists Sackville New Brunswick office field last week helping annual Cape Tormentine Christmas Bird Count annual Count one largest citizen science projects North America results help provide information status bird populations brave employees faced brisk arctic like winds record 58 different species Garry Donaldson Birds BirdsOfInstagram InstaBirds CanadianWildlifeService BirdNerds EnvironmentCan EnvironmentCanada,"[""birds"",""birdsofinstagram"",""instabirds"",""canadianwildlifeservice"",""birdnerds"",""environmentcan"",""environmentcanada""]",1,67,68,en,0.1,canenvironment_instagram,"['wildlife', 'populations', 'ice', 'bird', 'mer', 'species', 'or']",positive,"['wildlife', 'bird', 'bird', 'population', 'population']",Environmental
105,2017-07-14_04-45-36,2017-07-14T04:45:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c7f248f44cdf1443085f66b1865fd20c/5AE357DA/t51.2885-15/e35/25010654_658941097827449_987455733454864384_n.jpg,This photo shows a small flock of Atlantic brant that have been successfully herded into a net for banding. Did you know you can contribute to these conservation efforts by reporting bird bands? The success of the bird banding program relies on reports of bird bands from the public. Data from recovered bands are essential for our researchers! Bands identify individual birds so that we can better understand their movements and it provides us with important information for managing bird populations. Garth Ball....,photo shows small flock Atlantic brant successfully herded net banding nDid know contribute conservation efforts reporting bird bands success bird banding program relies reports bird bands public Data recovered bands essential researchers Bands identify individual birds better understand movements provides us important information managing bird populations Garth Ball BirdBanding CanadianWildlifeService InstaBird BirdConservation BiologistsOfInstagram EnvironmentCanada EnvironnementCanada SnowGeese FieldWork MigratoryBirds BirdMonitoring CanadianWildlife Canada,"[""birdbanding"",""canadianwildlifeservice"",""instabird"",""birdconservation"",""biologistsofinstagram"",""environmentcanada"",""environnementcanada"",""snowgeese"",""fieldwork"",""migratorybirds"",""birdmonitoring"",""canadianwildlife"",""canada""]",0,67,67,en,0.0,canenvironment_instagram,"['environnement', 'wildlife', 'populations', 'ice', 'or', 'conservation', 'bird']",neutral,"['conservation', 'bird', 'bird', 'bird', 'bird', 'movement', 'bird', 'population', 'population']",Environmental
106,2017-05-10_10-03-35,2017-05-10T10:03:35,https://instagram.fyvr3-1.fna.fbcdn.net/vp/229fcd6beaa2f7e35430b4b982820906/5AEF118C/t51.2885-15/s1080x1080/e35/25009482_135578457155642_6286360205986889728_n.jpg,"It may not look like much but over the last year, scientists have been using these new solar-powered satellite transmitters to tag and track Thayer’s Gulls from the high arctic to BC. This data is helping scientists learn about the foraging and migrating behavior of this species, and how they overlap with areas of high marine shipping. Recently, a bird with a transmitter stopped moving. The signal remained strong, and coordinates indicated it was located in a remote area of Alaska. Scientists presumed the device lost until a local resident offered to help with the search. Equipped with his boat, GPS, and coordinates provided by ECCC, he found the transmitter on a remote beach off of Iyoukeen Bay – km from ! Thanks Mr. Chew!.....",may look like much last year scientists using new solar powered satellite transmitters tag track Gulls high arctic BC data helping scientists learn foraging migrating behavior species overlap areas high marine shipping nRecently bird transmitter stopped moving signal remained strong coordinates indicated located remote area Alaska Scientists presumed device lost local resident offered help search Equipped boat GPS coordinates provided ECCC found transmitter remote beach Iyoukeen Bay 100km Juneau Thanks Mr Chew MigratoryBirds BritishColumbia Arctic Gull Alaska Nature TenakeeSprings WldlifeScience MarineSafety WildlifeConservation CanEnvironment EnvironmentCan CanadianWildlife OurCoasts,"[""juneau"",""migratorybirds"",""britishcolumbia"",""arctic"",""gull"",""alaska"",""nature"",""tenakeesprings"",""wldlifescience"",""marinesafety"",""wildlifeconservation"",""canenvironment"",""environmentcan"",""canadianwildlife"",""ourcoasts""]",0,67,67,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'nature', 'eau', 'coasts', 'ice', 'coast', 'conservation', 'solar', 'species', 'marine', 'bird']",neutral,"['arctic', 'specie', 'marine', 'bird', 'local']",Environmental
107,2017-02-22_11-15-01,2017-02-22T11:15:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d5188ca46848d294e05eb23fbcd824e6/5AF4636A/t51.2885-15/e35/25007666_2045339112405503_5476494236280946688_n.jpg,"? Citizen scientists play an important role in many of our monitoring programs and provide biologists with invaluable information!While on a recent vacation to Cuba, nature photographer and citizen scientist, Alan Chaplin, did not know the Piping Plover he was snapping photos of was extraordinary. He reported the band only to discover that this bird had outlived its average lifespan by more than times! The -year old plover was spotted near the same location our biologists banded it in . It bred on Cavendish Beach in Prince Edward Island National Park in the early s but had not been reported in over a decade. This resight is extremely useful for our scientists in understanding this at-risk species. Piping Plover continue to be marked in Canada, now with uniquely coded leg flags.",DYK Citizen scientists play important role many monitoring programs provide biologists invaluable information nWhile recent vacation Cuba nature photographer citizen scientist Alan Chaplin know Piping Plover snapping photos extraordinary reported band discover bird outlived average lifespan times 17 year old plover spotted near location biologists banded 2000 bred Cavendish Beach Prince Edward Island National Park early 2000s reported decade resight extremely useful scientists understanding risk species Piping Plover continue marked Canada uniquely coded leg flags CitizenScientists InstaScience Biologists BiologistsOfInstagram PipingPlover PloversOfInstagram InstaPlovers CanadianWildlifeService SpeciesAtRisk BirdBanding BirdLovers BirdsLover CanEnvironment EnvironmentCanada MigratoryBirds,"[""dyk"",""citizenscientists"",""instascience"",""biologists"",""biologistsofinstagram"",""pipingplover"",""ploversofinstagram"",""instaplovers"",""canadianwildlifeservice"",""speciesatrisk"",""birdbanding"",""birdlovers"",""birdslover"",""canenvironment"",""environmentcanada"",""migratorybirds""]",0,67,67,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'nature', 'park', 'ice', 'bird', 'species']",neutral,"['nature', 'nature', 'bird', 'park', 'specie']",Environmental
108,2017-05-30_06-03-28,2017-05-30T06:03:28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b45924f16939779a619a4e8e8ae608aa/5AEB1EAD/t51.2885-15/e35/25006834_467888623608416_514701261480656896_n.jpg,"Nature is everywhere including in your schoolyard, backyard and outside your community center. One of our employees took this shot during lunch time…we’re all surrounded by beauty, we only have to observe! This World Environment Day (Monday June th), or any day this June, teachers, youth program leaders and parents can help young people discover the nature around them by bringing them outside for a mini-Bioblitz.! Tap the link in our bio to register!!....",Nature everywhere including schoolyard backyard outside community center One employees took shot lunch surrounded beauty observe World Environment Day Monday June 5th day June teachers youth program leaders parents help young people discover nature around bringing outside mini Bioblitz Tap link bio register Biodiversity Bioblitz DiscoverNature ExploreCanada WorldEnvironmentDay WithNature Canada150 Canada EnvironmentCanada BioBlitz150 CitizenScience,"[""biodiversity"",""bioblitz"",""discovernature"",""explorecanada"",""worldenvironmentday"",""withnature"",""canada150"",""canada"",""environmentcanada"",""bioblitz150"",""citizenscience""]",3,64,67,en,0.41215277777777776,canenvironment_instagram,"['biodiversity', 'eau', 'or', 'nature']",positive,"['nature', 'nature', 'community', 'nature', 'nature']",Social
109,2017-07-18_13-25-52,2017-07-18T13:25:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a32308de23daaf94ce970672ccf4c338/5AF56344/t51.2885-15/e35/25007070_520446524980014_174095477141143552_n.jpg,"Roseate Terns like to nest in places with a bit of overhead cover to help protect them from birds like gulls and ravens that may steal their eggs. This might include spaces under rocks or vegetation, but they also might take advantage of a man-made shelter like this one. Biologists on Country Island keep an eye on them to watch their progress in laying their eggs, incubating, and feeding the chicks until they fledge. The marker R401 identifies the nest for the records. Garry Donaldson....",Roseate Terns like nest places bit overhead cover help protect birds like gulls ravens may steal eggs might include spaces rocks vegetation also might take advantage man made shelter like one Biologists Country Island keep eye watch progress laying eggs incubating feeding chicks fledge marker R401 identifies nest records Garry Donaldson MigratoryBirds Wildlife Art Photography NaturePhotography Birds RoseateTerns Science EnvironnementCanada EnvironmentCanada,"[""migratorybirds"",""wildlife"",""art"",""photography"",""naturephotography"",""birds"",""roseateterns"",""science"",""environnementcanada"",""environmentcanada""]",0,66,66,en,0.0,canenvironment_instagram,"['environnement', 'wildlife', 'or', 'bird', 'nature']",neutral,['bird'],Environmental
110,2017-04-24_13-50-41,2017-04-24T13:50:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b45c2607ce759c69226ab77e68230abb/5A637473/t51.2885-15/e15/23596608_496458040735943_1061996398410465280_n.jpg,"We love sharing videos and photos that highlight our staff's research and work that help to protect our amazing natural world. Now, here is your chance to show the rest of the world how special Canada is to YOU! The Great Canadian Video Contest for World Environment Day is open to Canadians aged to . Create a video showing how you are enjoying the mountains, beaches, forests or greenspaces around you, and why it is important to conserve and protect our natural heritage. Use to share your clip on Twitter and visit our web page to enter the contest.....",love sharing videos photos highlight staff research work help protect amazing natural world chance show rest world special Canada nThe Great Canadian Video Contest World Environment Day open Canadians aged 18 25 Create video showing enjoying mountains beaches forests greenspaces around important conserve protect natural heritage Use WEDCan share clip Twitter visit web page enter contest WEDCan WorldEnvironmentDay EnvironmentCanada WithNature ExploreCanada Canada CanadianLandscape CanadianYouth Adventures Contest Canada150,"[""wedcan"",""wedcan"",""worldenvironmentday"",""environmentcanada"",""withnature"",""explorecanada"",""canada"",""canadianlandscape"",""canadianyouth"",""adventures"",""contest"",""canada150""]",0,66,66,en,0.0,canenvironment_instagram,"['lands', 'natural', 'nature', 'conserve', 'or', 'landscape']",neutral,"['natural', 'conserve', 'natural']",Environmental
111,2017-07-11_13-49-49,2017-07-11T13:49:49,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28b57db8e8ad87ce80184a62d2ff4a89/5AFA28E1/t51.2885-15/e35/25010025_1455342477917129_4913488727457660928_n.jpg,! !Red-throated Loons are soooo pretty with their soft grey heads and bright red eye. They are also soooo good at staying perfectly still when they see a threat..... …,FREEZE YouCantSeeMe nRed throated Loons soooo pretty soft grey heads bright red eye also soooo good staying perfectly still see threat MannequinChallenge TheySeeUsLongBeforeWeSeeThem NoTrees ArcticBirds Loons NunavutIntheSummer ArcticPrism Throwback ArcticScience ArcticTundra Canada EnvironmentCan EnvironmentCanada FieldWork,"[""freeze"",""youcantseeme"",""mannequinchallenge"",""theyseeuslongbeforeweseethem"",""notrees"",""arcticbirds"",""loons"",""nunavutinthesummer"",""arcticprism"",""throwback"",""arcticscience"",""arctictundra"",""canada"",""environmentcan"",""environmentcanada"",""fieldwork""]",0,66,66,en,0.0,canenvironment_instagram,"['mer', 'tree', 'bird', 'or']",neutral,[],unknown
112,2016-12-20_07-13-08,2016-12-20T07:13:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4d449cc65fcc8a2b0469b13d98fa3486/5AF586BC/t51.2885-15/e35/24332182_1886172161411157_8111645247211044864_n.jpg,"“Our Inuit guides built this igloo, seen here framed in the Northern Lights. You can see our main work tools: an ice auger and shovel, leaning up against the outside of the igloo .” - Arvids, Climate Scientist This photo was taken during a research trip to Lake Tunusualuk, , in northern Quebec.",Inuit guides built igloo seen framed Northern Lights see main work tools ice auger shovel leaning outside igloo Arvids Climate Scientist nThis photo taken research trip Lake Tunusualuk Nunavik northern Quebec ArcticScience QuebecOriginal Nunavik Canada instaScience WinterWonderland Adventures ArcticScienceAdventures ScientistOfInstagram ClimateScience CanEnvironment EnvironmentCanada,"[""nunavik"",""arcticscience"",""quebecoriginal"",""nunavik"",""canada"",""instascience"",""nothernlights"",""winterwonderland"",""adventures"",""arcticscienceadventures"",""scientistofinstagram"",""climatescience"",""canenvironment"",""environmentcanada""]",0,66,66,en,0.0,canenvironment_instagram,"['climat', 'climate', 'lake ', 'ice', 'or']",neutral,"['inuit', 'northern', 'ice', 'climate', 'lake', 'northern']",Environmental
113,2017-03-07_08-18-25,2017-03-07T08:18:25,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9f014757cf55e48a837e38ab8b503bd4/5AF966E7/t51.2885-15/e35/25006440_1614696908551265_8444267795448856576_n.jpg,"Our biologists spotted species of birds while on a quick stroll into the frozen wetlands of John Lusby Marsh National Wildlife Area for the Amherst, Nova Scotia Christmas Bird Count. Nearly half of them were Arctic breeding migratory birds that reach the Atlantic Provinces in winter, such as the Snow Bunting (aka the “snowflake”), Lapland Longspur, Rough-legged Hawk, as well as Glaucous and Iceland Gulls. During their short visit, the team was especially surprised to find three Short-eared Owls flying together as a group, a rare delight!...",biologists spotted 15 species birds quick stroll frozen wetlands John Lusby Marsh National Wildlife Area Amherst Nova Scotia Christmas Bird Count Nearly half Arctic breeding migratory birds reach Atlantic Provinces winter Snow Bunting aka Lapland Longspur Rough legged Hawk well Glaucous Iceland Gulls short visit team especially surprised find three Short eared Owls flying together group rare delight ChristmasBirdCount NovaScotia BiologistsOfInstagram InstaScience BirdCount NatureLovers Wetlands NationalWildlifeArea CanadianWildlifeService CanEnvironment HiddenGem PerksOfFieldwork EnvironmentCanada Adventures Fieldwork Canada AtlanticCanada,"[""christmasbirdcount"",""novascotia"",""biologistsofinstagram"",""instascience"",""birdcount"",""naturelovers"",""wetlands"",""nationalwildlifearea"",""canadianwildlifeservice"",""canenvironment"",""hiddengem"",""perksoffieldwork"",""environmentcanada"",""adventures"",""fieldwork"",""canada"",""atlanticcanada""]",1,64,65,en,0.55,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'or', 'wetlands', 'ice', 'species', 'bird']",positive,"['specie', 'bird', 'wetland', 'wildlife', 'bird', 'arctic', 'bird']",Environmental
114,2017-08-08_07-25-37,2017-08-08T07:25:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/58bb9bba56cecaa93bfcf56b79bdf690/5AF90C2D/t51.2885-15/e35/24331772_335025413631917_7548206633885630464_n.jpg,...This female black swallowtail was extra charismatic for her close up in the field this week....,Repost katdaddy19 nThis female black swallowtail extra charismatic close field week Pollinators CanadianWildlifeService EnvironmentCanada StudentJobs SummerJobs,"[""repost"",""pollinators"",""canadianwildlifeservice"",""environmentcanada"",""studentjobs"",""summerjobs""]",0,65,65,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ice', 'mer']",neutral,[],unknown
115,2017-12-28_11-38-14,2017-12-28T11:38:14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/52be3be4893780adc6d2890e0de34495/5ADF33AA/t51.2885-15/e35/25023051_156084045028145_5775358960047489024_n.jpg,"Do you remember me? Back in April, we held a contest to give me a name! I am a Common Loon and the mascot of the Canadian Wildlife Service here at Environment and Climate Change Canada. You suggested lots of great names. I chose “Kwimu,” which means “spirit bird” in many Indigenous languages. Since the name “Tuuli” was also very popular, I decided to give this name to the chick that I carry on my back. Tuuli means loon in Inuktitut. Thanks for participating! ...",remember Back April held contest give name Common Loon mascot Canadian Wildlife Service Environment Climate Change Canada suggested lots great names chose Kwimu means spirit many Indigenous languages Since name also popular decided give name chick carry back Tuuli means loon Inuktitut Thanks participating CommonLoon Bird InstaBird Wildlife CanadianWildlifeService EnvironmentCanada EnvironmentCan,"[""commonloon"",""bird"",""instabird"",""wildlife"",""canadianwildlifeservice"",""environmentcanada"",""environmentcan""]",1,63,64,en,0.5,canenvironment_instagram,"['climate', 'climat', 'climate change', 'wildlife', 'ice', 'bird']",positive,"['wildlife', 'climate', 'change', 'indigenous']",Environmental
116,2017-05-25_11-27-13,2017-05-25T11:27:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/937b3dd5f87de4afd3eaadbf9e727a96/5AF70FBD/t51.2885-15/e35/24838787_545825195784983_7739199375657664512_n.jpg,"“Last summer I travelled with Adventure Canada to the Prince Leopold Island Migratory Bird Sanctuary in Lancaster Sound, Nunavut. Because of the tight schedule of the ship our only opportunity to get out in Zodiacs below the seabird cliffs was at :30 before breakfast but despite this and a biting cold wind, about passengers took part and all were thrilled by the eerience!” – Garry, CWS Crew.....: Garry Donaldson",Last summer travelled Adventure Canada Prince Leopold Island Migratory Bird Sanctuary Lancaster Sound Nunavut tight schedule ship opportunity get Zodiacs seabird cliffs 30 breakfast despite biting cold wind 80 passengers took part thrilled experience Garry CWS Crew Garry Donaldson CanadianWildlifeService MigratoryBirds AdventureCanada MigratoryBirdSanctuary ProtectedLand WildlifePhotography Nunavut EnvironmentCanada CanEnvironment SummerVibes NoFilterNeeded EyeCandy,"[""canadianwildlifeservice"",""migratorybirds"",""adventurecanada"",""migratorybirdsanctuary"",""protectedland"",""wildlifephotography"",""nunavut"",""environmentcanada"",""canenvironment"",""summervibes"",""nofilterneeded"",""eyecandy""]",1,63,64,en,0.64,canenvironment_instagram,"['wildlife', 'mer', 'bird', 'ice', 'or']",positive,['bird'],Environmental
117,2017-11-29_10-42-13,2017-11-29T10:42:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c3127aa024b470819eb9aa005de8dfbe/5AF74E97/t51.2885-15/e35/24327629_900936536727260_5568628921231998976_n.jpg,"Last call! The national online photo contest from the Nature Conservancy of Canada ends on November !Enter the contest by sharing photos of beautiful places in Canada on Twitter and Instagram using the hashtag , and you will automatically be entered in the contest, and a chance to win an Essential Phone from Telus! For every entry, TELUS is donating $5 to the Nature Conservancy of Canada! Click the link in our bio to enter today!...",Last call national online photo contest Nature Conservancy Canada ends November 30 nEnter contest sharing photos beautiful places Canada Twitter Instagram using hashtag PlacesWorthProtecting automatically entered contest chance win Essential Phone Telus every entry TELUS donating Nature Conservancy Canada Click link bio enter today PhotoContest Photos PlacesWorthProtecting NatureConservancyOfCanada nature WithNature CanadianNature NaturePic NatureShot EnvironmentCanada EnvironmentCan,"[""placesworthprotecting"",""photocontest"",""photos"",""placesworthprotecting"",""natureconservancyofcanada"",""nature"",""withnature"",""canadiannature"",""naturepic"",""natureshot"",""environmentcanada"",""environmentcan""]",0,64,64,en,0.0,canenvironment_instagram,"['eau', 'or', 'nature']",neutral,"['nature', 'nature', 'nature', 'nature']",Environmental
118,2017-10-13_13-19-10,2017-10-13T13:19:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9dc15d0311f0ba83382a0e22ae4ad4da/5AD9B31A/t51.2885-15/e35/25005441_924211194392984_6138966540524978176_n.jpg,"Canada’s national wildlife areas (NWA) are created and managed for wildlife conservation, research and interpretation purposes under the Canada Wildlife Act and in accordance to the Wildlife Area Regulations. For many reasons, but primarily to facilitate the administration of national wildlife areas, we are currently considering amendments to the regulations to modernize them. We want to hear from YOU! Let us know what you think about the proposed amendments. TAP the link in our bio for more info. Pamela Sinclair....",54 national wildlife areas NWA created managed wildlife conservation research interpretation purposes Canada Wildlife Act accordance Wildlife Area Regulations nFor many reasons primarily facilitate administration national wildlife areas currently considering amendments regulations modernize nWe want hear Let us know think proposed amendments TAP link bio info Pamela Sinclair ProtectedArea CanadianWildlifeService WildlifeProtection CanadianWildlife ExploreCanada PublicConsultation CanEnvironment,"[""protectedarea"",""canadianwildlifeservice"",""wildlifeprotection"",""canadianwildlife"",""explorecanada"",""publicconsultation"",""canenvironment""]",0,64,64,en,0.0,canenvironment_instagram,"['wildlife', 'conservation', 'or', 'ice', 'air']",neutral,"['wildlife', 'wildlife', 'conservation', 'wildlife', 'wildlife', 'wildlife']",Environmental
119,2017-06-02_14-00-27,2017-06-02T14:00:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/848e58f852163acf746f5222acefdac0/5A6401F8/t51.2885-15/e15/25007122_249338385599847_8224485793402454016_n.jpg,Are you ready to go behind the scenes with us for World Environment Day? We’ll be bringing you all the inside scoop! Check out our Insta stories June -5....,ready go behind scenes us World Environment Day bringing inside scoop Check Insta stories June WorldEnvironmentDay WithNature Adventures FunTimes BehindTheScenes Canada ExploreCanada WEDCan Canada150 ECCan150 EnvironmentCanada CanEnvironment,"[""worldenvironmentday"",""withnature"",""adventures"",""funtimes"",""behindthescenes"",""canada"",""explorecanada"",""wedcan"",""canada150"",""eccan150"",""environmentcanada"",""canenvironment""]",2,62,64,en,0.375,canenvironment_instagram,"['or', 'nature']",positive,[],unknown
120,2017-03-01_08-11-54,2017-03-01T08:11:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5ad6af1eaa1790ee63b6d92f27197f13/5AEBE0DB/t51.2885-15/e35/24838648_311399346041590_8352757358224474112_n.jpg,This carefully crafted greets Paul and Bailey along the banks of the Churchill River in Happy Valley-Goose Bay. h,carefully crafted Inukshuk greets Paul Bailey along banks Churchill River Happy Valley Goose Bay ChristmasBirdCount BiologistsOfInstagram InstaScience BirdCount NatureLovers CanadianWildlifeService CanEnvironment HiddenGem PerksOfFieldwork EnvironmentCanada Adventures Fieldwork Canada AtlanticCanada TheBigLand,"[""inukshuk"",""christmasbirdcount"",""biologistsofinstagram"",""instascience"",""birdcount"",""naturelovers"",""canadianwildlifeservice"",""canenvironment"",""hiddengem"",""perksoffieldwork"",""environmentcanada"",""adventures"",""fieldwork"",""canada"",""atlanticcanada"",""thebigland""]",0,63,63,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'bird', 'ice', 'nature']",neutral,['river'],Environmental
121,2017-07-26_18-22-23,2017-07-26T18:22:23,https://instagram.fyvr3-1.fna.fbcdn.net/vp/da8b134771eb2b888cfa978cfb55bdf0/5AEB94F0/t51.2885-15/e35/25016584_1950068578590257_3223416278983114752_n.jpg,"We use helicopters to help us move around the arctic to our study sites, so that we can record all the birds we find and the type of habitats they are using during the short breeding season.....",use helicopters help us move around arctic study sites record birds find type habitats using short breeding season BestTaxiEver PerksOfFieldWork SoMuchTundraSoLittleTime ArcticPrism Throwback ArcticScience ArcticTundra Canada EnvironmentCan EnvironmentCanada FieldWork,"[""besttaxiever"",""perksoffieldwork"",""somuchtundrasolittletime"",""arcticprism"",""throwback"",""arcticscience"",""arctictundra"",""canada"",""environmentcan"",""environmentcanada"",""fieldwork""]",0,63,63,en,0.0,canenvironment_instagram,"['arctic', 'tax']",neutral,"['arctic', 'bird']",Environmental
122,2017-03-31_12-11-17,2017-03-31T12:11:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e02dd73e4a92dcc352545025602d6f0f/5AE2675A/t51.2885-15/e35/24838932_103660233757620_5868029540952965120_n.jpg,"More ptarmigan please! So puffy, fluffy, and cute! This is a Willow Ptarmigan. On this one you can really see its feathered feet. In addition to helping keep their feet warm, they are also good for walking on snow!..... ",ptarmigan please puffy fluffy cute Willow Ptarmigan one really see feathered feet addition helping keep feet warm also good walking snow BuiltInSnowShoes CoolBirds BirdLovers BirdNerds CanadianWildlifeService NorthwestTerritories BirdNerds WildlifePhotography EnvironmentCanada BiologistsLife BiologistsOfInstagram CanEnvironment FieldWork InstaScience Canada150 ECcan150,"[""builtinsnowshoes"",""coolbirds"",""birdlovers"",""birdnerds"",""canadianwildlifeservice"",""northwestterritories"",""birdnerds"",""wildlifephotography"",""environmentcanada"",""biologistslife"",""biologistsofinstagram"",""canenvironment"",""fieldwork"",""instascience"",""canada150"",""eccan150""]",2,60,62,en,0.3125,canenvironment_instagram,"['wildlife', 'bird', 'ice', 'or']",positive,[],unknown
123,2017-04-27_13-55-01,2017-04-27T13:55:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/915b79a1500b99c3b48558d8e78bc268/5A645D7D/t51.2885-15/e15/25017313_160414948023173_3454455038125015040_n.jpg,"Canada is home to species who are at risk due to ecosystem degradation and loss. It is up to all Canadians to work together to help protect and conserve their habitat. Today, a newly formed advisory committee met with Minister McKenna to find practical solutions for these creatures. By working together, we can safeguard the health of our Canadian wildlife and ecosystems!......",Canada home 532 species risk due ecosystem degradation loss Canadians work together help protect conserve habitat Today newly formed advisory committee met Minister McKenna find practical solutions creatures working together safeguard health Canadian wildlife ecosystems CanadianWildlife HealthyEcosystem Conservation WildlifeConservation SpeciesAtRisk SpeciesAtRiskAct CanadianWildlifeService EnvironmentalProtection EnvironmentCanada,"[""canadianwildlife"",""healthyecosystem"",""conservation"",""wildlifeconservation"",""speciesatrisk"",""speciesatriskact"",""canadianwildlifeservice"",""environmentalprotection"",""environmentcanada""]",1,61,62,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'ecosystem', 'ice', 'species', 'guard', 'conservation', 'conserve']",neutral,"['specie', 'ecosystem', 'conserve', 'minister', 'health', 'wildlife']",Environmental
124,2017-01-03_06-57-52,2017-01-03T06:57:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/16fca4773d9c65bd7e92b6fbfd2c755a/5AFA1EEE/t51.2885-15/e35/24838458_824803227706150_4584350308229971968_n.jpg,"Tag a friend who can’t compete with puffins! The Tufted spends most of its life at sea, coming to land only to breed during a few critical months. Puffins are powerful flyers, beating their wings -400 times a minute to achieve speeds up to kph (40 mph). That would have just about any human puff-in through the day. : Catherine Jardine, Birds Studies Canada",Tag friend compete puffins nThe Tufted Puffin spends life sea land breed critical months Puffins powerful flyers beating wings 300 400 times minute achieve speeds 64 kph 40 mph would human puff day Catherine Jardine Birds Studies Canada BC ExploreBC Wildlife WildlifePhotography PuffinOfInstagram InstaBirds Nature NaturePhotography ProtectedArea ScottIslands CanEnvironment Breeding BirdLovers SeaAnimals BirdWatching EnvironmentCanada,"[""puffin"",""puffin"",""bc"",""explorebc"",""wildlife"",""wildlifephotography"",""puffinofinstagram"",""instabirds"",""nature"",""naturephotography"",""protectedarea"",""scottislands"",""canenvironment"",""breeding"",""birdlovers"",""seaanimals"",""birdwatching"",""environmentcanada""]",5,57,62,en,0.0,canenvironment_instagram,"['or', 'wildlife', 'lands', 'bird', 'nature']",neutral,"['friend', 'land']",Environmental
